Area Codes;lsoanm;All Ages;0-15;Working.age;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
E01002124;Harrow 010A;1,883;472;1247;34;52;28;33;35;23;30;33;25;35;23;24;32;13;28;24;22;20;25;27;23;23;28;24;35;31;31;29;39;32;36;28;21;25;31;37;36;35;32;36;27;27;23;23;19;19;31;19;22;24;25;19;24;31;21;29;24;22;19;22;14;11;19;13;14;18;13;10;13;7;8;7;4;2;3;5;9;9;6;6;2;5;5;4;7;5;5;2;2;2;5
E01002125;Harrow 010B;1,899;384;1315;30;20;37;22;17;33;24;26;28;19;18;26;19;17;24;24;19;24;17;20;21;21;23;26;28;41;52;33;37;35;53;40;43;51;43;31;38;24;31;24;22;28;25;28;22;22;17;24;30;21;22;24;25;27;24;26;22;16;20;20;21;11;15;9;19;16;14;12;17;10;12;18;14;10;7;8;8;6;6;10;7;4;4;4;2;1;1;0;3;2;4
E01002198;Harrow 010C;1,862;382;1320;36;24;29;19;23;18;22;33;15;25;25;24;21;19;22;27;23;30;21;21;22;24;28;35;29;39;37;56;53;38;48;41;32;37;33;31;36;24;29;16;25;10;24;23;21;19;24;22;21;29;24;24;24;24;27;16;27;20;19;21;27;19;16;16;15;16;12;8;18;9;5;7;5;8;8;7;7;10;7;7;2;3;2;3;4;2;1;1;0;2;6
E01002200;Harrow 010D;1,770;344;1225;19;22;18;30;20;30;22;21;19;20;23;16;22;20;18;24;10;26;26;15;16;21;24;29;34;30;39;47;40;38;27;31;29;35;29;29;34;27;21;21;31;26;26;24;14;27;22;22;26;21;25;25;25;21;16;22;21;28;28;17;17;18;18;14;13;22;6;13;17;17;8;4;6;9;4;8;12;7;13;6;3;4;3;1;5;8;4;4;2;5;10
E01002203;Harrow 010E;1,783;412;1152;34;22;25;34;33;28;22;30;25;20;23;29;23;21;17;26;21;23;27;18;18;15;21;18;21;31;26;32;27;21;32;24;39;38;26;30;24;31;26;22;35;25;17;21;19;26;29;23;26;21;13;19;30;15;30;31;20;16;21;17;25;15;13;16;18;8;12;15;18;12;13;14;13;7;7;15;18;12;15;9;6;3;3;5;2;4;3;3;0;0;2
E01002232;Harrow 011A;1,993;479;1186;38;34;40;31;35;29;24;37;33;26;29;21;30;25;25;22;12;17;14;13;17;21;20;28;30;40;37;26;34;36;31;32;37;36;37;19;33;24;31;20;24;28;23;32;19;24;22;21;26;23;17;28;19;20;26;37;21;16;18;22;16;13;16;18;12;21;23;17;24;15;11;15;7;11;12;7;16;6;11;18;20;5;14;11;13;4;6;8;8;4;21
E01002233;Harrow 011B;2,222;501;1485;38;45;40;47;45;36;29;31;22;26;28;23;18;19;23;31;25;32;27;28;28;23;27;27;28;31;37;41;31;41;47;48;45;47;39;37;26;27;33;40;29;37;48;34;37;37;26;28;46;31;28;26;30;27;18;26;24;15;25;19;14;14;20;13;18;17;12;12;18;11;10;13;11;12;7;11;13;8;6;10;9;9;6;7;3;9;6;5;4;2;5
E01002234;Harrow 011C;1,804;425;1199;25;19;21;32;23;29;26;35;24;24;36;24;31;30;27;19;32;27;28;25;21;22;20;22;26;28;33;41;40;37;28;24;33;24;24;24;27;30;20;21;25;26;31;30;27;25;18;18;24;24;19;19;25;29;26;22;18;19;22;15;22;14;16;12;16;15;15;9;12;10;8;4;3;8;6;11;11;4;10;9;7;11;1;4;3;7;3;0;1;2;6
E01002235;Harrow 011D;1,963;488;1232;18;32;32;28;29;32;34;44;43;30;25;24;32;28;27;30;33;36;37;27;18;24;23;23;16;26;30;27;24;25;18;21;25;20;28;40;34;30;34;29;22;29;30;29;23;24;31;25;34;25;30;24;12;24;24;19;30;23;14;16;22;25;18;13;18;16;8;12;11;15;15;10;6;15;10;14;13;10;1;11;10;9;10;7;10;9;5;5;1;1;9
E01002236;Harrow 011E;1,844;421;1271;29;34;35;29;29;24;21;29;22;26;37;24;25;21;21;15;17;17;28;19;19;21;25;27;25;46;34;33;54;31;29;23;28;32;40;25;26;35;26;20;42;32;30;31;32;29;35;28;28;26;25;22;19;34;22;24;20;15;11;12;20;16;13;15;10;12;10;6;8;12;11;14;7;9;11;8;5;3;6;5;4;4;5;0;4;0;3;1;0;1;3
E01002107;Harrow 012A;1,817;442;1138;30;25;28;28;24;29;37;33;22;36;29;27;24;27;20;23;25;16;21;13;13;15;17;21;23;16;15;20;17;18;23;17;24;35;21;35;29;30;34;26;30;24;29;38;39;25;27;24;21;18;15;16;17;21;29;26;23;26;22;28;23;26;25;24;18;20;15;21;20;19;13;13;12;8;7;7;12;6;5;6;8;4;3;4;5;10;4;6;2;1;6
E01002197;Harrow 012B;1,405;269;881;8;14;16;22;13;17;22;26;20;16;16;12;16;14;17;20;17;23;23;15;15;11;21;15;21;21;23;18;16;25;17;10;10;11;20;21;23;20;17;21;20;11;23;12;19;11;23;10;19;22;12;16;17;16;23;17;26;24;16;21;23;16;18;14;18;10;11;11;10;8;9;11;15;11;13;15;11;11;9;6;8;4;11;10;7;6;5;8;5;4;26
E01002199;Harrow 012C;1,531;300;1000;20;21;22;23;16;21;18;21;20;14;22;15;11;24;19;13;34;21;22;16;12;15;13;14;22;21;26;22;20;25;25;27;26;24;23;16;16;13;12;17;25;26;25;25;26;21;23;20;19;20;21;24;17;17;18;21;17;24;23;21;19;14;23;15;14;20;13;20;24;14;6;10;11;13;7;6;14;9;8;4;9;4;7;12;3;2;1;1;0;0;13
E01002201;Harrow 012D;1,745;311;1165;23;21;20;21;21;17;20;25;25;21;12;18;9;24;19;15;22;27;20;12;18;26;21;22;30;25;32;28;29;28;40;34;32;26;30;23;25;18;18;22;16;17;17;8;25;17;15;19;19;29;32;32;39;24;20;30;23;44;25;20;17;16;19;18;16;16;12;22;13;20;18;9;6;8;13;13;8;13;14;11;10;10;9;3;5;9;4;5;3;3;12
E01002202;Harrow 012E;2,223;586;1443;34;58;51;50;42;37;43;35;28;32;33;42;33;31;24;13;19;23;27;11;19;17;27;26;31;36;37;45;44;47;48;49;36;46;40;50;51;50;44;45;46;31;35;38;37;34;27;21;19;17;21;21;25;24;17;26;18;18;23;19;11;17;12;9;9;21;9;8;16;14;8;8;11;9;8;3;9;11;4;5;7;8;11;2;3;5;3;3;2;2;4
E01002179;Harrow 013A;2,484;552;1731;40;39;42;44;44;41;34;37;35;27;27;37;29;23;25;28;39;36;38;22;22;19;25;30;40;37;48;36;50;58;68;56;54;63;51;51;43;58;50;44;39;31;37;35;28;40;31;35;31;31;28;29;28;30;23;19;24;26;21;20;29;16;19;23;20;13;11;13;11;8;13;9;9;6;14;10;12;15;8;5;5;7;6;12;2;2;2;2;1;1;4
E01002180;Harrow 013B;2,345;569;1556;32;43;65;43;53;36;34;41;29;28;35;32;28;26;20;24;27;42;24;16;16;24;18;26;37;41;37;44;42;58;46;63;51;66;64;44;53;44;26;33;32;34;31;26;25;37;28;28;29;28;33;25;22;21;22;31;20;27;23;20;21;10;15;17;9;19;15;14;9;11;8;11;9;11;6;4;13;8;3;10;4;7;7;5;7;13;3;9;3;2;9
E01002183;Harrow 013C;2,136;420;1401;34;22;36;29;26;28;29;24;31;21;33;21;24;30;19;13;24;28;29;22;14;21;26;26;28;32;42;33;39;44;57;38;43;34;47;30;34;29;20;20;34;44;33;26;20;30;29;26;32;37;17;32;28;23;22;32;15;15;23;31;18;15;21;17;21;20;20;17;15;19;8;16;11;10;12;21;11;11;20;13;7;6;8;11;9;5;4;6;5;6;24
E01002184;Harrow 013D;2,037;485;1301;34;47;57;41;42;29;34;24;23;26;20;30;24;17;25;12;23;22;17;19;22;20;25;27;24;30;37;31;44;34;35;26;33;30;32;43;33;32;30;33;27;26;30;39;16;25;31;24;27;23;42;23;32;27;23;26;18;17;26;24;15;16;16;12;14;18;17;10;10;17;8;13;11;14;9;12;9;17;16;13;5;7;8;6;7;4;2;3;3;2;10
E01002231;Harrow 013E;1,911;461;1229;25;24;39;34;26;35;26;36;20;35;31;26;19;28;25;32;26;41;27;23;14;28;21;29;34;26;28;22;20;30;18;32;28;27;27;29;27;29;32;35;22;19;28;27;28;24;26;25;19;24;25;34;28;27;33;31;24;22;19;13;16;13;21;11;17;15;20;7;9;14;10;20;9;9;6;12;10;9;8;5;7;7;4;5;6;5;7;7;4;0;6
E01002154;Harrow 015A;2,020;409;1262;35;14;32;35;28;28;23;22;33;25;25;25;21;17;21;25;25;22;29;15;9;20;20;28;27;12;29;28;21;29;28;26;19;30;23;37;38;31;26;23;39;24;38;29;28;29;27;25;25;25;17;26;33;31;30;31;21;23;19;30;23;24;20;24;26;27;29;31;25;22;19;22;17;12;14;14;8;10;7;13;7;12;8;5;5;8;5;9;3;5;12
E01002156;Harrow 015B;1,491;256;932;14;17;20;12;26;15;21;13;12;26;17;15;10;11;15;12;23;18;21;8;10;14;9;21;20;19;20;16;19;15;14;10;12;15;14;17;24;18;23;30;15;14;12;14;19;16;22;25;20;24;15;23;26;25;29;28;30;37;15;17;18;17;25;14;22;20;28;16;19;19;24;13;22;20;7;13;14;10;6;7;11;13;9;4;3;5;1;6;3;2;8
E01002162;Harrow 015C;1,868;399;1231;19;26;19;27;27;25;34;28;35;28;20;27;18;18;30;18;19;24;22;12;24;20;23;22;29;22;23;28;24;17;30;38;36;44;32;40;26;29;37;26;29;27;32;24;28;15;18;24;22;20;27;28;35;30;30;23;22;21;20;26;19;12;16;16;20;10;15;15;9;11;8;13;13;12;3;17;5;7;6;8;10;10;16;8;7;7;7;6;3;5;7
E01002163;Harrow 015D;1,552;284;1002;19;22;16;16;17;16;15;17;14;12;25;17;18;21;12;27;21;22;25;18;15;18;17;16;27;18;25;20;18;22;12;14;19;19;20;21;22;24;24;12;23;14;21;18;15;15;28;12;20;28;25;31;28;25;24;21;34;17;17;26;20;24;19;17;11;15;19;19;23;17;18;12;14;13;8;10;12;10;10;3;7;6;8;5;5;6;7;2;3;4;10
E01002188;Harrow 016A;1,660;244;986;6;6;9;10;13;15;8;15;14;30;18;21;17;17;18;27;21;17;19;9;14;22;18;23;22;15;12;9;10;5;17;12;17;23;17;14;11;11;16;16;22;9;15;22;31;15;18;19;25;25;24;35;29;34;20;32;20;27;35;36;21;25;13;38;26;39;20;27;22;19;18;15;14;20;13;19;14;15;14;19;12;10;19;12;11;6;6;14;5;7;40
E01002189;Harrow 016B;1,800;328;1106;27;22;21;26;24;27;16;24;15;21;20;13;19;18;17;18;21;9;15;7;9;10;16;13;19;26;25;34;20;30;21;33;27;34;29;29;32;46;30;30;22;22;17;28;22;22;32;25;19;30;15;21;27;30;15;14;19;14;31;19;13;20;20;25;19;14;19;21;28;25;24;17;16;13;7;15;10;17;12;13;13;13;7;9;10;10;4;12;2;4;31
E01002192;Harrow 016C;1,552;300;867;17;27;24;26;30;21;24;20;21;14;18;11;10;9;9;19;12;23;14;10;7;3;8;5;10;15;9;16;8;11;13;19;15;18;21;25;23;24;26;19;19;17;19;22;13;26;20;15;29;23;23;19;22;16;22;21;21;25;19;17;23;20;24;19;19;25;24;11;18;15;13;15;19;23;10;14;17;11;16;12;11;11;17;7;16;14;15;10;6;6;29
E01002193;Harrow 016D;1,888;472;1144;31;30;34;32;28;38;23;32;30;30;27;30;30;32;21;24;22;17;14;7;6;13;10;14;17;18;25;25;18;15;30;27;26;25;31;42;36;48;44;26;36;30;32;40;43;20;29;21;19;31;29;31;28;19;15;22;12;13;14;13;16;14;23;18;20;19;12;20;14;18;16;9;11;8;8;9;13;9;10;7;8;5;6;8;7;8;7;11;6;6;17
E01002165;Harrow 017A;1,834;372;1251;29;17;21;23;22;29;30;22;27;16;22;25;29;22;22;16;16;19;23;17;12;15;26;28;25;33;30;39;36;31;43;33;30;33;40;39;27;28;30;24;33;38;29;39;27;30;20;17;24;15;22;21;16;27;19;19;26;20;18;24;26;20;15;12;17;15;14;14;13;14;8;9;11;4;2;16;10;9;5;8;6;4;7;5;2;5;8;9;2;0;11
E01002166;Harrow 017B;1,652;314;1089;15;27;20;17;13;26;20;25;17;22;24;17;23;17;18;13;18;15;17;15;9;15;20;15;36;24;47;37;20;37;20;23;36;36;31;24;22;25;19;21;15;17;15;17;20;25;20;22;25;17;16;20;24;15;22;26;24;24;30;20;20;16;15;23;19;19;20;22;18;18;15;13;10;11;10;10;9;13;8;9;11;6;4;5;6;0;1;3;1;1;6
E01002167;Harrow 017C;1,646;318;1125;20;22;15;26;18;21;28;23;18;22;20;17;16;20;15;17;17;19;19;14;17;21;28;31;31;34;27;35;30;31;28;34;25;32;29;31;19;18;21;20;14;30;21;25;14;22;22;19;19;22;29;28;23;26;24;19;20;23;23;18;15;12;15;20;11;8;16;7;15;5;9;6;6;3;8;7;8;14;15;7;8;16;6;7;8;3;7;2;4;4;4
E01002168;Harrow 017D;1,577;326;1047;18;16;22;28;22;13;15;17;17;14;24;27;19;26;22;26;27;25;26;18;17;20;21;28;28;21;19;23;21;13;19;22;18;23;21;29;34;34;23;25;20;23;23;21;24;34;22;23;18;22;26;18;30;28;24;13;17;15;14;15;11;19;13;11;8;15;9;17;7;5;3;8;5;12;8;11;7;4;7;10;11;9;11;4;4;5;9;14;0;3;6
E01002169;Harrow 017E;1,687;267;1174;25;20;22;13;19;14;19;19;15;9;12;13;21;9;17;20;18;14;26;10;24;20;26;27;34;28;25;35;35;37;39;38;23;33;20;25;25;27;22;24;14;27;21;14;22;23;19;28;27;21;16;24;22;25;18;28;21;25;16;32;25;17;19;15;20;17;12;13;10;16;13;14;8;14;7;13;7;9;14;10;6;6;5;11;9;8;2;3;3;2;14
E01002153;Harrow 019A;1,836;358;1099;16;16;23;21;26;23;16;31;27;21;24;20;26;22;22;24;21;20;17;13;21;15;17;19;20;19;29;25;21;25;19;31;13;24;19;29;21;26;19;22;31;33;24;15;27;27;27;19;31;21;25;23;20;38;29;15;20;21;23;29;15;21;23;22;15;25;23;23;24;26;15;26;18;15;16;19;13;15;9;15;9;10;9;7;9;10;10;6;5;6;16
E01002155;Harrow 019B;1,719;334;1053;35;24;25;23;20;26;17;21;20;20;19;13;18;15;26;12;14;20;20;11;11;14;20;14;17;17;17;16;11;12;17;25;27;24;22;20;30;34;36;30;19;22;21;24;28;27;24;19;30;25;18;22;25;23;25;15;24;22;25;26;34;20;15;19;22;9;20;17;22;18;14;18;12;17;6;13;9;9;11;13;9;8;13;7;17;14;7;8;10;8;23
E01002157;Harrow 019C;1,737;321;1178;23;29;20;25;21;15;22;20;18;12;14;16;25;16;26;19;18;14;15;9;14;25;26;30;28;27;29;33;29;35;30;29;32;34;36;25;31;21;35;31;17;20;19;16;18;23;24;19;21;22;15;15;17;21;18;24;42;31;28;27;19;20;20;21;25;21;23;11;16;19;10;3;12;8;9;11;9;14;8;6;6;4;4;9;5;7;5;4;4;4;6
E01002158;Harrow 019D;1,429;262;915;21;4;16;9;10;25;15;16;16;20;17;19;18;19;18;19;16;14;26;14;8;15;16;16;16;21;27;21;16;12;13;11;12;20;17;10;14;11;18;17;15;9;18;24;19;24;20;28;35;30;24;29;25;25;24;20;15;18;24;21;20;10;13;25;19;16;15;20;13;8;18;9;16;12;10;11;11;13;8;6;8;9;5;1;8;12;11;3;3;0;6
E01002128;Harrow 020A;2,079;422;1448;35;33;29;34;33;40;26;39;24;21;20;24;20;13;16;15;14;13;20;12;20;20;18;27;43;44;31;46;45;56;47;57;51;67;71;48;39;49;45;57;40;25;28;25;24;24;16;15;21;18;21;18;17;21;11;17;25;28;35;17;13;12;11;10;16;17;10;16;11;12;12;14;10;6;7;11;11;6;5;4;8;5;6;6;3;2;2;1;2;3;19
E01002130;Harrow 020B;2,424;619;1646;54;51;58;50;41;53;49;40;36;38;30;32;32;21;26;8;8;4;12;10;14;15;14;21;19;73;68;94;86;73;63;68;65;63;62;55;52;58;45;52;47;36;32;31;32;41;31;25;23;32;29;22;18;20;21;10;18;11;13;14;10;9;8;11;8;13;15;11;12;10;9;11;12;4;8;4;5;12;4;3;4;4;3;5;2;1;1;1;1;0;4
E01002181;Harrow 020C;1,989;401;1342;31;29;33;32;13;29;33;31;21;23;20;22;26;28;17;13;22;17;19;13;7;14;14;21;19;28;41;43;26;40;32;60;53;74;42;46;48;36;36;35;30;24;31;30;22;23;26;25;28;23;22;22;19;17;15;19;18;18;18;21;19;34;21;18;13;17;16;11;14;6;12;11;8;8;11;13;12;7;8;10;9;11;3;11;4;8;7;8;2;2;17
E01002182;Harrow 020D;2,048;453;1380;29;39;37;39;31;39;27;26;31;26;30;17;24;24;18;16;17;17;12;15;17;26;23;27;34;34;32;30;36;29;43;32;38;50;43;58;50;48;52;45;23;29;32;32;28;28;29;27;16;34;31;28;14;15;23;18;19;22;18;23;16;14;23;15;15;17;9;10;8;7;16;17;11;8;15;10;10;11;6;8;5;9;5;4;3;5;3;2;8;2;6
E01002159;Harrow 021A;1,862;343;1252;26;28;27;18;24;23;21;18;19;19;22;22;13;13;26;24;23;19;25;11;10;20;16;22;26;29;32;21;24;26;31;35;37;33;34;31;33;30;18;26;28;25;33;37;21;22;22;27;26;26;27;25;28;20;28;25;29;25;23;22;21;26;23;22;29;14;22;17;18;14;12;15;11;8;13;13;10;12;14;10;5;8;7;7;6;5;3;5;3;2;13
E01002160;Harrow 021B;2,425;564;1672;51;40;47;44;32;31;47;40;39;37;29;26;27;24;29;21;30;29;15;17;18;24;30;43;25;36;40;49;53;64;56;50;51;63;56;55;48;41;40;47;41;33;35;36;34;43;43;36;26;28;34;37;20;22;26;22;24;18;24;21;20;22;17;13;17;18;10;13;8;6;14;9;9;8;4;8;11;12;11;11;2;8;4;6;7;3;0;0;1;0;6
E01002161;Harrow 021C;2,071;442;1356;36;31;36;39;33;16;25;27;16;20;23;37;18;27;28;30;22;22;29;18;20;22;27;20;36;26;36;41;32;44;30;38;35;37;34;37;37;34;26;26;25;33;31;30;25;42;35;28;23;27;26;32;26;22;25;19;20;19;20;24;19;21;16;18;21;15;18;19;20;8;11;14;15;10;12;14;15;16;9;9;10;6;4;7;3;4;9;4;1;5;15
E01002164;Harrow 021D;1,794;390;1176;36;32;29;36;24;31;19;23;27;24;23;20;18;16;12;20;13;19;19;12;10;10;17;18;32;24;12;28;36;30;34;35;27;37;34;48;40;35;32;28;26;24;26;26;21;31;26;20;24;21;26;25;20;25;19;18;15;16;15;23;21;26;23;19;10;20;11;12;14;11;13;10;6;12;9;9;10;7;8;6;12;10;8;6;3;4;6;3;2;4;12
E01002191;Harrow 022A;1,926;437;1207;21;18;32;24;27;31;31;23;32;30;32;23;30;32;26;25;31;22;33;11;9;21;19;20;23;19;23;24;13;16;21;21;14;24;22;33;41;43;37;48;29;27;38;19;30;26;22;19;29;25;35;30;34;23;27;24;20;18;25;18;27;15;24;18;17;19;17;30;14;23;19;8;14;7;8;11;12;10;12;6;17;7;9;6;7;2;5;2;1;3;13
E01002194;Harrow 022B;1,740;375;985;30;19;27;30;38;20;31;23;21;21;27;14;17;20;17;20;23;25;10;8;18;13;13;20;15;14;11;10;9;11;11;9;15;14;25;27;30;32;19;22;23;28;32;25;26;16;31;35;27;23;18;27;26;27;18;18;22;17;24;24;23;19;18;22;12;26;24;17;28;21;31;25;16;15;12;13;15;10;19;14;11;4;10;11;8;12;7;5;7;7;12
E01002195;Harrow 022C;1,658;346;994;13;20;23;21;22;17;24;24;21;20;24;28;27;25;17;20;25;21;19;15;10;15;14;17;14;11;24;15;11;11;16;20;14;21;29;19;24;24;22;22;10;28;26;25;23;16;34;21;27;24;25;29;28;26;29;21;23;19;20;21;20;23;13;16;14;10;18;21;23;14;13;14;15;16;17;16;16;9;12;11;11;6;7;13;5;8;5;7;7;2;22
E01002196;Harrow 022D;1,691;354;1016;15;13;26;27;24;24;35;33;24;33;12;19;22;18;12;17;17;30;17;9;9;13;16;18;18;11;14;7;10;13;16;12;15;19;25;25;29;22;23;20;24;16;35;23;33;24;23;24;36;35;22;20;20;17;17;22;29;28;29;28;23;23;19;21;17;17;20;28;21;22;23;19;16;13;17;10;14;10;11;13;13;2;14;10;3;4;4;1;3;5;8
E01002126;Harrow 023A;3,080;596;2114;53;64;88;61;50;42;29;32;36;32;21;17;19;18;14;20;20;28;18;15;34;32;38;45;46;55;51;76;71;80;71;71;105;112;110;85;90;88;66;78;44;48;41;39;39;26;30;34;25;26;23;33;17;26;16;15;17;11;17;14;21;10;23;13;21;22;11;15;19;13;23;19;12;12;12;19;20;18;17;17;13;20;11;13;11;5;7;7;8;3;23
E01002127;Harrow 023B;1,727;292;1172;27;27;16;22;19;22;12;15;15;15;18;14;24;20;14;12;20;17;21;14;16;22;18;28;35;22;28;31;32;36;44;37;36;35;34;25;33;26;28;15;29;12;18;26;21;22;23;21;30;21;19;17;20;26;27;22;17;18;19;17;22;19;14;24;15;11;17;13;18;9;11;7;16;7;11;15;8;11;17;8;13;7;8;9;4;5;4;9;3;3;19
E01002129;Harrow 023C;2,273;448;1611;43;34;46;38;30;35;32;33;30;22;16;17;24;8;23;17;18;24;11;9;22;23;21;35;35;43;57;38;48;62;48;56;71;58;59;47;63;48;47;44;31;38;28;35;31;27;36;23;26;25;21;35;26;23;36;26;22;21;23;15;21;13;12;18;12;16;14;10;12;11;10;13;11;13;5;10;12;12;10;3;7;6;8;4;2;3;4;4;2;1;11
E01002131;Harrow 023D;1,635;333;1073;23;29;26;22;27;21;22;24;23;22;12;19;14;16;16;17;32;17;25;16;8;18;24;18;27;29;29;32;34;31;32;27;27;35;26;26;22;20;20;26;28;21;27;17;23;14;21;21;22;19;20;23;13;23;11;22;18;10;15;20;24;13;22;7;18;14;14;17;11;18;9;11;23;16;10;9;7;8;7;4;8;6;10;7;4;3;2;1;1;2;7
E01002237;Harrow 024A;1,706;336;1233;24;34;26;29;28;18;16;16;17;13;14;25;23;17;23;13;15;18;21;9;21;30;26;34;22;19;35;38;29;33;44;42;40;50;51;35;40;32;34;26;27;22;30;21;26;22;27;30;23;16;17;20;19;19;11;19;17;16;20;19;18;13;15;11;11;9;14;14;10;11;11;9;9;3;2;5;6;4;4;2;3;7;0;3;3;0;2;1;1;1;3
E01002238;Harrow 024B;1,883;429;1235;32;32;27;46;32;35;27;28;24;34;19;18;23;16;19;17;17;35;10;22;19;17;19;23;20;27;32;38;27;35;32;31;34;34;41;32;39;26;25;33;24;24;31;22;41;25;34;23;36;26;16;31;18;23;17;19;24;24;16;19;17;19;16;14;8;13;21;10;16;15;13;15;4;4;10;6;10;6;9;8;6;8;6;5;6;8;4;1;2;1;12
E01002240;Harrow 024C;1,766;347;1136;26;26;20;16;20;25;24;29;14;21;18;23;17;22;22;24;22;24;22;15;16;20;18;15;26;21;28;35;30;20;27;23;21;28;22;21;23;26;24;25;28;31;29;36;23;29;20;19;36;21;27;22;30;26;28;21;21;9;21;14;23;16;17;19;18;19;14;15;24;9;8;9;12;7;10;10;9;11;13;9;15;12;10;8;6;5;10;7;6;6;19
E01002242;Harrow 024D;1,870;372;1169;24;25;34;26;28;13;25;19;26;27;14;30;19;22;21;19;20;21;20;12;14;25;27;21;24;21;28;24;32;23;25;22;25;24;34;28;26;17;27;21;28;20;23;28;22;23;25;18;22;34;32;20;42;25;15;25;23;30;33;30;18;20;17;18;17;20;26;20;15;12;21;18;14;20;17;14;12;14;11;16;6;16;6;5;11;7;4;7;2;6;9
E01002208;Harrow 025A;1,345;254;780;9;9;15;10;14;17;26;15;16;24;13;13;18;17;13;25;14;16;20;8;10;7;10;11;16;14;8;16;12;8;12;8;8;9;9;12;14;15;18;11;28;27;27;28;20;21;23;15;20;19;25;20;25;22;19;13;16;13;18;12;17;20;20;11;15;15;14;11;23;15;21;24;16;16;10;9;15;16;8;11;19;11;7;10;12;3;6;5;2;5;7
E01002209;Harrow 025B;1,733;356;1127;26;27;24;16;16;13;32;20;18;21;28;17;25;25;19;29;12;19;13;8;10;22;19;26;25;30;29;26;31;21;25;35;23;28;30;23;12;28;23;28;25;23;25;25;19;35;22;30;29;24;25;21;21;27;30;16;23;24;18;19;16;22;24;22;16;12;11;11;15;17;10;14;10;14;8;14;13;7;9;15;9;10;10;7;7;6;1;3;1;3;13
E01002239;Harrow 025C;1,736;320;1057;26;22;19;22;20;24;22;17;13;22;14;13;23;16;19;28;14;20;19;19;15;12;17;17;23;19;19;20;16;23;16;32;20;29;22;33;40;26;24;22;12;21;30;19;35;22;26;26;17;25;25;25;22;28;25;14;13;18;14;21;23;15;21;23;20;21;17;24;21;20;18;23;15;19;12;18;17;12;9;19;8;11;9;12;14;12;4;2;4;5;13
E01002241;Harrow 025D;1,728;371;1149;33;21;25;23;23;17;26;19;19;25;15;20;27;19;25;34;24;17;32;19;15;9;26;25;29;26;33;30;30;20;20;21;17;24;19;24;23;15;25;21;33;24;19;19;20;26;26;34;46;27;24;23;22;28;20;33;14;23;30;19;28;21;15;18;13;16;11;14;15;15;16;13;7;12;8;11;12;10;3;9;3;6;2;7;4;6;2;2;1;1;2
E01002133;Harrow 027A;2,158;438;1405;29;28;21;35;20;35;26;39;19;27;27;23;26;25;20;38;25;34;30;15;17;31;28;30;28;23;33;32;38;29;47;32;40;34;37;39;34;29;36;37;29;35;33;28;28;30;38;21;39;24;30;35;30;38;20;15;22;18;23;22;16;14;20;24;15;19;16;20;23;13;13;13;15;15;11;20;16;8;9;14;17;7;12;5;7;8;7;4;5;5;13
E01002136;Harrow 027B;1,814;439;1128;33;31;32;29;39;31;26;26;31;20;24;18;24;25;28;22;19;27;13;6;12;12;25;20;28;18;23;27;27;19;40;37;25;36;35;26;32;24;30;20;24;23;22;23;22;26;25;18;35;19;22;29;24;11;18;27;24;27;28;17;25;10;16;21;11;17;22;14;16;10;17;12;13;13;6;14;9;5;9;10;8;6;8;4;6;7;2;1;3;2;13
E01002138;Harrow 027C;1,536;349;1035;23;20;17;29;25;18;23;26;24;18;21;19;16;19;20;31;29;21;27;13;20;16;19;16;20;23;25;23;19;19;16;24;23;19;20;27;26;27;25;22;12;24;19;16;18;26;17;22;29;36;22;26;31;23;25;29;14;15;19;23;19;12;15;15;9;14;8;11;16;4;12;9;7;11;6;5;3;4;6;3;3;6;1;7;1;0;1;4;2;2;6
E01002213;Harrow 027D;3,275;768;2212;63;67;64;60;52;45;52;46;51;42;39;36;38;34;40;39;30;41;38;27;30;37;33;40;49;65;65;63;66;66;83;76;103;80;72;74;66;63;59;60;49;45;46;46;34;44;33;38;51;45;27;27;20;24;34;30;25;22;35;31;26;29;22;22;21;21;14;29;17;18;10;14;10;14;12;13;12;6;5;12;8;11;9;5;9;11;5;8;3;6;13
E01002211;Harrow 028A;1,485;319;1010;22;16;22;36;19;20;18;16;26;17;22;20;18;15;15;17;29;30;32;17;19;19;18;14;26;22;28;30;24;22;23;27;29;30;25;23;23;17;21;14;23;20;12;16;17;16;23;26;24;21;25;19;16;22;15;19;16;17;18;14;12;10;17;11;19;14;12;17;11;7;5;8;5;6;3;3;5;10;7;4;4;6;8;1;4;4;3;4;0;0;5
E01002212;Harrow 028B;1,751;422;1151;29;33;43;24;22;33;36;21;28;29;25;16;18;20;18;27;21;24;17;16;15;22;24;21;21;29;29;27;23;33;32;28;33;30;30;42;30;44;33;30;27;25;27;16;11;24;19;24;22;22;24;20;16;20;22;24;14;20;22;17;18;15;17;13;18;5;6;9;13;6;11;6;10;6;8;7;11;10;8;2;16;10;2;2;4;4;6;3;4;1;8
