Area Codes;lsoanm;All Ages;0-15;Working.age;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
E01001320;Ealing 003E;1,501;484;913;25;27;32;32;26;26;37;33;21;35;35;34;29;35;30;27;29;24;23;23;15;14;19;12;16;19;20;22;16;23;17;22;24;18;20;17;26;12;18;22;19;30;21;30;18;31;20;23;21;22;23;29;25;20;16;6;10;10;9;8;6;9;13;10;13;7;5;7;14;4;8;4;5;6;2;8;2;3;2;1;1;4;2;3;5;1;0;2;0;1;7
E01001321;Ealing 003F;1,991;459;1236;38;32;32;39;30;27;31;32;31;27;22;19;27;22;28;22;22;25;22;27;20;17;20;21;20;14;27;22;29;25;27;27;40;36;46;38;36;32;39;33;30;24;26;24;31;21;18;32;26;27;23;22;20;29;25;28;20;15;21;16;17;26;26;11;13;14;13;17;21;14;12;13;21;15;9;18;11;12;9;11;13;14;10;12;6;1;3;5;5;5;12
E01001270;Ealing 004A;1,672;353;1116;23;31;23;26;19;14;26;17;31;24;17;24;22;21;17;18;24;19;18;23;23;21;15;30;22;27;24;28;28;21;32;26;21;26;41;20;31;32;31;30;16;23;17;22;28;17;15;18;19;21;24;17;26;26;25;23;21;21;20;17;16;20;22;10;19;15;11;12;9;13;6;9;11;14;9;7;11;13;7;9;11;8;5;6;2;2;1;0;1;2;9
E01001319;Ealing 004B;1,477;322;949;36;20;23;16;18;18;12;27;25;12;20;17;14;20;19;25;16;22;22;14;14;15;14;14;15;23;19;22;24;21;33;20;17;26;28;28;27;23;24;24;24;16;16;23;24;17;19;26;23;22;24;21;12;17;19;12;19;16;13;15;13;10;9;17;17;6;9;14;11;7;11;17;8;12;5;10;3;10;9;13;5;8;5;9;5;9;7;4;3;3;3
E01001322;Ealing 004C;1,870;409;1252;29;24;32;34;30;23;23;32;23;30;25;22;25;16;17;24;24;27;31;24;23;29;20;18;26;13;29;31;27;33;33;28;35;36;35;36;35;18;23;25;28;30;20;24;21;28;39;20;30;26;33;31;27;33;25;20;22;15;10;22;25;18;12;16;18;17;15;16;13;10;12;9;14;9;8;12;13;10;6;9;8;2;5;3;1;2;3;0;0;0;12
E01001323;Ealing 004D;1,775;349;1210;35;28;33;28;41;22;12;22;22;25;19;9;12;11;12;18;15;14;19;13;21;26;22;16;26;18;20;27;25;29;42;40;43;47;64;28;36;27;30;31;28;28;23;26;26;23;21;32;24;17;30;21;21;17;17;11;22;12;21;12;22;24;15;19;19;14;7;8;10;14;13;12;12;12;10;5;8;5;5;9;9;8;9;10;6;9;4;1;4;3;9
E01001341;Ealing 005A;1,756;358;1221;21;23;18;39;21;32;22;37;20;17;17;14;16;18;16;27;23;17;35;23;17;19;15;17;22;36;37;36;38;43;36;31;30;27;33;36;31;33;36;30;18;26;32;18;23;20;22;15;23;26;28;17;27;22;21;18;24;16;19;18;14;27;20;13;13;12;12;9;11;11;7;7;12;12;9;1;7;8;9;11;6;3;5;13;3;0;1;3;1;1;3
E01001342;Ealing 005B;1,947;429;1340;34;32;38;32;26;34;26;37;25;26;24;14;22;16;22;21;19;23;30;22;22;17;23;25;38;35;30;23;40;35;58;47;43;40;36;41;33;22;44;34;38;23;27;29;17;22;21;29;26;24;18;32;26;25;20;19;24;18;18;13;25;15;17;20;14;6;17;12;17;15;7;10;6;13;10;4;8;3;4;8;8;8;2;6;4;0;1;0;2;1;6
E01001343;Ealing 005C;1,497;300;980;17;14;16;20;15;22;19;24;16;19;14;17;23;20;27;17;19;13;16;8;10;16;14;13;25;24;16;24;27;24;22;23;22;22;27;26;33;29;19;16;17;23;28;22;9;26;26;16;23;21;11;28;21;16;18;14;14;11;15;18;25;23;21;31;15;11;17;14;12;10;8;6;8;14;10;12;8;8;7;9;6;6;7;7;6;9;1;7;3;1;10
E01001345;Ealing 005D;1,819;435;1179;29;28;17;28;23;26;32;29;33;33;23;25;20;26;28;35;27;26;35;25;21;23;19;18;24;25;27;36;24;29;36;24;29;32;36;26;20;26;22;24;24;29;18;27;28;26;37;25;17;27;20;19;21;23;21;29;22;22;20;15;10;20;17;16;12;17;16;5;14;13;6;8;5;10;7;8;15;13;5;1;7;6;4;5;6;7;9;0;3;4;11
E01001265;Ealing 006A;1,762;418;1179;40;34;30;29;38;37;32;24;26;22;21;15;17;21;13;19;18;10;12;10;13;11;14;21;18;18;33;50;36;34;36;42;40;41;39;37;48;32;43;34;35;24;24;21;24;20;15;24;25;28;20;23;22;19;8;13;13;18;17;17;24;16;17;10;12;13;12;12;7;8;14;9;9;7;3;6;7;7;5;6;6;3;9;2;5;0;2;4;3;0;6
E01001266;Ealing 006B;1,853;352;1243;26;22;27;29;21;27;26;19;30;18;21;14;12;18;15;27;29;22;26;19;15;21;27;19;36;25;36;30;27;26;39;34;39;38;37;26;28;23;28;19;33;20;29;17;33;28;24;20;19;18;32;29;22;29;19;13;16;18;27;23;22;20;27;19;17;19;19;19;8;14;14;10;12;12;7;9;16;9;11;7;8;6;12;6;13;6;2;6;2;1;10
E01001267;Ealing 006C;1,986;452;1213;43;24;34;33;35;29;24;28;30;23;23;25;27;21;28;25;26;21;14;14;15;12;16;20;24;35;24;30;33;37;31;27;32;27;35;47;36;26;29;32;19;23;26;24;25;29;18;41;34;32;23;15;24;24;19;28;23;10;17;19;21;20;18;19;19;19;20;16;13;16;14;16;13;15;17;19;14;17;14;19;14;9;7;5;7;8;5;5;4;3;12
E01001272;Ealing 006D;1,647;316;1120;29;21;21;20;34;14;20;18;21;12;17;19;21;22;14;13;22;17;17;13;12;9;22;24;16;30;30;33;38;29;35;27;38;34;40;27;31;30;23;28;15;23;21;23;16;24;27;29;30;20;26;21;14;19;19;21;24;10;16;20;18;18;18;10;13;16;13;6;13;7;6;14;4;5;6;6;9;14;11;14;5;3;10;6;4;5;9;4;7;7;7
E01001349;Ealing 006E;1,398;265;958;17;13;20;12;17;17;17;22;18;14;19;15;17;17;16;14;14;17;14;13;13;15;19;12;15;20;18;16;16;28;36;34;38;24;36;14;16;21;23;23;9;16;22;13;18;19;23;19;15;25;29;24;28;23;18;20;21;17;22;23;13;17;11;9;9;14;11;6;9;7;8;7;13;11;9;8;2;9;5;11;5;4;5;7;7;1;3;4;0;4;5
E01001344;Ealing 007A;2,325;507;1561;42;39;49;36;51;43;33;31;29;28;15;31;30;18;20;12;21;19;17;18;16;21;21;18;26;27;39;35;45;51;55;59;52;60;64;64;67;56;37;35;43;29;28;34;44;30;29;23;28;19;31;18;29;22;23;33;19;17;18;24;11;18;24;19;25;16;25;26;20;16;16;13;12;11;6;6;12;10;4;5;5;6;8;6;3;5;6;5;5;1;9
E01001346;Ealing 007B;1,856;411;1161;23;32;23;26;24;39;27;28;27;22;26;17;20;28;29;20;22;18;19;22;20;18;17;13;16;22;17;24;21;25;22;38;37;34;36;25;30;20;28;32;20;30;23;31;30;23;33;25;26;33;27;26;25;17;16;18;19;26;25;19;15;17;18;23;20;21;23;17;17;22;19;12;9;12;7;15;13;10;10;11;9;5;8;5;7;8;2;5;4;1;12
E01001347;Ealing 007C;1,619;323;1084;20;35;23;19;23;16;19;19;12;17;20;28;27;19;13;13;14;15;15;13;15;16;18;18;16;17;24;25;38;52;31;36;39;23;30;23;36;30;23;28;20;32;31;24;19;23;15;11;18;20;24;27;12;24;21;19;18;21;22;16;14;21;15;7;15;20;16;11;9;17;7;12;11;13;12;6;9;7;10;7;9;3;6;4;1;3;7;0;0;5;7
E01001348;Ealing 007D;1,640;343;1070;24;33;26;22;28;20;26;25;12;19;15;29;13;11;17;23;12;20;20;15;10;10;11;11;14;24;22;21;23;37;26;30;24;36;30;31;39;35;32;34;25;23;26;32;19;30;32;25;24;23;20;20;16;14;21;16;15;15;10;6;18;21;17;17;18;14;16;15;20;20;5;13;9;10;12;9;7;7;4;9;4;10;6;4;5;10;1;3;5;2;7
E01001257;Ealing 008A;1,913;602;1168;52;40;30;46;46;47;45;45;42;34;31;31;37;33;23;20;20;33;23;29;17;23;18;22;23;20;31;19;26;33;32;37;27;34;28;39;26;20;34;23;34;23;33;30;27;19;29;19;16;23;16;21;29;15;21;33;15;18;15;22;9;15;11;25;13;7;10;8;8;5;11;3;9;6;6;11;7;6;7;7;3;1;3;5;6;2;2;3;1;3;3
E01001324;Ealing 008B;1,760;461;1162;37;39;51;47;33;33;21;27;21;29;21;23;23;21;16;19;14;18;15;10;19;15;20;16;23;44;31;32;45;37;42;38;28;29;42;44;35;28;27;22;30;25;27;26;19;27;17;26;24;27;25;13;24;19;20;17;14;14;18;19;15;14;13;8;7;11;6;11;11;6;5;6;5;4;8;1;1;7;4;7;8;5;2;4;5;3;1;5;5;2;4
E01001326;Ealing 008C;1,770;486;1069;45;32;33;46;37;29;24;44;38;34;25;19;24;18;18;20;25;20;19;25;13;18;21;18;21;20;32;30;28;29;15;23;19;20;19;28;28;15;29;27;24;25;18;17;28;28;24;27;19;26;24;28;14;26;23;29;20;18;21;19;19;16;17;8;9;10;9;9;14;7;11;9;5;12;5;9;9;4;7;15;11;13;7;6;10;5;4;4;4;1;15
E01001330;Ealing 008D;1,721;467;1072;31;31;30;35;25;48;27;31;39;33;24;18;23;24;26;22;21;10;19;15;21;13;22;25;19;18;32;24;25;32;26;19;29;27;28;19;36;23;26;27;25;29;25;27;25;24;24;27;22;21;26;20;17;22;24;25;20;14;30;16;8;7;15;9;14;13;7;19;6;3;13;5;7;4;7;7;7;17;3;3;11;10;2;7;2;5;1;3;4;2;14
E01001332;Ealing 008E;1,509;395;974;32;32;22;44;31;25;25;25;22;27;18;19;15;13;22;23;21;23;14;17;12;14;17;22;19;14;23;18;32;23;17;19;24;28;20;37;32;23;27;23;21;21;31;22;25;13;15;22;19;21;11;27;13;18;22;14;14;11;17;22;16;14;15;22;9;16;8;9;9;10;11;4;6;3;10;8;7;7;3;2;4;2;2;8;0;0;1;1;1;0;8
E01001325;Ealing 009A;1,738;427;1094;30;21;31;25;19;20;22;28;36;28;31;30;17;25;29;35;34;26;35;33;22;17;10;20;15;22;28;23;21;21;24;23;23;12;23;24;24;26;20;24;16;23;12;18;20;30;27;26;30;28;17;28;27;26;21;26;31;25;15;22;18;15;14;16;13;18;14;13;12;14;11;7;12;3;9;8;6;9;8;10;9;6;4;7;6;5;2;5;3;1;15
E01001327;Ealing 009B;1,818;426;1182;36;26;23;33;22;21;21;27;30;20;28;30;22;30;30;27;23;34;25;29;17;25;17;16;27;33;25;23;26;18;21;24;23;35;26;32;24;28;25;26;25;26;19;20;17;28;29;29;35;30;29;29;30;25;23;20;22;20;16;20;25;19;16;16;12;20;8;12;11;9;10;6;13;11;6;6;5;13;8;5;6;6;4;5;6;10;5;5;5;2;13
E01001328;Ealing 009C;1,761;488;1101;24;29;36;35;31;37;38;34;27;37;29;26;28;25;23;29;31;27;24;25;16;15;24;17;20;20;27;32;20;29;29;25;31;25;21;36;28;23;24;28;17;21;24;27;24;25;26;18;25;23;28;22;20;24;15;20;13;11;21;16;17;20;13;19;15;11;11;15;10;4;8;8;5;9;10;5;7;4;11;9;7;9;2;4;6;5;0;4;1;3;4
E01001329;Ealing 009D;1,830;487;1104;40;30;28;27;28;38;34;30;49;30;37;26;16;26;25;23;26;28;20;27;11;21;25;18;16;24;20;33;21;29;31;28;34;27;35;24;22;25;19;35;15;28;22;16;17;24;24;35;21;27;27;22;30;28;22;21;12;20;14;14;13;16;14;15;8;19;15;27;14;8;15;5;14;8;5;9;7;12;3;8;7;3;4;4;3;10;4;0;5;10;20
E01001331;Ealing 009E;1,654;528;1028;36;46;37;42;31;42;33;35;26;37;28;20;31;24;27;33;27;19;25;18;17;19;18;20;21;24;22;28;22;29;25;32;24;25;31;24;33;26;30;17;23;34;18;28;24;16;22;27;21;18;24;18;21;21;17;18;18;10;11;15;12;9;7;11;9;9;6;7;6;5;7;5;4;5;7;4;4;2;2;4;3;1;2;2;2;1;2;0;3;1;4
E01001258;Ealing 010B;1,661;365;1050;31;23;29;28;27;25;18;23;23;19;23;15;20;22;18;21;16;22;16;15;11;13;23;15;14;22;16;28;26;33;26;19;27;35;31;29;27;31;26;21;19;18;20;15;19;21;18;26;30;25;26;18;18;31;28;17;13;11;23;22;21;14;16;13;26;17;15;20;14;12;3;14;12;14;7;12;10;9;13;10;6;6;9;3;5;3;10;3;3;6;10
E01001262;Ealing 010C;1,575;359;957;24;21;22;17;16;26;28;30;26;28;19;18;21;19;23;21;20;18;27;20;13;13;20;18;17;23;24;23;16;22;19;13;20;21;16;18;23;25;25;24;23;19;32;21;17;26;31;18;26;19;12;17;17;12;21;23;18;22;19;19;14;16;10;12;15;18;16;18;15;6;11;7;12;7;14;7;6;6;9;8;10;8;6;8;7;2;6;1;6;5;40
E01001263;Ealing 010D;1,641;396;1044;29;27;40;39;25;34;34;25;27;26;19;14;19;4;16;18;19;26;14;19;13;21;13;20;20;32;16;26;31;34;28;22;27;28;26;28;27;29;18;22;18;18;17;17;17;23;35;26;30;18;15;22;16;18;20;10;25;17;16;20;14;22;25;18;8;11;18;20;19;5;7;9;8;7;14;5;9;12;9;12;6;10;2;6;2;0;2;0;0;2;6
E01001264;Ealing 010E;1,620;409;986;29;37;29;22;31;24;31;25;20;24;22;15;19;25;21;35;28;17;20;19;14;18;12;19;16;17;14;15;13;16;26;18;29;26;37;33;25;25;25;30;19;13;20;20;23;40;22;21;33;32;15;24;16;13;11;10;23;21;13;15;10;18;17;14;11;14;14;11;9;5;8;10;9;6;10;10;11;13;12;13;10;8;4;2;7;9;7;5;3;6;9
E01032743;Ealing 010F;2,363;774;1495;54;73;56;63;62;52;54;47;35;44;46;54;38;31;31;34;22;26;25;22;21;26;18;23;21;49;38;51;47;48;51;39;59;50;42;66;47;62;54;56;42;44;33;44;34;38;32;25;27;31;19;18;13;10;17;21;10;11;16;11;11;9;6;6;4;8;7;8;7;7;3;7;4;3;6;7;3;2;7;2;1;3;2;0;0;2;0;1;1;1;2
E01032744;Ealing 010G;1,551;372;954;21;28;32;40;31;32;23;24;19;14;18;17;23;19;12;19;18;21;23;16;7;9;16;12;13;20;21;24;15;29;28;28;31;37;24;29;29;25;25;20;29;34;26;23;19;21;27;20;20;18;17;14;9;14;10;20;15;14;11;10;13;15;10;18;7;14;12;5;10;10;6;8;6;8;9;5;12;8;9;5;7;4;4;6;6;11;5;1;7;11;36
E01001276;Ealing 011A;1,851;347;1320;30;32;29;34;24;16;19;16;18;16;13;16;19;15;26;24;30;18;24;24;16;26;21;29;34;33;32;33;32;30;39;41;44;41;46;49;34;30;36;31;39;29;24;28;27;20;25;18;20;14;26;21;21;29;24;26;19;19;19;18;13;18;13;21;16;9;9;8;13;7;14;16;7;7;7;8;12;4;9;8;4;8;8;7;3;3;4;1;1;3;4
E01001277;Ealing 011B;1,959;363;1370;32;21;33;22;35;22;20;24;15;23;15;22;19;21;13;26;14;17;15;13;17;31;21;26;29;43;51;54;59;59;41;40;46;48;39;51;63;32;32;43;26;25;28;21;33;18;25;26;18;19;14;12;23;22;20;12;17;14;20;13;15;18;12;14;21;15;19;21;20;16;7;6;16;6;4;10;9;9;7;8;7;2;3;3;4;5;3;6;3;1;16
E01001278;Ealing 011C;1,906;366;1286;29;31;20;26;33;26;24;28;19;22;20;18;20;17;15;18;17;14;20;20;18;19;17;22;36;30;41;43;36;44;35;33;29;43;33;36;35;34;38;36;25;23;35;34;34;30;27;25;23;26;25;25;20;25;18;29;14;15;21;10;18;19;11;15;10;18;15;17;12;9;11;5;17;7;7;8;15;4;9;6;9;16;8;10;7;3;4;5;3;2;27
E01001280;Ealing 011D;1,868;414;1195;40;40;38;36;49;32;24;25;29;15;18;15;17;11;10;15;13;10;15;7;10;19;12;19;17;18;19;36;34;41;34;33;47;47;40;41;41;41;39;38;27;22;32;27;33;32;21;24;25;9;21;25;25;15;14;17;20;19;23;12;18;20;14;16;13;14;16;13;15;12;9;15;9;11;8;12;10;7;18;7;9;8;12;3;5;12;6;7;3;7;11
E01001218;Ealing 012A;1,893;438;1169;25;26;33;35;41;25;23;26;28;24;31;23;25;30;21;22;27;20;25;21;21;26;15;15;22;25;28;28;20;32;40;29;38;30;39;24;22;33;31;28;25;32;20;31;25;24;19;25;20;25;33;21;31;25;23;11;22;15;16;18;20;12;11;13;13;13;19;19;11;14;14;16;12;12;13;10;9;10;11;11;11;14;11;6;7;6;2;7;3;6;19
E01001260;Ealing 012B;1,842;358;1209;34;35;25;20;35;28;24;22;18;18;15;23;15;17;13;16;20;24;20;18;16;32;32;31;27;28;27;20;35;23;32;30;26;29;26;34;37;23;24;26;27;31;23;22;30;32;23;23;22;22;24;22;25;27;22;29;19;19;23;25;14;12;20;15;18;19;19;16;14;15;11;9;17;11;13;16;14;11;6;8;14;6;3;5;6;9;4;4;3;6;16
E01001261;Ealing 012C;2,206;477;1503;32;36;28;31;34;34;35;30;33;38;24;26;26;20;22;28;37;34;19;24;29;34;31;27;34;28;35;49;48;41;54;43;45;34;37;38;42;39;35;38;30;25;28;30;33;29;35;29;27;31;31;30;37;24;21;28;25;24;13;16;19;19;17;13;14;17;13;8;9;12;20;7;7;7;7;6;15;14;9;15;12;10;9;5;8;1;3;2;1;0;9
E01001268;Ealing 012D;1,753;391;1042;23;28;29;26;28;27;31;27;23;25;27;19;23;21;18;16;25;28;15;22;13;9;7;20;15;18;18;16;18;24;23;22;26;22;27;25;30;29;29;40;20;24;27;28;19;27;29;21;25;25;26;24;22;26;21;20;16;10;23;15;16;10;10;22;15;17;13;16;14;12;11;12;11;11;11;12;16;15;14;13;12;12;3;11;11;13;12;10;6;6;26
E01001209;Ealing 013A;1,642;395;1031;23;19;30;18;30;32;25;34;24;40;21;26;12;21;28;12;15;16;7;9;7;13;15;14;20;21;18;16;24;20;17;20;14;20;25;25;25;11;28;18;28;28;23;26;29;24;40;28;39;27;23;21;18;21;22;20;18;19;23;26;20;17;27;32;14;19;16;19;27;18;6;10;9;7;6;6;5;9;6;6;6;6;9;4;1;6;2;3;1;1;8
E01001211;Ealing 013B;1,688;340;1065;26;22;18;34;27;23;22;25;26;17;15;14;18;15;16;22;18;13;14;9;5;12;11;9;18;26;24;23;19;22;19;19;20;25;28;26;28;22;34;26;29;32;20;30;36;26;27;32;26;33;26;21;22;25;23;14;21;15;17;14;18;27;20;24;17;17;13;23;20;11;12;19;16;10;18;10;3;13;12;6;9;8;7;9;4;10;8;2;2;5;16
E01001279;Ealing 013C;1,454;277;891;15;14;15;23;21;19;15;14;17;22;20;19;16;20;13;14;16;15;10;11;12;16;16;10;15;18;15;14;13;10;10;17;13;8;18;17;10;21;15;22;20;21;20;21;22;21;32;27;19;26;11;17;22;12;22;17;17;15;19;29;30;25;28;28;28;22;26;28;21;13;21;19;15;10;13;8;10;8;4;8;7;5;5;4;3;8;1;7;6;3;11
E01001281;Ealing 013D;1,622;385;923;21;24;32;27;29;23;22;30;26;24;29;30;25;9;17;17;19;18;21;5;9;10;8;16;10;9;12;19;14;17;20;14;21;23;28;28;19;22;18;28;25;26;30;35;26;21;21;21;24;14;23;19;18;24;19;17;17;22;25;15;15;15;15;14;14;10;21;18;13;16;10;12;12;8;11;12;12;15;18;12;9;9;11;9;8;11;9;5;7;10;26
E01001217;Ealing 014A;1,457;281;990;12;20;8;14;15;23;13;21;15;21;17;17;26;19;18;22;18;16;10;17;16;16;15;22;20;26;23;28;18;21;25;18;21;26;20;28;33;28;24;25;19;15;10;15;21;19;11;21;22;18;19;26;20;22;27;26;15;15;21;24;20;21;17;17;15;10;9;11;11;12;7;7;10;7;11;13;7;9;5;8;11;8;7;5;4;1;3;4;1;1;4
E01001259;Ealing 014B;1,491;310;979;13;23;24;17;20;25;27;23;26;20;18;18;14;13;15;14;17;15;14;9;16;19;16;11;17;19;21;25;28;18;31;29;29;41;37;21;32;24;24;23;19;22;27;20;16;16;19;17;16;16;27;33;21;24;19;18;15;11;17;13;16;15;7;9;10;19;10;10;6;12;12;16;10;14;6;7;9;7;5;10;9;5;10;6;2;6;5;0;0;3;3
E01001291;Ealing 014C;1,558;352;1045;30;27;28;25;21;21;34;28;22;11;22;17;20;17;14;15;17;20;17;17;11;13;19;19;18;19;19;28;28;24;34;19;19;25;27;24;30;24;17;23;21;28;20;24;23;20;25;19;19;20;19;17;19;17;18;25;29;25;25;26;17;15;26;17;20;7;12;13;13;10;6;7;6;8;9;11;8;3;6;4;4;5;8;5;1;2;6;2;1;1;3
E01001292;Ealing 014D;1,610;274;1122;17;12;20;16;14;21;16;15;16;14;17;13;16;25;18;24;23;26;31;29;19;26;22;24;23;31;16;19;23;20;31;24;12;24;25;22;20;28;21;15;23;20;20;34;26;19;20;23;29;23;31;29;27;21;27;18;27;22;15;15;21;20;18;21;19;17;20;14;8;13;6;9;5;10;12;6;8;9;13;9;10;11;7;7;9;1;2;2;0;1;5
E01001293;Ealing 014E;1,614;378;1048;21;24;34;30;21;23;23;28;23;24;18;27;25;22;14;21;18;15;26;14;17;21;17;24;23;24;20;33;31;27;25;24;21;20;28;22;27;21;30;23;21;24;18;20;17;21;23;18;29;20;14;17;23;22;13;23;16;32;16;13;21;21;18;12;25;9;10;15;9;9;10;8;6;9;8;11;11;9;9;11;7;9;6;5;5;3;1;3;1;0;4
E01001196;Ealing 015A;1,782;370;1179;31;28;23;29;27;24;34;31;20;27;15;18;16;13;22;12;19;23;10;18;19;17;21;30;36;40;33;31;37;43;41;31;39;42;25;24;29;29;22;27;31;19;20;25;26;23;23;24;23;23;16;24;23;18;17;21;22;27;14;17;7;11;13;15;11;9;12;12;12;7;9;6;9;3;8;10;8;10;11;13;6;11;8;11;10;11;8;4;3;3;19
E01001238;Ealing 015B;3,596;489;2977;45;53;45;45;41;41;33;30;26;23;22;14;18;14;17;22;26;26;45;127;171;155;119;126;124;112;122;108;104;123;93;102;97;93;98;80;58;49;55;44;60;60;59;72;37;35;32;26;30;33;26;27;16;24;25;23;14;17;17;19;10;16;13;19;10;8;10;9;12;9;10;2;6;7;4;13;4;5;6;4;5;1;6;3;1;0;2;0;0;0;3
E01001239;Ealing 015C;1,545;309;1112;18;23;15;14;23;19;22;24;21;17;20;21;16;18;20;18;21;17;19;16;16;17;18;29;33;34;43;37;41;41;37;28;32;35;33;26;20;13;16;16;17;31;26;24;27;14;23;25;15;31;20;26;23;15;15;22;19;20;10;15;9;9;15;10;13;7;5;6;7;4;7;13;10;11;6;7;11;7;4;5;1;1;1;1;2;4;0;1;0;0;3
E01001246;Ealing 015D;1,451;342;992;23;26;18;24;18;30;20;23;26;17;23;22;21;15;18;18;19;13;18;12;13;12;14;14;22;21;29;29;29;33;30;25;32;32;28;15;25;25;26;20;23;24;23;18;29;14;28;21;18;20;18;23;15;14;14;17;17;12;13;19;14;19;18;15;10;4;5;4;5;6;8;5;3;8;6;2;5;7;5;5;8;5;6;7;5;0;0;3;0;3;2
E01001247;Ealing 015E;2,398;423;1749;30;27;35;31;31;28;15;24;31;35;22;28;21;20;28;17;23;25;22;16;30;32;54;49;58;69;81;67;73;72;62;66;61;55;69;42;36;27;30;17;48;40;36;38;38;29;23;28;24;22;18;19;19;13;15;27;17;19;21;22;19;19;29;17;13;14;15;15;16;17;10;6;11;7;6;11;7;4;8;10;8;6;7;13;4;5;3;6;6;6;5
E01001210;Ealing 016A;1,621;385;978;22;16;28;20;23;21;25;23;26;21;25;25;29;30;23;28;27;21;27;16;18;16;13;14;16;15;19;14;18;21;19;22;18;23;27;17;24;19;14;23;16;21;22;29;26;23;23;19;24;30;31;25;27;21;13;20;17;16;13;10;23;14;24;18;12;15;8;12;11;15;20;14;16;16;6;13;11;11;6;8;15;11;6;4;7;5;6;5;3;5;9
E01001282;Ealing 016B;1,454;323;908;14;28;25;34;27;22;16;18;15;17;15;19;24;17;15;17;6;22;17;15;16;19;14;14;19;15;17;13;15;10;21;19;19;21;19;25;20;19;25;24;24;18;24;19;18;27;31;26;28;27;22;24;24;12;14;11;17;9;7;7;20;17;22;16;20;12;12;12;8;10;14;13;9;10;3;8;9;15;13;18;4;10;6;9;5;5;6;4;3;0;5
E01001283;Ealing 016C;1,498;318;897;16;15;30;27;21;20;18;24;23;20;20;12;21;20;17;14;16;19;21;15;8;10;13;13;19;18;15;12;12;15;21;18;17;25;21;23;27;17;14;17;28;24;31;20;22;27;28;26;22;14;21;25;21;21;12;18;13;12;11;8;14;18;23;15;17;11;17;15;19;13;12;11;17;13;17;6;10;11;10;11;13;10;7;12;11;5;3;5;3;7;14
E01001285;Ealing 016D;1,762;464;1120;27;38;35;30;33;27;25;34;30;27;28;26;26;26;32;20;30;25;24;25;13;21;15;24;14;29;16;35;23;32;23;29;33;36;36;29;31;34;26;33;31;28;25;28;19;28;28;35;28;18;15;24;16;17;13;22;12;9;17;14;22;8;10;8;9;9;12;8;13;12;10;15;9;6;7;4;7;7;5;3;8;4;5;3;7;3;7;8;2;1;3
E01001286;Ealing 016E;1,556;432;952;16;23;31;31;27;34;30;36;19;30;26;25;33;20;26;25;19;28;23;18;14;13;17;13;16;12;15;13;13;15;18;16;28;23;34;24;28;19;16;27;19;29;35;24;26;25;20;26;22;25;23;24;20;14;7;15;15;20;13;22;10;21;11;12;12;10;8;6;15;12;14;9;4;7;10;9;8;4;6;1;4;4;8;7;3;5;1;6;4;2;5
E01001287;Ealing 016F;1,433;401;892;18;20;24;36;31;24;22;20;16;28;32;30;31;23;28;18;23;23;36;18;18;15;13;18;13;17;13;13;18;20;16;20;19;14;13;20;21;24;18;23;17;36;21;20;26;14;28;17;16;20;17;22;19;17;16;18;17;13;17;17;12;13;16;7;10;17;12;9;7;8;5;6;6;6;6;6;6;7;7;6;4;1;3;3;3;2;3;1;1;0;5
E01001294;Ealing 017A;1,818;370;1226;37;31;23;28;23;25;23;20;26;25;12;24;15;25;14;19;29;25;24;21;13;19;15;22;20;28;29;31;33;40;35;28;40;23;33;30;22;26;20;36;26;27;27;11;25;23;27;30;29;27;23;26;15;22;20;25;23;20;32;25;29;23;18;17;14;22;19;18;15;14;14;8;7;7;12;14;11;6;6;6;9;7;7;5;3;1;2;0;2;0;7
E01001295;Ealing 017B;1,770;383;1189;26;29;20;24;22;22;21;23;31;38;23;22;19;22;23;18;18;31;22;18;15;14;14;17;26;26;26;28;32;31;26;20;31;20;29;34;26;29;29;33;21;27;33;19;25;35;27;29;18;29;31;21;28;24;16;14;24;19;25;21;20;25;22;16;25;10;16;19;13;10;13;11;4;8;10;9;12;7;9;5;4;4;8;9;2;4;1;2;1;2;5
E01001296;Ealing 017C;1,388;255;974;13;17;22;13;11;14;12;19;18;13;14;19;20;17;17;16;18;23;24;20;17;12;12;15;19;26;26;29;16;28;23;19;28;20;25;21;14;15;20;15;19;26;21;19;18;19;14;26;26;16;14;17;24;28;21;14;27;19;17;20;16;15;20;20;13;14;15;12;6;11;13;5;10;4;5;8;6;6;5;3;6;6;0;4;5;4;1;0;3;2;5
E01001297;Ealing 017D;1,810;425;1173;34;23;27;27;26;29;23;31;26;25;28;21;27;29;25;24;21;17;20;21;12;13;15;18;21;26;27;37;28;33;31;37;34;43;31;37;29;30;34;29;19;22;22;22;28;26;23;19;13;26;33;29;29;23;32;19;21;17;14;15;13;19;18;14;13;16;12;9;7;5;11;12;6;15;10;12;10;12;10;8;8;5;2;4;9;5;5;2;2;3;12
