"","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","pups2007","pups2015","pop2007","pop2015","good2007","good2015","bad2007","bad2015","ratio_stu_pop2007","ratio_stu_pop2015","per_good2007","per_bad2007","per_good2015","per_bad2015","rate_change_good","rate_change_bad","X.y","akb","akb2007","aral","aral2007","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","changeratio","change_good","change_ral","change_kb","difIMD","difIncome","difEmploy","difEdu"
"646","E01002245","Havering 011B","E02000474","Havering 011","E09000016","Havering","E12000007","London",1592,1546,46,62.4,630,2.5,136,187,343,339,61,118,0,0,0.396501457725948,0.861751152073733,44.8529411764706,0,63.1016042780749,0,28.9194915254237,NA,2195,1456.46127,1337.60769,2582.96322,1532.02474,16052,12102,21721,16010,14386,11610,22445,16775,2.17338709677419,1.9344262295082,1.68598009716214,1.0888553354534,-1666,-492,724,765
"647","E01002246","Havering 017A","E02000480","Havering 017","E09000016","Havering","E12000007","London",1700,1620,80,31.3,637,2.5,165,215,342,299,126,68,0,0,0.482456140350877,1.21468926553672,76.3636363636364,0,31.6279069767442,0,-141.44385026738,NA,2196,1347.01456,1233.56057,2353.94673,1400.60205,23914,20525,23129,12407,17472,15773,18038,12381,2.51771956856702,0.53968253968254,1.68066777426179,1.0919727760105,-6442,-4752,-5091,-26
"648","E01002249","Havering 017D","E02000480","Havering 017","E09000016","Havering","E12000007","London",1905,1905,0,33.3,746,2.6,168,235,268,737,57,131,10,0,0.626865671641791,0.418894830659537,33.9285714285714,5.95238095238095,55.7446808510638,0,39.1357688113413,NA,2199,1512.1529,1389.90002,2664.09337,1577.47717,19265,18656,18126,14958,14796,14559,20288,16715,0.668236991766404,2.29824561403509,1.68883164882824,1.0879580388811,-4469,-4097,2162,1757
"649","E01002250","Havering 017E","E02000480","Havering 017","E09000016","Havering","E12000007","London",1563,1563,0,14.6,642,2.4,417,505,312,400,50,68,0,142,1.33653846153846,1.81654676258993,11.9904076738609,0,13.4653465346535,28.1188118811881,10.9535900691212,0,2200,1395.65735,1279.81949,2457.94568,1458.6415,18541,19064,19334,16117,12820,13011,14773,12244,1.35914290150614,1.36,1.68509238219261,1.09051109231037,-5721,-6053,-4561,-3873
"650","E01002252","Havering 018A","E02000481","Havering 018","E09000016","Havering","E12000007","London",1511,1511,0,13.1,617,2.4,232,235,235,277,96,89,0,0,0.987234042553191,1.51612903225806,41.3793103448276,0,37.8723404255319,0,-9.25997675319643,NA,2202,990.4643,911.52292,1718.78228,1027.11193,25956,27075,23838,18502,24888,23598,22482,15070,1.5357341490545,0.927083333333333,1.67341282853175,1.08660383438301,-1068,-3477,-1356,-3432
"651","E01002254","Havering 019B","E02000482","Havering 019","E09000016","Havering","E12000007","London",1616,1616,0,28.7,636,2.5,470,481,260,287,199,211,52,0,1.80769230769231,2.91515151515152,42.3404255319149,11.063829787234,43.8669438669439,0,3.47988302914188,NA,2204,1185.71168,1087.85394,2071.21393,1232.77835,30783,31974,26619,26722,31826,31716,27372,27114,1.61263700838169,1.06030150753769,1.68011867664613,1.08995485184344,1043,-258,753,392
"652","E01002255","Havering 022A","E02000485","Havering 022","E09000016","Havering","E12000007","London",1483,1483,0,25.1,630,2.4,311,314,271,264,34,204,0,74,1.14760147601476,2.2112676056338,10.9324758842444,0,64.968152866242,23.5668789808917,83.1725616291533,0,2205,1152.22006,1058.42061,2009.46117,1196.90258,22184,21444,19714,16932,21711,20049,21719,14662,1.92686019654907,6,1.67888448364778,1.0886220932527,-473,-1395,2005,-2270
"653","E01002257","Havering 019C","E02000482","Havering 019","E09000016","Havering","E12000007","London",1719,1697,22,22.7,651,2.6,544,554,295,349,34,36,0,0,1.84406779661017,2.44052863436123,6.25,0,6.49819494584837,0,3.81944444444443,NA,2207,1517.70137,1395.07459,2737.26756,1617.90297,31317,30705,31947,30802,32359,31959,31978,29897,1.32344843223633,1.05882352941176,1.69186138523499,1.08789980183067,1042,1254,31,-905
"654","E01002258","Havering 018C","E02000481","Havering 018","E09000016","Havering","E12000007","London",1676,1676,0,55.7,797,2.1,180,185,269,307,96,185,0,0,0.669144981412639,1,53.3333333333333,0,100,0,46.6666666666667,NA,2208,1227.75873,1130.66559,2142.30079,1278.69296,17316,12205,15181,13784,17373,12749,15014,12096,1.49444444444445,1.92708333333333,1.67538326792696,1.0858725522902,57,544,-167,-1688
"655","E01002259","Havering 018D","E02000481","Havering 018","E09000016","Havering","E12000007","London",1486,1486,0,7.9,612,2.4,180,185,267,257,96,96,0,0,0.674157303370786,1.37037037037037,53.3333333333333,0,51.8918918918919,0,-2.77777777777778,NA,2209,1228.59053,1131.96371,2145.46097,1280.87999,27278,25490,24184,17106,28305,23647,27329,18743,2.03271604938272,1,1.67498984038309,1.08536211819017,1027,-1843,3145,1637
"656","E01002260","Havering 026A","E02000489","Havering 026","E09000016","Havering","E12000007","London",1535,1535,0,13.8,566,2.7,454,427,308,365,43,92,21,90,1.47402597402597,1.75720164609054,9.47136563876652,4.62555066079295,21.5456674473068,21.0772833723653,56.0405094809423,0,2210,1308.50756,1203.0352,2299.37416,1367.16235,20109,17018,21441,13993,17869,16393,19197,12199,1.19211036783235,2.13953488372093,1.68185889554375,1.08767188192,-2240,-625,-2244,-1794
"657","E01002261","Havering 026B","E02000489","Havering 026","E09000016","Havering","E12000007","London",1649,1649,0,79.7,645,2.6,193,173,330,357,20,22,0,0,0.584848484848485,0.736170212765957,10.3626943005181,0,12.7167630057803,0,18.5115402731983,NA,2211,1372.11808,1265.3459,2416.80179,1439.74608,17712,17784,16038,12825,16283,14551,18199,9565,1.25873663322677,1.1,1.6786305749136,1.08438181211952,-1429,-3233,2161,-3260
"658","E01002262","Havering 026C","E02000489","Havering 026","E09000016","Havering","E12000007","London",1626,1626,0,72.8,625,2.6,103,91,315,297,20,45,0,24,0.326984126984127,0.52,19.4174757281553,0,49.4505494505495,26.3736263736264,60.7335490830637,0,2212,1320.4567,1217.16537,2349.33655,1401.69323,16779,11485,16665,10884,15312,12948,12920,12603,1.59029126213592,2.25,1.67607041235406,1.08486219912747,-1467,1463,-3745,1719
"659","E01002263","Havering 026D","E02000489","Havering 026","E09000016","Havering","E12000007","London",1599,1599,0,18.8,609,2.6,159,174,267,276,21,98,17,0,0.595505617977528,1.12987012987013,13.2075471698113,10.6918238993711,56.3218390804598,0,76.5498652291105,NA,2213,1229.2325,1133.2469,2145.8449,1280.45769,23120,25326,24701,14205,26377,27076,23768,15284,1.89732908600833,4.66666666666667,1.67584209674277,1.08469963606342,3257,1750,-933,1079
"660","E01002264","Havering 026E","E02000489","Havering 026","E09000016","Havering","E12000007","London",1475,1475,0,72.8,710,2.1,130,119,323,350,21,43,0,26,0.402476780185758,0.521929824561403,16.1538461538462,0,36.1344537815126,21.8487394957983,55.2951699463327,0,2214,1134.90351,1044.63086,1978.36844,1181.1698,8671,5018,8400,6857,6745,3775,6341,7120,1.29679487179487,2.04761904761905,1.6749229788977,1.08641583688232,-1926,-1243,-2059,263
"661","E01002265","Havering 025A","E02000488","Havering 025","E09000016","Havering","E12000007","London",1472,1472,0,28.6,638,2.3,189,177,263,268,21,50,0,24,0.718631178707224,1.21232876712329,11.1111111111111,0,28.2485875706215,13.5593220338983,60.6666666666667,0,2215,1257.06352,1158.89562,2201.98894,1314.58166,23792,25959,24285,11266,23006,21957,21687,19184,1.68699717329855,2.38095238095238,1.67504918637006,1.08470814653696,-786,-4002,-2598,7918
"662","E01002266","Havering 027A","E02000490","Havering 027","E09000016","Havering","E12000007","London",1439,1439,0,41.8,600,2.4,245,207,194,252,136,95,0,0,1.26288659793814,1.59230769230769,55.5102040816327,0,45.8937198067633,0,-20.953813104189,NA,2216,1244.47827,1147.91428,2175.7479,1298.32595,21580,19122,21563,11131,17872,19313,16611,7582,1.26084772370487,0.698529411764706,1.67581022315698,1.08412125511671,-3708,191,-4952,-3549
"663","E01002267","Havering 027B","E02000490","Havering 027","E09000016","Havering","E12000007","London",1671,1671,0,80,734,2.3,224,183,313,301,23,45,0,0,0.715654952076677,1.02234636871508,10.2678571428571,0,24.5901639344262,0,58.2440476190476,NA,2217,1216.0438,1123.68145,2128.56493,1271.03656,9712,7687,12100,7467,10161,7618,8773,7285,1.42854648842777,1.95652173913043,1.67466853195788,1.08219620427124,449,-69,-3327,-182
"664","E01002268","Havering 010A","E02000473","Havering 010","E09000016","Havering","E12000007","London",1350,1350,0,15.9,519,2.6,315,365,258,276,210,194,0,0,1.22093023255814,2.37012987012987,66.6666666666667,0,53.1506849315069,0,-25.4295532646048,NA,2218,1405.15298,1287.0416,2446.70339,1457.45926,22839,19301,21985,18082,19741,18199,18086,16467,1.94124922696351,0.923809523809524,1.67874564809448,1.09176966774034,-3098,-1102,-3899,-1615
"665","E01002269","Havering 010B","E02000473","Havering 010","E09000016","Havering","E12000007","London",1785,1785,0,23.2,678,2.6,416,467,339,342,174,112,0,0,1.22713864306785,2.12272727272727,41.8269230769231,0,23.982869379015,0,-74.4033310439561,NA,2219,1225.00024,1124.81148,2138.93136,1272.90742,23795,21985,25002,15891,22433,20271,21804,17887,1.72981861888111,0.64367816091954,1.68035108162069,1.08907160158074,-1362,-1714,-3198,1996
"666","E01002270","Havering 015A","E02000478","Havering 015","E09000016","Havering","E12000007","London",1673,1664,9,24.7,634,2.6,327,359,268,228,157,50,0,0,1.22014925373134,3.38679245283019,48.0122324159021,0,13.9275766016713,0,-244.727828746177,NA,2220,1427.63577,1306.65172,2519.73318,1492.88723,27746,29396,29121,23711,28922,29462,31326,24100,2.77571980843576,0.318471337579618,1.68782552986269,1.09259089331012,1176,66,2205,389
"667","E01002271","Havering 015B","E02000478","Havering 015","E09000016","Havering","E12000007","London",1491,1479,12,27.2,515,2.9,345,385,243,233,187,56,0,0,1.41975308641975,3.46846846846847,54.2028985507246,0,14.5454545454545,0,-272.644927536232,NA,2221,1248.82135,1147.43755,2173.19498,1294.27257,28010,29609,28014,23085,27441,29479,28918,21083,2.44300822561693,0.299465240641711,1.67908602126985,1.08835670403152,-569,-130,904,-2002
"668","E01002272","Havering 014A","E02000477","Havering 014","E09000016","Havering","E12000007","London",1319,1319,0,58.5,536,2.5,156,172,235,220,22,20,0,0,0.663829787234043,1.75510204081633,14.1025641025641,0,11.6279069767442,0,-21.2820512820513,NA,2222,1535.76028,1403.02715,2686.66511,1596.24292,25304,23845,25254,15472,22543,20644,18611,19468,2.64390371533229,0.909090909090909,1.68311794924046,1.0946048193009,-2761,-3201,-6643,3996
"669","E01002273","Havering 015C","E02000478","Havering 015","E09000016","Havering","E12000007","London",1362,1309,53,16.3,490,2.7,339,359,234,209,50,138,0,0,1.44871794871795,4.1264367816092,14.7492625368732,0,38.4401114206128,0,61.6305416613227,NA,2223,1334.1715,1221.49484,2331.96446,1384.15287,23883,25148,22333,17124,24433,24573,22390,14882,2.84833689350015,2.76,1.68475932864265,1.09224489233209,550,-575,57,-2242
"670","E01002276","Havering 001A","E02000464","Havering 001","E09000016","Havering","E12000007","London",1926,1819,107,4.4,694,2.6,205,116,334,420,136,74,11,0,0.61377245508982,0.389261744966443,66.3414634146341,5.36585365853659,63.7931034482759,0,-3.99472643375082,NA,2226,1183.3669,1085.89863,2049.48809,1227.45325,8785,7194,7074,6896,8069,7284,10364,5052,0.634211818628254,0.544117647058823,1.66970765689039,1.089758166469,-716,90,3290,-1844
"671","E01002277","Havering 002A","E02000465","Havering 002","E09000016","Havering","E12000007","London",1494,1494,0,10.2,608,2.5,218,180,299,288,35,233,0,0,0.729096989966555,1.08433734939759,16.0550458715596,0,129.444444444444,0,87.5969602708981,NA,2227,1238.37467,1125.96603,2117.59956,1266.77709,8576,7515,7678,5932,5830,6209,6456,3442,1.4872333370178,6.65714285714286,1.67164339860299,1.09983306512364,-2746,-1306,-1222,-2490
"672","E01002278","Havering 001B","E02000464","Havering 001","E09000016","Havering","E12000007","London",1599,1593,6,70.3,631,2.5,222,162,381,428,35,67,0,0,0.582677165354331,0.529411764705882,15.7657657657658,0,41.358024691358,0,61.8797902379992,NA,2228,1251.48598,1143.27552,2166.96478,1296.18805,7221,4703,7075,3549,5467,4033,5859,3044,0.908585055643878,1.91428571428571,1.67179814688154,1.09464950320986,-1754,-670,-1216,-505
"673","E01002279","Havering 002B","E02000465","Havering 002","E09000016","Havering","E12000007","London",1584,1584,0,44.1,634,2.5,206,162,364,393,35,101,35,0,0.565934065934066,0.597785977859779,16.9902912621359,16.9902912621359,62.3456790123457,0,72.7482456983563,NA,2229,1185.32724,1086.95068,2046.63096,1223.59579,10033,8234,9101,4655,9049,7378,9191,6256,1.05628201913087,2.88571428571429,1.67263648398136,1.0905069216204,-984,-856,90,1601
"674","E01002280","Havering 004A","E02000467","Havering 004","E09000016","Havering","E12000007","London",1522,1493,29,96.8,621,2.4,133,137,411,463,20,81,0,0,0.32360097323601,0.401759530791789,15.0375939849624,0,59.1240875912409,0,74.5660447414833,NA,2230,1215.8908,1112.52315,2106.12902,1259.46132,4175,2070,2698,3673,2537,1796,3463,2339,1.24152757259718,4.05,1.67224589318868,1.09291280815145,-1638,-274,765,-1334
"675","E01002281","Havering 002C","E02000465","Havering 002","E09000016","Havering","E12000007","London",1614,1614,0,39.6,756,2.1,278,237,363,494,35,110,0,0,0.765840220385675,0.637096774193548,12.589928057554,0,46.4135021097046,0,72.8744277305428,NA,2231,1287.99318,1180.45038,2235.11155,1334.42155,5206,3317,4051,3466,3805,3251,2418,4167,0.831892550475748,3.14285714285714,1.674966617558,1.0911031940199,-1401,-66,-1633,701
"676","E01002282","Havering 004B","E02000467","Havering 004","E09000016","Havering","E12000007","London",1594,1594,0,57.5,668,2.4,217,272,382,483,55,155,21,0,0.568062827225131,0.753462603878116,25.3456221198157,9.67741935483871,56.9852941176471,0,55.5225211832912,NA,2232,1249.97316,1148.81734,2162.31224,1295.32952,4888,2383,4246,4050,3287,2712,3422,2791,1.32637195705733,2.81818181818182,1.66931441506868,1.08805213542477,-1601,329,-824,-1259
"677","E01002283","Havering 002D","E02000465","Havering 002","E09000016","Havering","E12000007","London",1517,1517,0,66.9,594,2.6,196,283,335,403,35,172,0,65,0.585074626865672,1.00711743772242,17.8571428571429,0,60.7773851590106,22.9681978798587,70.6187707641196,0,2233,1218.67656,1113.9122,2115.27212,1271.41838,9234,7344,9198,4902,8189,7156,8723,4984,1.72134868182148,4.91428571428571,1.66371050888851,1.09405082375433,-1045,-188,-475,82
"678","E01002284","Havering 004C","E02000467","Havering 004","E09000016","Havering","E12000007","London",1842,1842,0,67.4,765,2.4,172,195,380,483,20,66,0,0,0.452631578947368,0.54016620498615,11.6279069767442,0,33.8461538461538,0,65.6448202959831,NA,2234,1326.30993,1213.10098,2290.7406,1367.42847,9794,9317,9045,5304,7952,8097,8227,6086,1.19339045287638,3.3,1.67521786349819,1.09332195082391,-1842,-1220,-818,782
"679","E01002285","Havering 025B","E02000488","Havering 025","E09000016","Havering","E12000007","London",1245,1245,0,27.2,520,2.4,291,299,180,180,92,106,0,0,1.61666666666667,5.1551724137931,31.6151202749141,0,35.4515050167224,0,10.8215003566103,NA,2235,1308.29751,1205.73778,2310.2164,1374.28574,27316,27672,22073,15852,24754,23232,24343,14836,3.1887664415215,1.15217391304348,1.68103061303685,1.0850597299854,-2562,-4440,2270,-1016
"680","E01002286","Havering 025C","E02000488","Havering 025","E09000016","Havering","E12000007","London",1650,1650,0,69.6,614,2.7,240,229,359,272,122,188,0,24,0.668523676880223,1.52666666666667,50.8333333333333,0,82.0960698689956,10.4803493449782,38.0806737588653,0,2236,1166.7424,1073.69743,2038.13813,1216.36577,27431,28755,26518,13174,27782,27721,25445,19211,2.28363888888889,1.54098360655738,1.67559642031031,1.08665846392126,351,-1034,-1073,6037
"681","E01002287","Havering 023A","E02000486","Havering 023","E09000016","Havering","E12000007","London",1558,1558,0,69.2,602,2.6,240,229,296,243,137,82,0,0,0.810810810810811,1.89256198347107,57.0833333333333,0,35.8078602620087,0,-59.4156504065041,NA,2237,1323.72158,1218.16222,2345.92079,1399.97445,26486,25399,25587,15451,24467,25303,23943,14382,2.33415977961432,0.598540145985402,1.67568828845412,1.08665460007453,-2019,-96,-1644,-1069
"682","E01002288","Havering 025D","E02000488","Havering 025","E09000016","Havering","E12000007","London",1548,1548,0,45.5,554,2.8,240,229,294,267,202,39,21,0,0.816326530612245,1.57931034482759,84.1666666666667,8.75,17.0305676855895,0,-394.209401709402,NA,2238,1223.36961,1129.68494,2140.83662,1277.12438,29338,28459,27581,19546,27742,26782,26758,17704,1.9346551724138,0.193069306930693,1.67629453601066,1.08292990964366,-1596,-1677,-823,-1842
"683","E01002289","Havering 022B","E02000485","Havering 022","E09000016","Havering","E12000007","London",1614,1614,0,59.4,621,2.6,191,216,360,319,85,91,0,0,0.530555555555556,1.09644670050761,44.5026178010471,0,42.1296296296296,0,-5.63258730797999,NA,2239,1126.32711,1035.93287,1964.92489,1171.89888,20630,18018,18487,16231,23595,20038,21762,16146,2.06660111090439,1.07058823529412,1.67670173897598,1.08725878154634,2965,2020,3275,-85
"684","E01002290","Havering 025E","E02000488","Havering 025","E09000016","Havering","E12000007","London",1516,1516,0,54.4,641,2.4,164,164,294,195,51,106,0,58,0.557823129251701,2.24657534246575,31.0975609756098,0,64.6341463414634,35.3658536585366,51.8867924528302,0,2240,1134.27079,1044.02892,1980.43908,1180.73298,23775,23395,18506,16790,25823,23958,22945,17823,4.02739726027396,2.07843137254902,1.67729631808879,1.08643617841544,2048,563,4439,1033
"685","E01002291","Havering 023B","E02000486","Havering 023","E09000016","Havering","E12000007","London",1582,1582,0,52.2,775,2,258,244,206,196,92,46,0,0,1.25242718446602,3.2972972972973,35.6589147286822,0,18.8524590163934,0,-89.1472868217054,NA,2241,1347.79822,1244.24178,2388.64867,1419.05159,24599,26548,26506,17305,23037,20505,22428,19965,2.63272574900482,0.5,1.68327119805419,1.08322855064391,-1562,-6043,-4078,2660
"686","E01002292","Havering 022C","E02000485","Havering 022","E09000016","Havering","E12000007","London",1549,1549,0,44.6,637,2.4,237,238,287,295,51,51,49,0,0.825783972125436,1.3757225433526,21.5189873417722,20.6751054852321,21.4285714285714,0,-0.421940928270054,NA,2242,1223.41517,1127.28673,2146.89207,1279.51226,13775,10870,15046,9457,13760,12708,11636,9928,1.66595936684471,1,1.67789878777715,1.08527416977578,-15,1838,-3410,471
"687","E01002293","Havering 007A","E02000470","Havering 007","E09000016","Havering","E12000007","London",1591,1572,19,23.1,801,2,287,353,271,346,158,183,6,0,1.0590405904059,1.57589285714286,55.0522648083624,2.09059233449477,51.8413597733711,0,-6.19371299099408,NA,2243,1434.11918,1310.6117,2477.43882,1471.59114,22766,22467,24683,20502,17569,16251,17518,18560,1.48803820308612,1.15822784810127,1.68351028533646,1.09423651566669,-5197,-6216,-7165,-1942
"688","E01002294","Havering 007B","E02000470","Havering 007","E09000016","Havering","E12000007","London",1492,1478,14,12.1,626,2.4,312,368,233,235,50,230,0,0,1.33905579399142,3.25663716814159,16.025641025641,0,62.5,0,74.3589743589744,NA,2244,1413.66661,1300.2119,2433.24392,1453.89334,21097,18628,18484,19785,23665,20297,21583,21188,2.43203993646471,4.6,1.67360552047099,1.08725863068935,2568,1669,3099,1403
"689","E01002295","Havering 010C","E02000473","Havering 010","E09000016","Havering","E12000007","London",1558,1525,33,56,670,2.3,153,186,242,322,42,94,0,0,0.632231404958678,0.93,27.4509803921569,0,50.5376344086022,0,45.6821026282854,NA,2245,1352.8329,1240.74277,2346.18121,1399.48675,19408,18055,15579,24407,19079,15964,18462,17450,1.47098039215686,2.23809523809524,1.67645832302449,1.090341151051,-329,-2091,2883,-6957
"690","E01002299","Havering 002E","E02000465","Havering 002","E09000016","Havering","E12000007","London",1721,1720,1,51,664,2.6,151,213,393,460,35,66,0,59,0.384223918575064,0.630177514792899,23.1788079470199,0,30.9859154929577,27.6995305164319,25.1956652618904,0,2249,1336.524,1217.92662,2306.41127,1380.7237,12148,11561,11638,4854,12469,11162,12978,9305,1.64013088287158,1.88571428571429,1.6704365036973,1.09737645770482,321,-399,1340,4451
"691","E01002301","Havering 003A","E02000466","Havering 003","E09000016","Havering","E12000007","London",1561,1561,0,56.9,627,2.5,181,245,247,261,34,76,27,0,0.732793522267207,1.76258992805755,18.7845303867403,14.9171270718232,31.0204081632653,0,39.4446059901134,NA,2251,1218.5029,1113.75618,2127.19446,1266.1261,21056,18534,21267,11704,20825,19936,16941,10111,2.405302277515,2.23529411764706,1.6800810440603,1.09404816052289,-231,1402,-4326,-1593
"692","E01002302","Havering 005A","E02000468","Havering 005","E09000016","Havering","E12000007","London",1563,1563,0,54.6,598,2.6,61,129,321,360,34,54,0,0,0.190031152647975,0.542016806722689,55.7377049180328,0,41.8604651162791,0,-33.1511839708561,NA,2252,1209.83655,1105.91429,2105.26584,1259.12797,20101,15892,19970,11500,14344,13005,13556,7770,2.85225237636038,1.58823529411765,1.67200307685961,1.09396954261257,-5757,-2887,-6414,-3730
"693","E01002303","Havering 003B","E02000466","Havering 003","E09000016","Havering","E12000007","London",2043,2043,0,71.4,823,2.5,120,170,356,534,16,54,0,0,0.337078651685393,0.411622276029056,13.3333333333333,0,31.7647058823529,0,58.0246913580247,NA,2253,1277.75798,1171.70093,2232.55688,1330.23597,9429,7941,7215,3935,7299,5116,6332,4580,1.22114608555287,3.375,1.67831642682163,1.09051546114246,-2130,-2825,-883,645
"694","E01002304","Havering 003C","E02000466","Havering 003","E09000016","Havering","E12000007","London",1414,1315,99,2.7,524,2.5,344,396,193,217,155,210,0,20,1.78238341968912,4.16842105263158,45.0581395348837,0,53.030303030303,5.05050505050505,15.0332225913621,0,2254,1192.76502,1091.10224,2068.84659,1238.01068,10114,14691,11566,8259,12810,16558,15225,7293,2.33867809057528,1.35483870967742,1.67110560790962,1.09317438483125,2696,1867,3659,-966
"695","E01002306","Havering 003D","E02000466","Havering 003","E09000016","Havering","E12000007","London",1596,1596,0,89.2,625,2.6,133,190,458,435,133,54,0,10,0.290393013100437,0.60702875399361,100,0,28.4210526315789,5.26315789473684,-251.851851851852,0,2256,1159.71648,1061.46692,2020.64187,1204.55378,7875,3712,6664,4524,7004,4672,5736,4574,2.09036969420356,0.406015037593985,1.67750241089277,1.0925601713523,-871,960,-928,50
"696","E01002308","Havering 005C","E02000468","Havering 005","E09000016","Havering","E12000007","London",1631,1631,0,36,670,2.4,61,129,330,364,34,75,0,0,0.184848484848485,0.533057851239669,55.7377049180328,0,58.1395348837209,0,4.13114754098362,NA,2258,1173.46081,1080.9306,2050.42962,1229.72471,9711,8350,8399,4900,9020,6736,8561,7047,2.88375558867362,2.20588235294118,1.66738913459745,1.08560235967045,-691,-1614,162,2147
"697","E01002309","Havering 006A","E02000469","Havering 006","E09000016","Havering","E12000007","London",1539,1528,11,55.3,651,2.3,85,92,293,369,20,86,6,0,0.290102389078498,0.37246963562753,23.5294117647059,7.05882352941176,93.4782608695652,0,74.8290013679891,NA,2259,1323.70088,1214.83674,2324.2296,1386.64899,12044,8820,7877,9485,11313,9736,9481,10493,1.28392474398666,4.3,1.67614848224856,1.08961215644499,-731,916,1604,1008
"698","E01002310","Havering 006B","E02000469","Havering 006","E09000016","Havering","E12000007","London",1677,1577,100,59.6,712,2.2,108,128,285,363,26,66,0,0,0.378947368421053,0.531120331950207,24.0740740740741,0,51.5625,0,53.31088664422,NA,2260,1358.9808,1244.82092,2374.33507,1417.445,6596,6140,3835,3388,4143,4376,2719,6804,1.40156754264638,2.53846153846154,1.67508091671987,1.09170787393258,-2453,-1764,-1116,3416
"699","E01002311","Havering 006C","E02000469","Havering 006","E09000016","Havering","E12000007","London",1690,1690,0,18.1,668,2.5,85,92,424,455,20,20,0,0,0.200471698113208,0.276276276276276,23.5294117647059,0,21.7391304347826,0,-8.23529411764705,NA,2261,1228.92332,1125.23794,2130.35379,1272.91733,8773,7131,8814,5269,8879,7454,7260,6060,1.37813107224871,1,1.67359948662181,1.09214529328792,106,323,-1554,791
"700","E01002312","Havering 001C","E02000464","Havering 001","E09000016","Havering","E12000007","London",1400,1400,0,16,642,2.2,120,101,235,268,20,20,0,0,0.51063829787234,0.691780821917808,16.6666666666667,0,19.8019801980198,0,15.8333333333333,NA,2262,1187.90509,1088.1229,2066.2886,1236.46686,11853,10215,9530,6162,6535,7589,7053,5404,1.35473744292237,1,1.67112331664109,1.09170121316259,-5318,-2626,-2477,-758
"701","E01002313","Havering 001D","E02000464","Havering 001","E09000016","Havering","E12000007","London",1526,1526,0,38.8,630,2.4,110,101,319,491,20,21,0,0,0.344827586206897,0.273712737127371,18.1818181818182,0,20.7920792079208,0,12.5541125541125,NA,2263,1239.28757,1132.14828,2140.75027,1279.06151,7530,6032,6914,2787,6806,5276,5535,6229,0.793766937669375,1.05,1.67368828884547,1.09463361990004,-724,-756,-1379,3442
"702","E01002314","Havering 004E","E02000467","Havering 004","E09000016","Havering","E12000007","London",1656,1656,0,88,623,2.7,112,116,378,487,20,36,0,0,0.296296296296296,0.317808219178082,17.8571428571429,0,31.0344827586207,0,42.4603174603175,NA,2264,1252.82896,1146.24357,2180.02828,1305.97726,7774,5146,8444,2128,4507,3135,5146,4254,1.07260273972603,1.8,1.66926970841743,1.09298668519467,-3267,-2011,-3298,2126
"703","E01002315","Havering 006D","E02000469","Havering 006","E09000016","Havering","E12000007","London",1537,1537,0,70.3,633,2.4,108,128,328,415,20,102,0,0,0.329268292682927,0.436860068259386,18.5185185185185,0,79.6875,0,76.7610748002905,NA,2265,1215.31016,1113.11063,2110.64463,1260.97947,11327,11534,11467,6188,9942,10345,9250,5733,1.32676020730628,5.1,1.67381363472952,1.09181435092395,-1385,-1189,-2217,-455
"704","E01002316","Havering 004F","E02000467","Havering 004","E09000016","Havering","E12000007","London",1545,1535,10,62.9,740,2.1,135,174,310,438,20,102,0,0,0.435483870967742,0.550632911392405,14.8148148148148,0,58.6206896551724,0,74.7276688453159,NA,2266,1277.83476,1171.12392,2253.71692,1348.84435,5805,3139,2866,4826,3625,2035,3859,3089,1.26441631504923,5.1,1.67085025043846,1.0911183164972,-2180,-1104,993,-1737
"705","E01002317","Havering 014C","E02000477","Havering 014","E09000016","Havering","E12000007","London",1541,1528,13,41.1,544,2.8,205,207,306,246,57,55,14,0,0.669934640522876,1.66935483870968,27.8048780487805,6.82926829268293,26.5700483091787,0,-4.64745011086475,NA,2267,1347.1875,1239.07046,2363.3403,1404.98739,28523,25249,27394,20469,28239,30059,28555,18919,2.49181746656177,0.964912280701754,1.68210783728102,1.08725657134946,-284,4810,1161,-1550
"706","E01002318","Havering 014D","E02000477","Havering 014","E09000016","Havering","E12000007","London",1616,1616,0,54.1,614,2.6,143,143,280,267,35,35,0,20,0.510714285714286,0.986206896551724,24.4755244755245,0,24.4755244755245,13.986013986014,0,0,2268,1283.94132,1178.60298,2249.42345,1336.30636,23040,22417,23621,15389,24470,20089,22980,16293,1.93103448275862,1,1.68331418403187,1.08937559278868,1430,-2328,-641,904
"707","E01002319","Havering 016A","E02000479","Havering 016","E09000016","Havering","E12000007","London",1596,1591,5,42.3,652,2.4,278,322,321,305,132,125,0,36,0.866043613707165,1.75956284153005,47.4820143884892,0,38.8198757763975,11.1801242236025,-22.3136690647482,0,2269,1502.04199,1380.00547,2653.24073,1570.88094,15992,14164,15133,14066,16122,12726,12936,15574,2.03172543932067,0.946969696969697,1.6890145283703,1.08843191034598,130,-1438,-2197,1508
