"","zone_origin","akb","akb2007","aral","aral2007"
"3676","E01003760",1445.08583,1327.86783,2539.13929,1501.95096
"3677","E01003761",1377.38106,1266.57489,2411.32961,1427.77891
"3678","E01003762",1527.94291,1402.05873,2694.31888,1595.03987
"3679","E01003763",1524.90259,1406.66954,2681.90298,1587.69946
"3680","E01003764",1633.35948,1503.36348,2874.53451,1693.27145
"3681","E01003765",1738.74749,1614.08889,3064.99697,1811.27957
"3682","E01003766",1606.73179,1465.84804,2823.59215,1658.30319
"3683","E01003767",1726.01241,1570.68931,3062.72621,1792.43137
"3684","E01003768",1968.62549,1786.04941,3515.94418,2043.26685
"3685","E01003769",1772.43806,1611.48787,3152.99745,1837.92969
"3686","E01003770",1463.18215,1336.56779,2549.08971,1508.55371
"3687","E01003771",1642.89461,1494.83217,2885.68497,1698.05989
"3688","E01003772",1510.05133,1379.46301,2640.43593,1558.58372
"3689","E01003773",1614.76932,1469.45259,2840.16459,1669.87251
"3690","E01003774",1611.15104,1479.74233,2839.11312,1670.24249
"3691","E01003775",1656.39923,1516.88623,2923.26007,1713.93523
"3692","E01003776",1591.10527,1453.19234,2771.70281,1629.52342
"3693","E01003777",1707.80419,1565.09118,3012.70843,1767.30299
"3694","E01003778",1675.29752,1529.8227,2946.12515,1728.74319
"3695","E01003779",1639.86905,1500.28569,2902.42679,1701.07326
"3696","E01003780",1458.01542,1343.21332,2572.2534,1516.61843
"3697","E01003781",1831.88286,1664.21788,3286.5382,1923.79874
"3698","E01003782",1594.77832,1454.56819,2821.01007,1655.38587
"3699","E01003783",1996.44775,1812.61274,3602.89383,2099.40589
"3700","E01003784",1454.20253,1330.01368,2549.96406,1504.53342
"3701","E01003785",1436.78573,1311.52005,2515.57831,1484.07073
"3702","E01003786",1554.72983,1419.06958,2733.5298,1611.92357
"3703","E01003787",1508.60165,1378.05782,2648.75588,1561.51073
"3704","E01003788",1714.65405,1564.52927,3034.82122,1783.8579
"3705","E01003789",1622.07533,1483.99358,2878.62228,1690.14572
"3706","E01003790",1269.97896,1164.5108,2213.38604,1311.06095
"3707","E01003791",1614.46285,1476.83644,2859.6859,1674.87043
"3708","E01003792",1868.60138,1694.39218,3319.66457,1924.16178
"3709","E01003793",1805.58702,1640.89773,3195.49958,1859.19109
"3710","E01003794",1552.45659,1423.93366,2728.08266,1607.48835
"3711","E01003795",1611.874,1479.7226,2833.1218,1672.08626
"3712","E01003796",1663.22172,1520.79242,2935.78856,1728.41938
"3713","E01003797",1853.23828,1747.6732,3165.65121,1957.63629
"3714","E01003798",1913.75676,1806.02,3250.97473,2006.7709
"3715","E01003799",1954.4182,1847.1353,3324.77427,2062.63226
"3716","E01003800",1944.25761,1832.34388,3335.44722,2057.41213
"3717","E01003801",1825.85808,1725.35678,3130.00906,1920.14893
"3718","E01003802",1530.00079,1436.73406,2615.96113,1605.97844
"3719","E01003803",1680.85799,1581.40492,2878.3803,1770.08634
"3720","E01003804",1700.65567,1595.15963,2885.55366,1784.97402
"3721","E01003805",1339.03666,1255.44857,2272.38637,1397.05474
"3722","E01003806",1190.81721,1114.3412,2028.94538,1243.24322
"3723","E01003807",1752.94703,1654.08734,2974.76948,1836.22188
"3724","E01003808",1741.30727,1635.24303,2962.06251,1829.51295
"3725","E01003809",1818.02227,1707.17115,3100.09397,1912.57108
"3726","E01003810",1541.00784,1448.02529,2586.16526,1606.1248
"3727","E01003811",1541.15119,1520.74818,2524.72387,1574.9429
"3728","E01003812",1632.21707,1537.63161,2723.86732,1687.62954
"3729","E01003813",1226.91905,1149.29649,2060.01081,1268.72569
"3730","E01003814",1577.87514,1499.81614,2532.88202,1575.06909
"3731","E01003815",1383.19697,1301.02234,2297.74858,1424.14046
"3732","E01003816",1608.12144,1516.05974,2731.66455,1690.61279
"3733","E01003817",1536.54982,1451.08383,2598.6905,1614.83996
"3734","E01003818",1457.25622,1372.67388,2476.73047,1537.78338
"3735","E01003819",1486.16649,1397.16292,2511.56629,1555.04572
"3736","E01003820",1443.45393,1365.32507,2457.57361,1530.24911
"3737","E01003821",1898.35853,1795.78654,3231.57379,1997.43715
"3738","E01003822",1410.28016,1331.54293,2365.01545,1460.22056
"3739","E01003823",1575.87301,1490.10115,2669.52951,1654.07162
"3740","E01003824",1335.39265,1261.68637,2211.97302,1369.57204
"3741","E01003825",1361.78578,1278.24566,2262.92966,1409.82941
"3742","E01003826",1117.96386,1047.23068,1885.00377,1158.60931
"3743","E01003827",1415.14299,1329.32947,2374.17961,1465.64793
"3744","E01003828",1288.57917,1194.40541,2099.71545,1301.08067
"3745","E01003829",1406.07732,1317.91714,2349.2235,1449.3917
"3746","E01003830",1272.56214,1191.70221,2111.77243,1307.9189
"3747","E01003831",1240.49249,1159.85144,2061.18792,1273.96832
"3748","E01003832",1225.59198,1144.29621,2041.81977,1261.45152
"3749","E01003833",1314.18882,1228.24167,2172.27009,1342.92693
"3750","E01003834",1641.12043,1553.74515,2785.52968,1732.61319
"3751","E01003835",1555.17861,1473.60468,2594.5096,1614.1
"3752","E01003836",1528.04906,1450.77108,2548.98046,1583.7404
"3753","E01003837",1628.71645,1543.38016,2721.78451,1694.86297
"3754","E01003838",1592.37372,1512.35702,2676.06357,1667.45585
"3755","E01003839",1699.55582,1611.41355,2870.13693,1789.72791
"3756","E01003840",1437.08172,1342.36803,2411.49026,1489.82316
"3757","E01003841",1501.72009,1404.29419,2500.88024,1544.35247
"3758","E01003842",1606.0242,1503.66121,2683.46296,1661.9517
"3759","E01003843",1433.07123,1341.54257,2396.10347,1481.18453
"3760","E01003844",1722.18784,1612.52439,2888.68199,1787.51871
"3761","E01003845",1667.9345,1564.98379,2787.79755,1729.48399
"3762","E01003846",2069.4437,1958.92415,3522.10561,2172.87577
"3763","E01003847",1855.14421,1746.08044,3137.68571,1932.26545
"3764","E01003848",1891.66244,1791.60402,3205.45366,1982.88813
"3765","E01003849",1930.11867,1824.28769,3286.87284,2035.41832
"3766","E01003851",1812.95644,1705.81841,3060.59697,1893.89176
"3767","E01003852",2165.26805,2039.81034,3687.60981,2282.60768
"3768","E01003853",1927.02098,1816.35517,3312.6116,2049.33286
"3769","E01003854",1866.28564,1757.68073,3183.52883,1970.78962
"3770","E01003855",1834.34301,1733.64591,3102.43859,1921.59049
"3771","E01003856",1824.83099,1716.08777,3106.25736,1921.5889
"3772","E01003857",1888.46711,1774.01062,3222.73191,1992.87055
"3773","E01003858",1678.21421,1578.36279,2852.44838,1757.06511
"3774","E01003859",1656.55666,1559.5687,2819.21655,1742.98158
"3775","E01003860",2064.43278,1958.20601,3484.12401,2156.22058
"3776","E01003861",2055.8352,1953.31455,3503.53306,2168.50058
"3777","E01003862",2008.84769,1899.74614,3410.31111,2109.92926
"3778","E01003863",1876.30624,1772.41377,3189.78859,1970.9913
"3779","E01003864",1935.00873,1832.03525,3284.63807,2032.16433
"3780","E01003865",1810.72292,1709.0486,3071.61437,1899.69914
"3781","E01003866",1840.63676,1731.25653,3082.85014,1902.63336
"3782","E01003867",1758.46353,1650.04773,2966.93002,1828.67969
"3783","E01003868",1987.19315,1876.434,3323.44495,2056.59433
"3784","E01003869",1919.14838,1807.21194,3239.24136,1995.08854
"3785","E01003870",2048.30597,1930.72927,3421.80455,2109.51045
"3786","E01003871",1765.24269,1670.84139,2963.3016,1829.96991
"3787","E01003872",1909.07109,1807.55295,3215.72595,1985.9354
"3788","E01003873",2263.84515,2154.10855,3850.69101,2389.13773
"3789","E01003874",1978.21466,1874.96965,3380.52636,2097.82996
"3790","E01003875",1861.14426,1757.15684,3156.39344,1950.45198
"3791","E01003876",2052.53085,1932.84314,3458.04285,2134.77981
"3792","E01003877",1751.876,1651.97922,2972.70239,1836.00042
"3793","E01003878",1652.74181,1553.50796,2799.42888,1730.40367
"3794","E01003879",1617.38076,1520.98947,2739.38819,1693.23181
"3795","E01003880",1820.67597,1705.53537,3068.7079,1891.62435
"3796","E01003881",1615.27508,1525.70435,2706.45715,1673.5977
"3797","E01003882",1913.41664,1794.18554,3254.54043,2012.30557
"3798","E01003883",1580.25369,1483.04717,2664.6731,1638.2036
"3799","E01003884",1716.00868,1611.54101,2876.55786,1775.4174
"3800","E01003885",1575.10517,1483.37614,2617.09109,1622.74742
"3801","E01003886",2358.16161,2411.03106,4998.502,3209.91756
"3802","E01003887",1723.90034,1669.77332,2898.3889,1817.33007
"3803","E01003888",2945.27866,3072.42563,4019.70535,2544.51228
"3804","E01003889",1652.76583,1576.14465,2755.5484,1715.72038
"3805","E01003890",1564.37253,1484.88239,2619.25389,1624.67612
"3806","E01003891",1514.46495,1435.78193,2538.36895,1576.98405
"3807","E01003892",1480.38974,1390.06866,2503.1665,1539.12222
"3808","E01003893",1894.67332,1789.64368,3212.29075,1989.20177
"3809","E01003894",1834.77578,1731.11332,3098.65738,1913.17287
"3810","E01003895",1777.38646,1676.43879,3007.65211,1856.17487
"3811","E01003896",1869.66281,1754.22894,3119.58872,1919.56515
"3812","E01003897",2037.18546,1919.00309,3459.21886,2135.11805
"3813","E01003898",1672.31332,1571.76475,2796.68192,1727.52761
"3814","E01003899",1602.56,1500.50116,2671.89097,1652.99287
"3815","E01003900",1586.46547,1487.33776,2599.99334,1619.60523
"3816","E01003901",1796.52342,1690.80608,3020.91633,1866.69751
"3817","E01003902",1631.31567,1531.98123,2721.75205,1687.7155
"3818","E01003903",1621.91317,1519.0402,2710.08077,1679.81268
"3819","E01003904",1639.58403,1534.82198,2731.14562,1686.48897
"3820","E01003905",1718.97657,1611.07363,2949.91841,1822.72473
"3821","E01003906",1643.43401,1534.59867,2790.47162,1722.52034
"3822","E01003907",1587.90239,1487.31847,2684.19403,1655.6778
"3823","E01003908",1685.38278,1578.18455,2869.56892,1779.59123
"3824","E01003909",1686.946,1580.03536,2823.1042,1751.15969
"3825","E01003910",1790.0258,1684.60738,3018.65935,1861.4953
"3826","E01003911",1863.63,1719.47575,3218.08896,1933.74391
"3827","E01003912",1849.36757,1697.63437,3207.38231,1919.51945
"3828","E01003913",2391.44409,2206.13837,4111.07367,2463.43096
"3829","E01003914",1830.20225,1687.41824,3159.82003,1896.47181
"3830","E01003915",1967.1179,1813.23507,3367.27754,2023.53039
"3831","E01003916",1737.60684,1600.53,2981.91174,1788.8158
"3832","E01003917",1741.69314,1606.00018,2986.50829,1796.39656
"3833","E01003918",1823.05328,1682.98767,3129.59679,1881.17405
"3834","E01003919",2067.08564,1916.28519,3565.36841,2142.85261
"3835","E01003920",1962.71807,1807.74239,3378.81716,2027.85807
"3836","E01003921",2164.96042,2024.58096,3905.91652,2327.59297
"3837","E01003922",2216.05213,2050.87257,4042.95957,2418.52086
"3838","E01003923",2067.08998,1905.57934,3538.08116,2115.14427
"3839","E01003924",1999.9197,1844.96631,3422.16451,2048.79395
"3840","E01003925",1814.21593,1672.9632,3096.71583,1856.24889
"3841","E01003926",2265.12797,2097.38509,3853.18182,2319.23797
"3842","E01003927",2630.73427,2415.42276,4387.7677,2597.59395
"3843","E01003929",3304.16118,3004.61301,5339.32611,3131.49812
"3844","E01003930",2587.53025,2393.91873,4300.2895,2575.44478
"3845","E01003932",2785.29685,2561.44739,4620.32678,2748.96609
"3846","E01003933",2764.21019,2530.27805,4610.72314,2733.13368
"3847","E01003934",2663.96452,2470.99953,4427.21128,2659.86857
"3848","E01003935",2697.87499,2483.84043,4453.30183,2634.68483
"3849","E01003936",2781.39271,2550.75706,4567.01666,2701.60232
"3850","E01003937",2752.91692,2526.2167,4552.73457,2713.91404
"3851","E01003938",2755.83202,2524.30717,4521.83719,2677.24579
"3852","E01003939",2827.37213,2591.04819,4650.41398,2745.77507
"3853","E01003940",2330.49304,2140.61142,3862.51975,2294.82166
"3854","E01003941",2452.26548,2240.39975,4036.17224,2394.15647
"3855","E01003942",2563.49272,2342.70879,4238.76817,2506.12865
"3856","E01003943",2459.25293,2256.80706,4093.03281,2438.23398
"3857","E01003945",1894.54252,1734.27296,3293.70224,1987.58017
"3858","E01003946",1805.9459,1674.83603,3120.8375,1883.46247
"3859","E01003947",1792.08082,1658.75914,3096.23297,1872.94265
"3860","E01003948",1767.56098,1638.29181,3059.3111,1854.73483
"3861","E01003949",1883.6574,1731.7889,3285.40146,1993.98315
"3862","E01003950",1770.01604,1632.75735,3073.41267,1859.42211
"3863","E01003951",1941.49595,1793.9422,3308.23264,1995.12307
"3864","E01003952",1858.50081,1711.9069,3200.36393,1926.95993
"3865","E01003953",1999.61817,1843.71884,3479.6668,2096.05236
"3866","E01003954",1766.88461,1614.54627,3028.69329,1824.69137
"3867","E01003955",1733.19997,1602.31533,2991.12095,1803.29058
"3868","E01003956",1755.6301,1622.95558,3050.60041,1837.75896
"3869","E01003957",1670.79028,1541.31189,2901.96771,1749.68767
"3870","E01003958",1667.51119,1534.44443,2883.16517,1740.18773
"3871","E01003960",2395.57012,2192.83416,3997.20049,2364.12861
"3872","E01003961",2261.22058,2071.04728,3840.01646,2262.08615
"3873","E01003963",2166.84407,1996.60522,3660.3372,2183.93229
"3874","E01003964",2032.54068,1868.86664,3451.72677,2049.62295
"3875","E01003966",2228.20097,2043.27081,3735.46929,2212.8386
"3876","E01003967",1906.56136,1757.67923,3250.79166,1944.72683
"3877","E01003968",1928.56788,1774.80336,3279.61794,1957.58465
"3878","E01003969",2140.01607,1971.97309,3612.74927,2161.59082
"3879","E01003970",1921.21958,1774.74403,3270.28948,1955.78029
"3880","E01003971",2094.08524,1927.43201,3535.23571,2096.51151
"3881","E01003972",2082.2177,1918.19914,3517.42543,2093.62586
"3882","E01003973",1949.25481,1799.30834,3290.23744,1966.09707
"3883","E01003974",2022.36892,1864.54314,3422.50151,2040.29697
"3884","E01003975",2357.91657,2170.22801,3895.48394,2311.63687
"3885","E01003976",2358.47714,2148.43414,3840.48011,2278.27479
"3886","E01003977",2084.30012,1910.93285,3519.47509,2089.87216
"3887","E01003978",2269.6391,2068.25944,3737.1274,2217.6838
"3888","E01003979",2351.18925,2151.78873,3962.2798,2338.86659
"3889","E01003980",2318.09174,2122.42324,3875.14787,2289.22731
"3890","E01003981",3338.34226,3074.26496,5352.39695,3139.16584
"3891","E01003983",1823.95069,1674.52426,3138.0321,1866.95723
"3892","E01003984",1907.45823,1754.20648,3285.93123,1952.86102
"3893","E01003986",2157.04815,1972.90421,3693.26102,2179.7461
"3894","E01003987",2105.38058,1934.94922,3608.72661,2135.63507
"3895","E01003988",1856.27188,1704.3181,3177.79563,1891.79141
"3896","E01003989",1898.40268,1740.28179,3241.03535,1928.14922
"3897","E01003990",1863.53284,1708.90997,3229.47815,1922.63478
"3898","E01003991",2037.48916,1889.53886,3465.92253,2083.81992
"3899","E01003992",2306.41198,2145.91248,3909.98192,2348.6797
"3900","E01003993",2399.92849,2215.76989,4056.60491,2438.4931
"3901","E01003994",2115.86994,1954.51357,3571.57436,2139.5395
"3902","E01003995",2395.50899,2222.3069,4048.43365,2425.61801
"3903","E01003997",2090.03958,1933.10541,3535.96403,2115.58043
"3904","E01003998",2994.20057,2785.63969,5062.12026,3032.19999
"3905","E01003999",2113.55693,1962.0043,3594.60235,2158.21986
"3906","E01004000",2138.14705,1962.57035,3736.37347,2233.24948
"3907","E01004001",1846.67103,1697.53304,3205.81749,1923.43448
"3908","E01004002",1835.56691,1686.48479,3185.17987,1916.66097
"3909","E01004003",1864.2806,1712.96223,3228.29978,1920.55298
"3910","E01004004",1909.42321,1755.24607,3319.64638,1986.90252
"3911","E01004005",1988.00651,1820.20359,3500.53649,2074.74345
"3912","E01004006",1770.04829,1626.86986,3073.4505,1841.35371
"3913","E01004007",1744.86325,1602.50864,2999.74242,1792.35837
"3914","E01004008",2005.98063,1821.45695,3691.60997,2182.50966
"3915","E01004010",1990.02717,1819.22601,3513.1285,2087.82324
"3916","E01004011",1778.88121,1631.54869,3070.00809,1835.9824
"3917","E01004012",1644.53348,1513.01712,2813.36208,1683.08602
"3918","E01004013",1823.50995,1677.05803,3168.54484,1896.01004
"3919","E01004014",1901.60338,1743.66705,3255.17045,1937.17998
"3920","E01004015",1851.30813,1699.4732,3215.35433,1925.15295
"3921","E01004016",1781.6034,1638.34718,3091.35231,1853.05719
"3922","E01004017",1787.92741,1631.31985,3092.49434,1851.25496
"3923","E01004018",1753.22822,1608.27975,3032.08084,1831.02157
"3924","E01004019",1833.6646,1684.7498,3186.78434,1916.54201
"3925","E01004020",1738.91641,1599.50871,3019.90553,1815.44118
"3926","E01004021",1839.58442,1690.70646,3180.60731,1913.76553
"3927","E01004022",2647.11578,2436.84185,4398.04917,2603.3702
"3928","E01004023",2942.64176,2711.25595,4866.22559,2871.01247
"3929","E01004024",2342.89684,2155.83551,3953.5907,2342.06862
"3930","E01004027",3363.76844,3132.51375,5388.24874,3145.68155
"3931","E01004028",2450.8119,2258.16352,4049.38303,2405.67262
"3932","E01004029",2597.66135,2390.04398,4395.57974,2591.23741
"3933","E01004030",2575.83011,2359.63986,4370.41605,2566.74895
"3934","E01004031",2483.69555,2285.56032,4202.79621,2478.12245
"3935","E01004032",2199.13282,2024.25483,3729.26544,2210.92668
"3936","E01004033",2717.61835,2491.66604,4591.27602,2702.84925
"3937","E01004034",2558.98354,2350.44206,4298.72432,2537.35331
"3938","E01004035",2320.19105,2125.08373,3906.76327,2310.10349
"3939","E01004036",2227.9911,2055.75841,3795.70627,2248.72272
"3940","E01004037",2099.09969,1940.27971,3624.46818,2139.91992
"3941","E01004038",1945.31907,1791.61316,3326.69907,1971.52696
"3942","E01004039",1957.13532,1794.69958,3303.86348,1962.70823
"3943","E01004040",2135.82168,1955.4139,3613.0009,2139.73783
"3944","E01004041",1962.69884,1802.95645,3338.52732,1983.28367
"3945","E01004042",2123.56235,1952.49666,3600.19423,2137.1577
"3946","E01004043",2019.85987,1851.32921,3418.39637,2027.65515
"3947","E01004044",1997.10413,1829.8754,3360.51517,1996.83812
"3948","E01004045",2034.36308,1880.29861,3519.82574,2116.41826
"3949","E01004046",1913.30192,1760.40547,3314.3902,1983.48545
"3950","E01004047",2042.22037,1883.99363,3515.6215,2114.16777
"3951","E01004048",2083.10531,1926.51997,3630.85264,2172.65685
"3952","E01004049",2081.00493,1922.38553,3582.66977,2153.90539
"3953","E01004050",2261.95987,2085.18339,3897.4566,2332.44431
"3954","E01004051",2326.77215,2144.3443,4025.20414,2401.31876
"3955","E01004052",1938.93283,1789.71268,3362.5866,2019.71422
"3956","E01004053",2180.33852,2003.62668,3717.53852,2196.63815
"3957","E01004054",2078.02296,1904.7361,3540.74295,2095.39227
"3958","E01004055",2148.44567,1972.67038,3648.16364,2161.71724
"3959","E01004056",2069.43733,1903.23687,3522.97081,2088.65237
"3960","E01004057",2218.76942,2040.75018,3776.62672,2240.97085
"3961","E01004058",2162.48028,1991.82655,3687.94458,2187.3493
"3962","E01004059",2479.58293,2282.98673,4211.9778,2486.11709
"3963","E01004060",2386.34534,2196.6367,4070.34861,2410.2453
"3964","E01004061",2303.32289,2112.27668,4060.48605,2398.13576
"3965","E01004062",2139.51374,1967.52287,3704.10599,2207.8971
"3966","E01004063",2226.96858,2031.32492,3918.49217,2317.3342
"3967","E01004064",1904.60937,1748.94741,3321.14245,1988.22563
"3968","E01004065",1826.84788,1685.04304,3180.24076,1911.83406
"3969","E01004066",1945.1341,1785.03051,3389.79786,2024.846
"3970","E01004067",1979.32841,1816.80037,3455.92235,2047.36395
"3971","E01004068",1910.19307,1754.13507,3313.33998,1994.85905
"3972","E01004069",1923.0445,1778.77108,3315.89824,1997.73421
"3973","E01004070",2073.40261,1914.5381,3557.52667,2139.68084
"3974","E01004071",1832.14506,1694.38949,3184.58673,1917.71889
"3975","E01004072",1682.87047,1555.89918,2930.07258,1771.39113
"3976","E01004073",2093.41123,1935.75223,3601.00401,2168.76087
"3977","E01004074",2264.25042,2087.90089,3893.44389,2340.56014
"3978","E01004075",1723.81439,1591.68755,2986.2711,1802.05235
"3979","E01004076",1577.21934,1484.41171,2695.92323,1663.14998
"3980","E01004077",1533.67627,1441.87228,2606.80945,1614.20107
"3981","E01004078",1497.17013,1403.52355,2558.00521,1589.09326
"3982","E01004079",1491.07619,1398.0029,2543.11764,1576.82798
"3983","E01004080",1589.43034,1494.90173,2719.55069,1684.35157
"3984","E01004081",1443.97842,1354.03393,2461.98033,1526.19466
"3985","E01004082",1355.2957,1267.1675,2315.68649,1423.70065
"3986","E01004083",1362.08274,1279.36151,2322.69089,1447.54829
"3987","E01004084",1358.94876,1272.34494,2314.02556,1436.23341
"3988","E01004085",1347.92836,1265.92222,2299.24469,1428.09528
"3989","E01004086",1579.01102,1483.21072,2687.43496,1661.55323
"3990","E01004087",1390.8516,1305.54353,2374.81781,1477.62804
"3991","E01004088",1424.32846,1333.77852,2429.60566,1504.07475
"3992","E01004089",1374.83288,1289.00247,2347.83059,1457.80444
"3993","E01004090",1400.85663,1325.64724,2386.36407,1484.33769
"3994","E01004091",1339.68146,1264.40687,2281.51235,1416.32163
"3995","E01004092",1350.40299,1270.80455,2296.17012,1425.35536
"3996","E01004093",1187.80578,1115.63432,2025.17957,1248.89747
"3997","E01004094",1466.55485,1383.78581,2495.849,1551.20121
"3998","E01004095",1239.39375,1165.38995,2113.07153,1307.88048
"3999","E01004096",1523.34628,1445.44694,2601.75597,1624.67384
"4000","E01004097",1482.74685,1410.38145,2529.48523,1585.80836
"4001","E01004098",1449.24908,1369.85906,2467.58836,1539.05278
"4002","E01004099",1568.59201,1481.21645,2648.80979,1655.20405
"4003","E01004100",1475.31415,1398.71041,2509.51661,1567.47065
"4004","E01004101",1466.34466,1390.67278,2491.02497,1561.03467
"4005","E01004102",1519.31802,1434.53514,2577.27599,1612.1108
"4006","E01004103",1460.79136,1378.92127,2501.31143,1566.62851
"4007","E01004104",1627.11391,1531.91556,2755.1312,1727.07628
"4008","E01004105",1567.04674,1486.10373,2679.34742,1677.24323
"4009","E01004106",1404.40088,1323.18255,2385.83275,1485.97103
"4010","E01004107",1439.51028,1351.35249,2459.41804,1525.9725
"4011","E01004108",947.77224,884.86691,1616.24989,992.826
"4012","E01004109",1294.74501,1209.76348,2202.37425,1356.07631
"4013","E01004110",1465.8309,1390.4168,2496.13348,1558.90116
"4014","E01004111",1508.58524,1429.63867,2567.7038,1602.18361
"4015","E01004112",1152.70674,1083.57693,1963.86464,1212.5673
"4016","E01004114",851.48302,795.55458,1452.7362,890.67554
"4017","E01004115",1258.82629,1185.90395,2140.80429,1325.43388
"4018","E01004116",1327.65118,1249.34897,2259.23679,1395.31224
"4019","E01004117",1333.49215,1253.47358,2267.53594,1398.55116
"4020","E01004118",1569.51621,1486.80389,2670.39649,1662.69332
"4021","E01004119",1500.47561,1429.4352,2573.89904,1595.41895
"4022","E01004120",1517.67533,1439.34113,2597.82188,1621.34514
"4023","E01004121",1761.30093,1660.3509,3076.78458,1932.55859
"4024","E01004122",1599.85084,1511.65837,2737.07203,1700.45276
"4025","E01004123",1579.85651,1489.09268,2671.18657,1668.2517
"4026","E01004124",1269.78905,1194.07356,2158.69922,1334.1764
"4027","E01004125",1438.99785,1353.09174,2442.04686,1521.643
"4028","E01004126",1430.715,1347.72956,2429.83895,1511.25308
"4029","E01004127",1439.31326,1356.4947,2441.88853,1520.291
"4030","E01004128",1466.16504,1380.30577,2491.65535,1549.62414
"4031","E01004129",1523.66335,1435.63274,2601.37226,1621.68608
"4032","E01004130",1413.04787,1333.40579,2405.05262,1495.04256
"4033","E01004131",1521.20031,1441.05511,2587.42625,1607.75626
"4034","E01004132",1453.61754,1380.91165,2473.86627,1538.08737
"4035","E01004133",1325.50494,1252.51163,2252.75654,1396.5539
"4036","E01004134",1604.93267,1514.79003,2730.40725,1695.82945
"4037","E01004135",1502.93623,1418.70483,2558.37366,1585.53194
"4038","E01004136",1352.37652,1273.86577,2302.25508,1422.64617
"4039","E01004137",1604.02389,1529.64409,2825.91761,1787.63784
"4040","E01004138",1393.39374,1318.37096,2378.96576,1487.6954
"4041","E01004139",1430.09892,1360.97592,2426.44818,1521.20338
"4042","E01004140",1471.45333,1390.62022,2522.19367,1580.80463
"4043","E01004141",1431.05213,1359.38292,2428.57483,1522.06233
"4044","E01004142",1525.67245,1451.9578,2557.29737,1593.3939
"4045","E01004143",1409.37998,1332.43684,2405.34027,1498.54152
"4046","E01004144",1526.68149,1441.06301,2607.3474,1625.75843
"4047","E01004145",1482.85175,1406.84535,2511.09113,1562.36882
"4048","E01004146",1494.45218,1417.06215,2569.64245,1594.79092
"4049","E01004147",1280.43895,1202.9262,2174.62678,1344.69317
"4050","E01004148",1482.49908,1400.51975,2525.26407,1572.55386
"4051","E01004149",1255.36921,1183.09541,2137.78641,1326.32385
"4052","E01004150",1547.34777,1462.04823,2648.65807,1653.05536
"4053","E01004151",1358.26162,1282.5016,2313.65451,1433.28771
"4054","E01004152",1661.04654,1584.63313,2836.49813,1779.08453
"4055","E01004153",1480.68254,1402.17213,2522.38097,1570.17554
"4056","E01004154",1255.54679,1179.07236,2141.40764,1323.04371
"4057","E01004155",1389.02551,1310.48203,2371.62805,1470.73696
"4058","E01004156",1656.91926,1588.61339,2835.00686,1780.03692
"4059","E01004157",1474.26604,1399.11156,2524.51029,1581.11011
"4060","E01004158",1506.56384,1430.33132,2575.18152,1609.99394
"4061","E01004159",1378.93093,1305.85314,2346.68524,1462.37112
"4062","E01004160",1498.35472,1419.75801,2554.25226,1597.07344
"4063","E01004161",1270.09359,1197.22715,2167.24548,1343.66156
"4064","E01004162",1522.34642,1448.47077,2623.6799,1646.71075
"4065","E01004163",1415.71182,1333.70249,2402.37165,1496.58595
"4066","E01004164",1518.06037,1426.187,2564.80256,1606.20769
"4067","E01004165",1499.46229,1416.98468,2541.73014,1591.18106
"4068","E01004166",1328.40732,1248.4114,2259.93286,1400.35692
"4069","E01004167",1426.20383,1340.94959,2418.21898,1504.08764
"4070","E01004168",1275.13027,1200.31598,2167.70783,1344.55985
"4071","E01004169",1381.71009,1298.98333,2341.17697,1455.92739
"4072","E01004170",1678.87731,1582.39781,2873.43338,1791.06896
"4073","E01004171",1562.72807,1466.8798,2653.67054,1648.14365
"4074","E01004172",1558.09981,1470.61426,2655.19646,1659.90277
"4075","E01004173",1323.73512,1240.25333,2254.71548,1393.22104
"4076","E01004174",1366.72365,1280.59774,2335.12067,1442.85104
"4077","E01004175",1558.41558,1463.369,2640.43732,1643.27701
"4078","E01004176",1608.7037,1510.93704,2735.71562,1701.54633
"4079","E01004177",1571.55154,1474.255,2691.49842,1676.22459
"4080","E01004178",1533.42042,1445.21137,2606.89391,1622.46706
"4081","E01004179",1534.51333,1438.6808,2640.89078,1646.9632
"4082","E01004180",1531.78044,1432.83275,2634.63396,1642.72407
"4083","E01004181",1501.85109,1409.21889,2565.76929,1592.79176
"4084","E01004182",1494.71092,1402.10221,2551.1876,1587.85608
"4085","E01004183",1499.92809,1410.16337,2541.63077,1581.41934
"4086","E01004184",1361.68315,1277.9606,2317.77267,1429.20856
"4087","E01004185",1712.26591,1607.38245,2895.07676,1789.42013
"4088","E01004186",1633.58725,1533.86981,2744.81296,1701.04394
"4089","E01004187",1298.21785,1219.31911,2208.64457,1364.45714
"4090","E01004188",1569.58434,1479.48307,2671.62115,1660.12315
"4091","E01004189",1560.51867,1467.96357,2651.92342,1649.12601
"4092","E01004190",1692.72335,1596.46821,2904.17331,1807.23804
"4093","E01004191",1526.97193,1443.2024,2598.50355,1622.30525
"4094","E01004192",1545.68011,1455.99228,2624.94163,1620.94051
"4095","E01004193",1471.32617,1387.0372,2498.91211,1545.29162
"4096","E01004194",1344.95912,1265.63044,2286.8931,1414.95788
"4097","E01004195",1789.57805,1683.16177,3099.67907,1925.32274
"4098","E01004196",1491.95579,1416.01751,2550.35797,1583.93267
"4099","E01004197",2376.33125,2134.21214,4020.10076,2316.4769
