"","zone_origin","akb","akb2007","aral","aral2007"
"1","E01000001",3182.6935,2902.67945,5041.22609,2979.38716
"2","E01000002",3080.12329,2766.27114,4857.05012,2833.93111
"3","E01000003",3217.7529,2965.5432,4703.36355,2772.62561
"4","E01000005",2757.35308,2469.1542,4492.41435,2610.57939
"5","E01000006",1503.21949,1371.8176,2636.98579,1554.39375
"6","E01000007",1929.39734,1746.49226,3456.41384,2009.16545
"7","E01000008",1607.74384,1464.50914,2824.12497,1659.92236
"8","E01000009",1762.74228,1595.33856,3115.83508,1824.17361
"9","E01000010",1781.55371,1618.82569,3110.09146,1821.93286
"10","E01000011",1689.41495,1534.14727,2993.31542,1749.03959
"11","E01000012",1743.55507,1580.79905,3089.49526,1804.10621
"12","E01000013",1447.13666,1323.52403,2538.71612,1507.86815
"13","E01000014",1419.2248,1295.23098,2492.30917,1481.89274
"14","E01000015",1412.36363,1290.08121,2484.52023,1473.94915
"15","E01000016",1406.27088,1282.45828,2467.54178,1464.35178
"16","E01000017",1452.37544,1329.08235,2540.27156,1511.99635
"17","E01000018",1261.11739,1155.92505,2198.96968,1309.45732
"18","E01000019",1471.34515,1341.66769,2593.1184,1537.80794
"19","E01000020",1474.71786,1342.45398,2597.21139,1536.64401
"20","E01000021",1442.19881,1315.68079,2539.70158,1509.30391
"21","E01000022",1317.40823,1204.55721,2306.18357,1370.04579
"22","E01000023",1461.36218,1336.31522,2571.3645,1522.21075
"23","E01000024",1448.24719,1324.88481,2549.09128,1515.00242
"24","E01000025",1431.28443,1305.23047,2511.18922,1493.29656
"25","E01000027",1341.34985,1227.51557,2342.46876,1393.92152
"26","E01000028",1099.54048,1009.33937,1911.34027,1141.19663
"27","E01000029",1290.52034,1179.1982,2253.21326,1344.64646
"28","E01000030",1303.66746,1190.77458,2265.39309,1352.00622
"29","E01000031",1438.54888,1312.49523,2515.11084,1493.1662
"30","E01000032",1542.81649,1404.49693,2709.0432,1600.40655
"31","E01000033",1180.0305,1082.93607,2060.54494,1229.66137
"32","E01000034",1327.98057,1218.67209,2326.67933,1384.91772
"33","E01000035",1397.98309,1282.08388,2456.30888,1460.58569
"34","E01000036",1475.29716,1351.17457,2594.81986,1539.01879
"35","E01000037",1196.02585,1099.76158,2081.78326,1240.18984
"36","E01000038",1394.12829,1281.80136,2437.41759,1450.1366
"37","E01000039",1278.74439,1174.34434,2232.12418,1327.12477
"38","E01000040",1650.86934,1507.60894,2843.72951,1678.67041
"39","E01000041",1417.31653,1293.80262,2469.78255,1465.49646
"40","E01000042",1668.19543,1518.25699,2964.61956,1720.7121
"41","E01000043",1570.25307,1428.688,2758.56876,1623.27275
"42","E01000044",1478.00726,1348.13967,2577.35971,1521.32488
"43","E01000045",1550.02076,1398.16302,2637.7459,1564.21493
"44","E01000046",1468.55047,1342.0386,2565.52464,1520.6459
"45","E01000048",1597.60944,1450.2865,2793.27319,1647.54149
"46","E01000049",1550.92816,1413.0901,2710.37099,1596.55986
"47","E01000050",1703.98985,1548.35761,2987.47846,1753.04999
"48","E01000051",1636.45128,1487.539,2879.49212,1692.55563
"49","E01000052",1602.3461,1458.50277,2799.4626,1650.03789
"50","E01000053",1362.41574,1206.73783,2360.65025,1376.21979
"51","E01000054",1363.42472,1245.62463,2377.85474,1408.80393
"52","E01000055",1446.54056,1321.3315,2529.73348,1497.88314
"53","E01000056",1349.4518,1227.92185,2348.39483,1388.37172
"54","E01000057",1600.04391,1459.43549,2807.90029,1658.07341
"55","E01000058",1475.61936,1346.35308,2590.07347,1532.86469
"56","E01000059",1257.15934,1150.27095,2188.88996,1300.33275
"57","E01000060",1352.17998,1232.58761,2366.69406,1416.62136
"58","E01000061",1346.75656,1227.97742,2369.72785,1404.31644
"59","E01000062",1366.56427,1251.96728,2380.53218,1419.10295
"60","E01000063",1351.52717,1228.82101,2356.00089,1404.51397
"61","E01000064",1256.18384,1149.29024,2195.28535,1308.18511
"62","E01000065",1353.75915,1237.06249,2372.48393,1412.38511
"63","E01000066",1348.37714,1232.99422,2359.0685,1398.89794
"64","E01000067",1538.45185,1402.44767,2717.30232,1607.58351
"65","E01000068",1707.66386,1551.80415,3018.06159,1769.40233
"66","E01000069",1525.84634,1392.68696,2673.41505,1576.3474
"67","E01000070",1577.77573,1434.69556,2767.7713,1634.18898
"68","E01000071",1784.06772,1617.02105,3143.06662,1841.80392
"69","E01000072",1373.09902,1255.26107,2393.11344,1421.11914
"70","E01000073",1386.56791,1268.49329,2430.08142,1442.75976
"71","E01000074",1545.45066,1408.34808,2717.00058,1609.81159
"72","E01000075",1588.7327,1447.75805,2789.14458,1650.61998
"73","E01000076",1309.08815,1198.21845,2281.11432,1355.51179
"74","E01000077",1444.76009,1318.16413,2539.29745,1511.01641
"75","E01000078",1462.49168,1333.28715,2573.21125,1529.72992
"76","E01000079",1384.65478,1264.45805,2440.04116,1449.61853
"77","E01000080",1494.0912,1363.33425,2628.12766,1561.66387
"78","E01000081",1263.59659,1156.38488,2208.02113,1315.06712
"79","E01000082",1348.79259,1232.32964,2363.48298,1406.67189
"80","E01000083",1493.56923,1359.54931,2636.5164,1575.31433
"81","E01000084",1462.0914,1333.82554,2578.98035,1530.06801
"82","E01000085",1438.68718,1312.97417,2537.83,1503.36507
"83","E01000086",1373.14069,1250.25412,2408.66701,1425.72997
"84","E01000087",1305.911,1184.88204,2250.12682,1334.60871
"85","E01000088",1240.35907,1133.1799,2152.29637,1274.97847
"86","E01000089",1089.22135,999.47149,1886.27123,1124.55006
"87","E01000090",1267.15244,1155.14424,2190.08748,1295.49289
"88","E01000091",1327.33388,1220.84584,2259.93453,1349.96412
"89","E01000092",1360.24499,1242.79094,2369.46387,1401.32193
"90","E01000093",1440.7219,1316.23242,2490.27375,1475.06971
"91","E01000094",1314.40055,1202.13948,2237.72237,1330.43403
"92","E01000095",1337.92811,1225.1496,2366.98703,1395.8142
"93","E01000096",1529.41839,1398.41861,2664.59117,1580.48549
"94","E01000097",1581.78406,1437.03711,2816.42672,1663.1813
"95","E01000098",1536.17731,1400.87474,2703.78801,1600.58204
"96","E01000099",1484.79336,1353.84174,2630.57208,1557.61453
"97","E01000100",1438.47025,1313.88553,2523.88108,1495.33805
"98","E01000101",1331.87017,1215.64204,2333.6768,1392.47827
"99","E01000102",1522.99046,1385.52966,2675.7174,1584.13169
"100","E01000103",1277.83111,1170.31149,2222.09687,1318.04174
"101","E01000104",1420.29771,1320.49571,2494.82804,1480.08219
"102","E01000105",1492.55346,1362.1046,2623.63443,1551.28556
"103","E01000106",1318.91547,1206.04525,2299.44523,1365.28713
"104","E01000107",1176.39331,1080.22414,2048.08076,1220.05515
"105","E01000108",1406.79496,1280.51604,2480.37231,1467.42247
"106","E01000109",1436.85899,1312.26328,2527.81068,1498.1091
"107","E01000110",1433.21593,1308.46551,2505.44764,1488.58725
"108","E01000111",1395.29099,1276.91014,2451.76864,1457.31668
"109","E01000112",1698.19835,1538.22905,3029.35627,1783.70827
"110","E01000113",1638.61122,1487.67482,2891.32167,1709.81001
"111","E01000114",1373.78114,1252.72133,2404.6998,1429.49447
"112","E01000115",1592.61268,1481.05784,2738.93622,1638.41513
"113","E01000116",1550.3153,1441.41373,2651.08792,1586.32989
"114","E01000117",1597.42176,1483.14431,2738.46881,1638.72992
"115","E01000118",1542.19802,1432.4425,2645.66104,1585.14394
"116","E01000119",1627.91753,1512.83713,2796.86691,1671.6102
"117","E01000120",1513.58026,1408.86939,2604.0352,1560.71382
"118","E01000121",1665.13714,1547.16357,2858.2342,1707.59474
"119","E01000122",1673.55132,1553.34489,2873.09758,1713.99422
"120","E01000123",1769.43752,1642.80583,3045.66786,1812.35225
"121","E01000124",1834.92488,1697.97948,3154.46585,1880.69236
"122","E01000125",1571.87804,1477.44629,2771.86167,1667.11872
"123","E01000126",1602.71874,1498.53526,2726.99516,1654.10424
"124","E01000127",1588.53256,1482.21563,2713.77169,1642.51934
"125","E01000128",1575.782,1473.58623,2689.80619,1627.50995
"126","E01000129",1541.59204,1445.8357,2626.14865,1593.45392
"127","E01000130",1669.82107,1558.73714,2844.76646,1717.87536
"128","E01000131",1518.91784,1430.5663,2615.53734,1578.97588
"129","E01000132",1688.48386,1576.89927,2863.28212,1731.46832
"130","E01000133",1706.26679,1595.22007,2904.04513,1759.89381
"131","E01000134",1599.43516,1494.54045,2719.46828,1647.02783
"132","E01000135",1832.11,1729.26626,3156.69084,1901.98654
"133","E01000136",1869.43911,1766.54703,3214.16281,1936.72718
"134","E01000137",1787.17233,1691.65087,3064.88802,1849.32541
"135","E01000138",1801.97885,1708.52047,3095.48744,1867.07778
"136","E01000139",1907.38202,1799.71922,3252.8401,1962.24569
"137","E01000140",1790.51619,1687.91827,3061.11667,1846.03306
"138","E01000141",1954.66553,1832.25667,3331.12677,2004.97516
"139","E01000142",1969.91713,1846.14158,3369.61852,2020.93356
"140","E01000143",1916.34475,1796.62436,3259.52588,1960.4619
"141","E01000144",1901.91377,1787.3649,3269.61826,1975.21715
"142","E01000145",1764.35676,1660.87094,3041.65821,1835.31646
"143","E01000146",1923.57861,1816.10664,3264.14467,1973.96696
"144","E01000147",1314.51447,1229.21915,2242.53344,1357.1285
"145","E01000148",1633.57764,1547.45201,2848.44248,1714.75119
"146","E01000150",1739.55414,1625.96412,2952.71629,1782.7479
"147","E01000151",1577.24767,1476.96934,2679.85898,1619.89801
"148","E01000152",1631.4211,1525.40207,2773.5341,1675.05364
"149","E01000153",1528.72162,1432.94976,2609.61121,1577.37917
"150","E01000154",1527.77523,1431.55637,2613.2528,1578.40825
"151","E01000155",1581.39664,1486.07367,2707.51503,1638.72835
"152","E01000156",1580.61948,1476.23243,2728.01271,1640.82101
"153","E01000157",1499.05407,1392.65273,2579.5727,1544.54226
"154","E01000158",1705.90232,1581.34673,2930.93113,1746.59568
"155","E01000159",1686.17759,1572.18609,2905.88203,1736.23724
"156","E01000160",1957.41136,1816.78063,3372.97958,2006.38168
"157","E01000161",1801.11443,1677.57311,3124.96303,1863.83727
"158","E01000162",1760.49102,1649.20883,3050.4064,1824.88346
"159","E01000163",1838.91261,1707.78032,3170.58203,1889.61693
"160","E01000164",1655.29351,1539.94981,2849.52962,1706.5304
"161","E01000165",1686.32056,1571.81928,2911.41874,1743.89515
"162","E01000166",1346.5601,1251.96811,2314.20617,1386.02459
"163","E01000167",1475.9637,1372.52507,2514.5347,1507.00991
"164","E01000168",1328.88399,1235.71028,2287.42028,1371.96246
"165","E01000169",1493.3154,1389.21815,2547.22267,1526.77615
"166","E01000170",1538.75783,1434.98806,2626.32732,1574.89795
"167","E01000171",1610.28123,1494.21525,2743.81842,1643.35632
"168","E01000172",1464.89958,1363.85153,2524.71829,1511.49033
"169","E01000173",1507.64216,1402.03773,2584.3043,1548.07797
"170","E01000174",1721.10877,1599.64228,2910.61107,1736.98395
"171","E01000175",1613.15474,1501.83247,2760.1034,1652.11398
"172","E01000176",1690.32218,1568.275,2905.65029,1736.49217
"173","E01000177",1589.79323,1484.57663,2719.16585,1633.16876
"174","E01000178",1775.33843,1663.32443,3046.77696,1825.99687
"175","E01000179",1546.5159,1437.60677,2653.36948,1589.75475
"176","E01000180",1840.56309,1727.05101,3153.76307,1894.80353
"177","E01000181",1835.15287,1719.93384,3135.38855,1885.99165
"178","E01000182",1934.649,1812.07234,3304.97758,1987.52992
"179","E01000183",1714.74696,1597.76352,2924.65122,1756.66745
"180","E01000184",1719.05263,1597.16656,2952.19435,1766.02317
"181","E01000185",1731.94662,1617.90296,2974.39542,1781.97062
"182","E01000186",1435.90973,1342.551,2444.868,1484.80538
"183","E01000187",1324.65007,1236.57969,2255.72138,1367.29491
"184","E01000188",1257.40969,1166.25438,2141.44118,1294.78666
"185","E01000189",1346.32056,1248.32123,2265.71082,1378.27896
"186","E01000190",1378.11759,1288.07257,2336.73201,1427.03091
"187","E01000191",1428.2349,1336.67656,2435.52517,1474.96188
"188","E01000192",1517.67669,1421.66031,2576.03079,1567.16016
"189","E01000193",1556.43547,1450.45032,2641.75075,1602.58712
"190","E01000194",1517.40955,1425.54957,2599.08898,1573.12255
"191","E01000195",1259.58992,1166.81398,2145.38323,1294.39834
"192","E01000196",1700.97424,1588.60065,2901.0493,1744.7854
"193","E01000197",1818.33467,1692.51291,3069.85704,1847.47709
"194","E01000198",1491.71817,1393.09045,2551.05566,1538.87472
"195","E01000199",1545.21916,1442.99254,2628.53434,1582.15379
"196","E01000200",1713.88633,1580.60845,2875.99484,1722.1749
"197","E01000201",1672.32161,1551.68778,2852.43874,1718.29151
"198","E01000202",1632.27327,1518.92474,2793.78105,1678.93526
"199","E01000203",1711.18737,1578.6287,2977.85659,1790.10873
"200","E01000204",1581.30882,1471.89412,2697.70194,1625.29281
"201","E01000205",1662.5673,1536.90265,2875.41852,1730.54349
"202","E01000206",1835.5296,1718.37411,3146.45507,1891.26244
"203","E01000207",1684.57507,1570.9698,2883.45933,1734.54366
"204","E01000208",1940.45127,1825.67659,3345.76077,2011.0336
"205","E01000209",1623.57608,1519.18833,2782.46816,1676.75349
"206","E01000210",1674.09475,1555.2715,2863.05136,1714.6381
"207","E01000211",1642.00022,1528.24378,2792.932,1682.35083
"208","E01000212",1808.58372,1697.97564,3100.85263,1866.21261
"209","E01000213",1569.706,1463.85259,2687.39715,1618.29233
"210","E01000214",2044.17603,1926.47265,3605.68975,2137.12696
"211","E01000215",1669.33916,1565.494,2884.59906,1741.11534
"212","E01000216",1501.44196,1405.99327,2567.74901,1549.47358
"213","E01000217",1412.88545,1317.78877,2426.95451,1462.83937
"214","E01000218",1690.72232,1594.44734,2882.92418,1738.94962
"215","E01000219",1731.81464,1623.72365,3022.94596,1829.9853
"216","E01000220",1687.82382,1574.16008,2910.83005,1760.52095
"217","E01000221",1665.80199,1562.27973,2883.15898,1740.86724
"218","E01000222",1652.8032,1547.56219,2839.21567,1710.66863
"219","E01000223",1656.3258,1547.90327,2801.29548,1694.61551
"220","E01000224",1618.63566,1516.27923,2760.40092,1663.44124
"221","E01000225",1608.02098,1494.59369,2770.00636,1668.37366
"222","E01000226",1592.62005,1486.91329,2706.72972,1638.14868
"223","E01000227",1526.90055,1425.74673,2595.96208,1570.52628
"224","E01000228",1457.22051,1361.55114,2472.5991,1492.91822
"225","E01000229",1480.0114,1385.65475,2514.40226,1521.92672
"226","E01000230",1464.50444,1371.91342,2478.89652,1502.1336
"227","E01000231",1545.78151,1448.72558,2616.27782,1579.77288
"228","E01000232",1557.03359,1456.17732,2636.97594,1595.99466
"229","E01000233",1614.76599,1509.9644,2736.51164,1655.32541
"230","E01000234",1752.96517,1638.62232,2976.60211,1798.49337
"231","E01000235",1776.80429,1665.1418,3012.49704,1821.33419
"232","E01000236",1617.30971,1513.8545,2781.83588,1680.22293
"233","E01000237",1724.40746,1625.12031,2940.7242,1773.6873
"234","E01000238",1540.41106,1437.7514,2635.47122,1591.32369
"235","E01000239",1686.25296,1590.07075,2875.86045,1736.10813
"236","E01000240",1567.47997,1469.79984,2675.13397,1616.91057
"237","E01000241",1403.98861,1312.34009,2397.42993,1447.70284
"238","E01000242",1608.97192,1503.76997,2743.14818,1667.01852
"239","E01000243",1616.66198,1510.00503,2766.0613,1667.99619
"240","E01000244",1703.20245,1601.36668,2902.30164,1755.94029
"241","E01000245",1560.9177,1457.35598,2657.68633,1606.4973
"242","E01000246",1525.28377,1423.59612,2602.12299,1562.18271
"243","E01000247",1549.65936,1441.68563,2646.11062,1583.40699
"244","E01000248",1514.64729,1431.76554,2610.97438,1553.73413
"245","E01000249",1307.12443,1214.99619,2232.81519,1341.98186
"246","E01000250",1398.42942,1326.93389,2500.92557,1525.60202
"247","E01000251",1693.09144,1577.56851,2888.91294,1732.73309
"248","E01000252",1582.83519,1475.61479,2694.59078,1614.16971
"249","E01000253",1294.12687,1205.15874,2208.70862,1330.7827
"250","E01000254",1417.01213,1324.02721,2441.9499,1468.75815
"251","E01000255",1510.09884,1411.30839,2576.26971,1554.97058
"252","E01000256",1567.66251,1466.16018,2660.41538,1608.06117
"253","E01000257",1639.21466,1528.62755,2789.5156,1676.52226
"254","E01000258",1831.04655,1723.70938,3183.67174,1920.26735
"255","E01000259",1533.79271,1426.01215,2613.68243,1568.82705
"256","E01000260",1496.13613,1400.55688,2549.72115,1539.68078
"257","E01000261",1556.45654,1454.42701,2643.35747,1597.04678
"258","E01000262",1557.41177,1455.82567,2666.03304,1606.4066
"259","E01000263",1689.40029,1582.1532,2871.80721,1740.73882
"260","E01000264",1838.70217,1713.49066,3042.20895,1875.08939
"261","E01000265",1662.84987,1545.68403,2851.57925,1704.05666
"262","E01000266",1676.99245,1569.56406,2877.16901,1723.79489
"263","E01000267",1719.17744,1600.6199,2947.63662,1775.62697
"264","E01000268",1568.98763,1459.68676,2676.4415,1603.43423
"265","E01000269",1563.16831,1454.28512,2671.19784,1600.46413
"266","E01000270",1679.18976,1562.00451,2861.72256,1712.54179
"267","E01000271",1653.39748,1538.55788,2819.66918,1689.04204
"268","E01000272",1816.69949,1690.31457,3114.9294,1856.98056
"269","E01000273",1716.18122,1607.12152,2933.30435,1753.82585
"270","E01000274",1624.61666,1509.81951,2788.66619,1666.85016
"271","E01000275",1372.79918,1280.42295,2346.28985,1410.42785
"272","E01000276",1476.35647,1371.94495,2506.36307,1508.01026
"273","E01000277",1576.65839,1471.71936,2692.97137,1619.48992
"274","E01000278",1579.01654,1470.44514,2669.06206,1606.82729
"275","E01000279",1474.04399,1373.15982,2524.42302,1515.89865
"276","E01000280",1617.52013,1507.99477,2773.76588,1660.01436
"277","E01000281",1711.89557,1589.73271,2936.29049,1760.14094
"278","E01000282",1659.02343,1551.66063,2851.60875,1708.94259
"279","E01000283",1226.86196,1141.06128,2099.85109,1261.17617
"280","E01000284",1688.42704,1579.90946,2890.88534,1729.78825
"281","E01000285",1317.80208,1225.19553,2256.40836,1356.39236
"282","E01000286",1351.88758,1255.80372,2299.73621,1382.36926
"283","E01000287",1252.47673,1164.73341,2137.21413,1285.28569
"284","E01000288",1563.03771,1461.37154,2666.70725,1600.92948
"285","E01000289",1329.79677,1237.44199,2274.49787,1363.95118
"286","E01000290",1361.63839,1271.66715,2316.85355,1399.80786
"287","E01000291",1348.43024,1258.24467,2303.59302,1384.40159
"288","E01000292",1410.87942,1318.0046,2416.36496,1448.97247
"289","E01000293",1532.06918,1427.37426,2611.92015,1567.27786
"290","E01000294",1392.9092,1297.58178,2388.43618,1435.80041
"291","E01000295",1811.11456,1687.91691,3087.95848,1860.33394
"292","E01000296",1778.70513,1647.36547,2993.98501,1793.45964
"293","E01000297",1598.82973,1488.0557,2745.32214,1647.04953
"294","E01000298",1651.54511,1534.54621,2785.98324,1672.97127
"295","E01000299",1613.43482,1502.30082,2749.87461,1638.06624
"296","E01000300",1562.32125,1458.50991,2629.39301,1583.65795
"297","E01000301",1586.58719,1456.22698,2644.02971,1596.66935
"298","E01000302",1633.29189,1506.59046,2771.92045,1652.59552
"299","E01000303",1429.69782,1331.67094,2434.32114,1463.99046
"300","E01000304",1705.99983,1581.97196,2883.24613,1730.25243
"301","E01000305",1659.85522,1560.22634,2820.74565,1703.74856
"302","E01000306",1601.68947,1497.96973,2727.16371,1645.0821
"303","E01000307",1651.79641,1554.24437,2825.14192,1704.65801
"304","E01000308",1733.78233,1628.32041,2948.2939,1782.45907
"305","E01000309",1794.00803,1685.73635,3075.47448,1855.95608
"306","E01000310",1702.0634,1603.16696,2916.75766,1761.98291
"307","E01000311",1704.20242,1597.9184,2952.1403,1777.6255
"308","E01000312",1695.57552,1588.85875,2878.32236,1740.26909
"309","E01000313",1878.47638,1762.03439,3193.98038,1925.65809
"310","E01000314",1408.94731,1318.07211,2405.66047,1452.12885
"311","E01000315",1685.57156,1568.79099,2900.26412,1731.68588
"312","E01000316",1609.76673,1494.65205,2762.06976,1647.61634
"313","E01000317",1598.18702,1480.89826,2719.525,1626.65466
"314","E01000318",1646.86236,1521.50012,2803.89996,1670.52693
"315","E01000319",1645.6447,1530.10356,2836.65517,1694.39587
"316","E01000320",1621.28993,1498.2749,2763.8841,1646.78867
"317","E01000321",1673.16488,1518.64485,2807.69988,1660.90091
"318","E01000322",1629.74132,1507.85603,2757.41561,1641.29092
"319","E01000323",1584.90309,1463.47063,2695.9535,1609.05182
"320","E01000324",1717.2039,1598.25866,2968.0585,1771.43095
"321","E01000325",1454.73004,1347.53568,2515.45521,1533.27725
"322","E01000326",1330.6568,1226.85751,2250.30349,1367.92862
"323","E01000327",1328.36073,1233.82352,2306.73377,1407.99793
"324","E01000328",1371.14935,1272.82768,2380.99366,1450.0858
"325","E01000329",1321.48108,1226.62388,2294.05637,1399.42636
"326","E01000330",1347.91321,1250.12951,2348.36534,1438.5505
"327","E01000331",1278.26536,1181.71559,2196.30754,1334.59837
"328","E01000332",1253.57511,1155.19315,2157.70131,1312.9047
"329","E01000333",1202.47183,1105.09677,2066.57,1257.03885
"330","E01000334",1262.60467,1162.45456,2181.21032,1320.34847
"331","E01000335",1333.43238,1230.75936,2291.6522,1383.44752
"332","E01000336",1351.47061,1246.78489,2261.67476,1357.71014
"333","E01000337",1363.12353,1251.36373,2335.70894,1404.28999
"334","E01000338",1205.60314,1109.5405,2077.45196,1253.53648
"335","E01000339",1483.86155,1361.78275,2539.02912,1543.44931
"336","E01000340",1378.32525,1268.92404,2381.68534,1444.58616
"337","E01000341",1335.38759,1227.03323,2322.32573,1407.90515
"338","E01000342",1233.25109,1134.41088,2112.26377,1277.60599
"339","E01000343",1327.56575,1220.97862,2286.68335,1388.7451
"340","E01000344",1476.60161,1357.17549,2524.90336,1533.44753
"341","E01000345",1374.27845,1260.53133,2349.26764,1422.93927
"342","E01000346",1333.02395,1220.53974,2291.55397,1387.78713
"343","E01000347",1318.44916,1214.21414,2253.66487,1365.80167
"344","E01000348",1316.42722,1212.43884,2251.47092,1369.48044
"345","E01000349",1312.96358,1216.26519,2238.16931,1361.11708
"346","E01000350",1333.1268,1230.63767,2272.06255,1377.27011
"347","E01000351",1141.91914,1050.86448,1954.68128,1183.66513
"348","E01000352",1376.38464,1270.16645,2346.2314,1425.0141
"349","E01000353",1188.24341,1097.28202,2054.95255,1252.23101
"350","E01000354",1329.51726,1231.72778,2311.08908,1418.41788
"351","E01000355",1399.99606,1289.7306,2415.30918,1470.25171
"352","E01000356",1339.11622,1238.16947,2315.10174,1417.13074
"353","E01000357",1186.84034,1094.81918,2049.64983,1244.08574
"354","E01000358",1353.66937,1257.77178,2349.36779,1438.18923
"355","E01000359",1299.73785,1200.92792,2251.73845,1373.13682
"356","E01000360",1253.80677,1156.69024,2167.63858,1323.34605
"357","E01000361",1121.99989,1035.23118,1921.38008,1165.12843
"358","E01000362",1248.64256,1157.06171,2149.97091,1306.80553
"359","E01000363",1274.95942,1176.78975,2179.15458,1324.54171
"360","E01000364",1258.62007,1163.01331,2184.19322,1333.42548
"361","E01000365",1246.27696,1154.88642,2161.04166,1318.18353
"362","E01000366",1298.53356,1203.21546,2254.01738,1374.01328
"363","E01000367",1235.62156,1138.12531,2122.42903,1290.29852
"364","E01000368",1251.10358,1158.1278,2156.40044,1310.482
"365","E01000369",1300.35762,1212.55227,2289.15943,1400.86671
"366","E01000370",1377.35312,1291.90645,2378.02579,1449.16099
"367","E01000371",1207.48205,1115.36267,2076.40898,1259.51771
"368","E01000372",1143.96236,1056.81543,1968.13062,1193.0949
"369","E01000373",1150.99636,1061.58348,1977.42201,1197.8316
"370","E01000374",1015.09969,936.73982,1746.40761,1055.64902
"371","E01000375",984.99255,907.90622,1682.4649,1017.11745
"372","E01000376",1098.85723,1013.23286,1887.99959,1142.12508
"373","E01000377",1118.10447,1032.32655,1920.53975,1163.45512
"374","E01000378",1339.53889,1229.71101,2285.39145,1379.5583
"375","E01000379",1115.48814,1028.81566,1907.09672,1152.12291
"376","E01000380",1302.83376,1201.22051,2242.28592,1364.19152
"377","E01000381",1049.23687,965.98718,1792.34687,1083.26343
"378","E01000382",1460.05877,1344.75511,2490.00013,1509.22052
"379","E01000383",922.46581,845.98842,1577.9417,950.60716
"380","E01000384",1333.23577,1216.02875,2274.87063,1363.30431
"381","E01000385",1096.59396,1001.37552,1877.599,1128.04294
"382","E01000386",1315.89776,1184.77295,2249.21016,1336.40458
"383","E01000387",1393.65913,1282.04798,2378.87495,1440.72443
"384","E01000388",1111.81328,1023.29898,1920.177,1162.8696
"385","E01000389",1286.00393,1189.02835,2217.03759,1349.22412
"386","E01000390",1356.23678,1250.24828,2322.73528,1412.70302
"387","E01000391",1158.17073,1066.57823,1981.48617,1199.81594
"388","E01000392",1293.14748,1193.19722,2248.87564,1368.19513
"389","E01000393",1294.97033,1195.18817,2241.87902,1364.84569
"390","E01000394",1313.54589,1213.70537,2273.68987,1388.83149
"391","E01000395",1315.53828,1210.63211,2293.48186,1390.53551
"392","E01000396",1406.19555,1294.39185,2439.69594,1483.87586
"393","E01000398",1298.24131,1194.69099,2255.83098,1363.64085
"394","E01000399",1352.11362,1244.48975,2360.22431,1433.94464
"395","E01000400",1433.0731,1321.90165,2497.28757,1521.51096
"396","E01000401",1229.13469,1130.80771,2138.07739,1307.174
"397","E01000402",1210.83941,1115.15723,2079.85185,1261.43499
"398","E01000403",1215.77588,1120.44169,2081.42006,1257.01683
"399","E01000404",1199.21265,1102.24632,2052.72588,1240.18153
"400","E01000405",1227.66137,1127.69065,2098.42163,1265.50673
"401","E01000406",1193.41706,1102.35246,2050.62251,1241.5801
"402","E01000407",1220.90336,1124.897,2107.3855,1273.92871
"403","E01000408",1263.09839,1165.26229,2169.81944,1307.12088
"404","E01000409",1271.08389,1168.62601,2201.13971,1334.97124
"405","E01000410",1368.3805,1259.90532,2366.56014,1435.70789
"406","E01000411",1331.06022,1225.48932,2305.22817,1400.36771
"407","E01000412",1498.7879,1378.51675,2597.17266,1581.34564
"408","E01000413",1308.62557,1202.73485,2261.81669,1368.36819
"409","E01000414",1339.21432,1234.12788,2318.41818,1409.28291
"410","E01000415",1280.79548,1178.46031,2217.81157,1346.73303
"411","E01000416",1524.31622,1398.75257,2649.1124,1589.12452
"412","E01000417",1501.94512,1369.23711,2587.37762,1555.35593
"413","E01000418",1473.08698,1358.35261,2570.95592,1546.91398
"414","E01000419",1266.05818,1165.22694,2189.92988,1330.27228
"415","E01000420",1235.18531,1138.51153,2139.13006,1317.77343
"416","E01000421",1247.48686,1149.10388,2161.25357,1318.14295
"417","E01000422",1431.5006,1313.78975,2470.9754,1482.2891
"418","E01000423",1586.24915,1460.06556,2725.89017,1653.01437
"419","E01000424",1493.13382,1364.54728,2537.32855,1532.96622
"420","E01000425",1314.11376,1207.49971,2245.72901,1357.68069
"421","E01000426",1522.39477,1394.25193,2598.30761,1568.80306
"422","E01000427",1495.06364,1376.14238,2551.67849,1541.98413
"423","E01000428",1450.96142,1332.52626,2473.87262,1488.35249
"424","E01000429",1166.96961,1070.97497,1996.69542,1206.16778
"425","E01000430",1213.86048,1118.96355,2092.58349,1262.23331
"426","E01000431",1074.69437,989.80081,1846.33147,1115.75381
"427","E01000432",1241.15463,1138.91525,2131.33141,1289.13992
"428","E01000433",1235.64589,1136.20093,2118.95802,1282.49728
"429","E01000434",1282.53259,1180.6972,2195.03764,1330.24973
"430","E01000435",1268.25321,1168.9934,2171.06445,1318.9207
"431","E01000436",1263.67004,1164.54824,2183.11712,1336.87331
"432","E01000437",1131.02519,1043.45222,1946.98509,1183.5237
"433","E01000438",1146.59787,1060.13881,1974.79978,1198.01822
"434","E01000439",1296.70244,1203.24132,2230.6451,1363.38604
"435","E01000440",1219.7221,1123.37432,2107.08902,1291.20949
"436","E01000441",1315.10865,1225.34623,2309.84243,1408.24178
"437","E01000442",1249.7999,1155.15124,2150.40664,1320.89837
