"","LSOA11NM","LSOA11CD","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","LA.CODE","LA.NAME","X","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","dif_IMD","dif_income","dif_employ","dif_edu"
"2245","Harrow 030C","E01002221","E02000462","Harrow 030","E09000015","Harrow","E12000007","London",1564,1559,5,91.6,511,3.1,"00AQ","Harrow",NA,14204,10242,13906,22883,16247,13405,16256,16736,2043,3163,2350,-6147
"2246","Harrow 030D","E01002222","E02000462","Harrow 030","E09000015","Harrow","E12000007","London",1608,1608,0,76.9,488,3.3,"00AQ","Harrow",NA,21748,15326,25932,25466,20086,16280,25031,23489,-1662,954,-901,-1977
"2250","Harrow 031D","E01002223","E02000463","Harrow 031","E09000015","Harrow","E12000007","London",1873,1873,0,91.9,591,3.2,"00AQ","Harrow",NA,17931,12616,16329,23458,21595,15951,21740,20363,3664,3335,5411,-3095
"2251","Harrow 031E","E01002224","E02000463","Harrow 031","E09000015","Harrow","E12000007","London",1530,1530,0,83.8,497,3.1,"00AQ","Harrow",NA,11173,5697,13794,16106,12537,8563,11176,13146,1364,2866,-2618,-2960
"2131","Harrow 001C","E01002225","E02000433","Harrow 001","E09000015","Harrow","E12000007","London",1575,1450,125,7.7,623,2.3,"00AQ","Harrow",NA,29105,29320,30345,31318,28641,27622,31698,30786,-464,-1698,1353,-532
"2132","Harrow 001D","E01002226","E02000433","Harrow 001","E09000015","Harrow","E12000007","London",2228,2228,0,36.5,1003,2.2,"00AQ","Harrow",NA,16834,13738,18111,25926,21272,14890,22023,28491,4438,1152,3912,2565
"2138","Harrow 003A","E01002227","E02000435","Harrow 003","E09000015","Harrow","E12000007","London",1809,1733,76,55.3,611,2.8,"00AQ","Harrow",NA,6217,2972,4847,15881,5441,3521,4499,12951,-776,549,-348,-2930
"2139","Harrow 003B","E01002228","E02000435","Harrow 003","E09000015","Harrow","E12000007","London",2105,2103,2,50.2,710,3,"00AQ","Harrow",NA,18728,9559,22212,29026,19914,14306,19440,25402,1186,4747,-2772,-3624
"2140","Harrow 003C","E01002229","E02000435","Harrow 003","E09000015","Harrow","E12000007","London",1717,1710,7,27.2,770,2.2,"00AQ","Harrow",NA,15683,12762,11301,28367,14542,13685,14518,21815,-1141,923,3217,-6552
"2141","Harrow 003D","E01002230","E02000435","Harrow 003","E09000015","Harrow","E12000007","London",1795,1776,19,41.7,637,2.8,"00AQ","Harrow",NA,24469,19922,23385,30993,24550,23138,27979,27455,81,3216,4594,-3538
"2189","Harrow 013E","E01002231","E02000445","Harrow 013","E09000015","Harrow","E12000007","London",1924,1924,0,89.6,679,2.8,"00AQ","Harrow",NA,16643,9431,17286,25332,12583,7875,13661,14877,-4060,-1556,-3625,-10455
"2175","Harrow 011A","E01002232","E02000443","Harrow 011","E09000015","Harrow","E12000007","London",1973,1936,37,89.7,709,2.7,"00AQ","Harrow",NA,14582,10595,12645,20414,15911,11220,17316,21732,1329,625,4671,1318
"2176","Harrow 011B","E01002233","E02000443","Harrow 011","E09000015","Harrow","E12000007","London",2031,2029,2,100.5,754,2.7,"00AQ","Harrow",NA,10709,5433,10716,21567,11342,7381,10718,15307,633,1948,2,-6260
"2177","Harrow 011C","E01002234","E02000443","Harrow 011","E09000015","Harrow","E12000007","London",1741,1741,0,106,548,3.2,"00AQ","Harrow",NA,11095,5595,9060,21574,16097,12050,13353,15642,5002,6455,4293,-5932
"2178","Harrow 011D","E01002235","E02000443","Harrow 011","E09000015","Harrow","E12000007","London",1922,1922,0,111.8,610,3.2,"00AQ","Harrow",NA,8525,2842,8462,16221,7188,4288,7917,8128,-1337,1446,-545,-8093
"2179","Harrow 011E","E01002236","E02000443","Harrow 011","E09000015","Harrow","E12000007","London",1803,1803,0,82,582,3.1,"00AQ","Harrow",NA,9181,3643,10663,14399,12729,7330,14947,15293,3548,3687,4284,894
"2223","Harrow 024A","E01002237","E02000456","Harrow 024","E09000015","Harrow","E12000007","London",1626,1626,0,113,648,2.5,"00AQ","Harrow",NA,12921,10210,11800,22326,14589,13102,12045,22736,1668,2892,245,410
"2224","Harrow 024B","E01002238","E02000456","Harrow 024","E09000015","Harrow","E12000007","London",1804,1800,4,52.5,596,3,"00AQ","Harrow",NA,20629,12330,20933,27796,24509,17219,23315,27747,3880,4889,2382,-49
"2229","Harrow 025C","E01002239","E02000457","Harrow 025","E09000015","Harrow","E12000007","London",1678,1678,0,46.6,635,2.6,"00AQ","Harrow",NA,25577,21087,20118,29366,27717,23388,25283,28728,2140,2301,5165,-638
"2225","Harrow 024C","E01002240","E02000456","Harrow 024","E09000015","Harrow","E12000007","London",1739,1712,27,103.3,655,2.6,"00AQ","Harrow",NA,13327,9862,11887,27478,16431,12555,14347,22327,3104,2693,2460,-5151
"2230","Harrow 025D","E01002241","E02000457","Harrow 025","E09000015","Harrow","E12000007","London",1636,1636,0,69.5,536,3.1,"00AQ","Harrow",NA,16136,9645,16452,27542,17553,11066,14838,25852,1417,1421,-1614,-1690
"2226","Harrow 024D","E01002242","E02000456","Harrow 024","E09000015","Harrow","E12000007","London",1890,1890,0,70.1,613,3.1,"00AQ","Harrow",NA,25667,20511,23818,30714,27783,20840,24925,31138,2116,329,1107,424
"2328","Havering 013A","E01002243","E02000476","Havering 013","E09000016","Havering","E12000007","London",1873,1852,21,79.3,847,2.2,"00AR","Havering",NA,8192,5177,8628,10517,7867,5884,8609,10218,-325,707,-19,-299
"2317","Havering 011A","E01002244","E02000474","Havering 011","E09000016","Havering","E12000007","London",1697,1697,0,50.7,749,2.3,"00AR","Havering",NA,19796,20539,20324,15666,12564,12245,16164,10927,-7232,-8294,-4160,-4739
"2318","Havering 011B","E01002245","E02000474","Havering 011","E09000016","Havering","E12000007","London",1592,1546,46,62.4,630,2.5,"00AR","Havering",NA,16052,12102,21721,16010,14386,11610,22445,16775,-1666,-492,724,765
"2348","Havering 017A","E01002246","E02000480","Havering 017","E09000016","Havering","E12000007","London",1700,1620,80,31.3,637,2.5,"00AR","Havering",NA,23914,20525,23129,12407,17472,15773,18038,12381,-6442,-4752,-5091,-26
"2349","Havering 017B","E01002247","E02000480","Havering 017","E09000016","Havering","E12000007","London",1800,1800,0,55.1,729,2.5,"00AR","Havering",NA,16942,13927,15848,16925,11481,8761,12789,16793,-5461,-5166,-3059,-132
"2350","Havering 017C","E01002248","E02000480","Havering 017","E09000016","Havering","E12000007","London",1397,1395,2,26.1,592,2.4,"00AR","Havering",NA,12834,12317,13465,10463,11781,9937,10278,8809,-1053,-2380,-3187,-1654
"2351","Havering 017D","E01002249","E02000480","Havering 017","E09000016","Havering","E12000007","London",1905,1905,0,33.3,746,2.6,"00AR","Havering",NA,19265,18656,18126,14958,14796,14559,20288,16715,-4469,-4097,2162,1757
"2352","Havering 017E","E01002250","E02000480","Havering 017","E09000016","Havering","E12000007","London",1563,1563,0,14.6,642,2.4,"00AR","Havering",NA,18541,19064,19334,16117,12820,13011,14773,12244,-5721,-6053,-4561,-3873
"2353","Havering 017F","E01002251","E02000480","Havering 017","E09000016","Havering","E12000007","London",1430,1393,37,43.9,526,2.6,"00AR","Havering",NA,10081,6865,12518,7266,9183,6648,10035,8799,-898,-217,-2483,1533
"2354","Havering 018A","E01002252","E02000481","Havering 018","E09000016","Havering","E12000007","London",1511,1511,0,13.1,617,2.4,"00AR","Havering",NA,25956,27075,23838,18502,24888,23598,22482,15070,-1068,-3477,-1356,-3432
"2359","Havering 019A","E01002253","E02000482","Havering 019","E09000016","Havering","E12000007","London",1539,1539,0,15,615,2.5,"00AR","Havering",NA,31000,32292,27197,25033,32089,31141,29287,27042,1089,-1151,2090,2009
"2360","Havering 019B","E01002254","E02000482","Havering 019","E09000016","Havering","E12000007","London",1616,1616,0,28.7,636,2.5,"00AR","Havering",NA,30783,31974,26619,26722,31826,31716,27372,27114,1043,-258,753,392
"2373","Havering 022A","E01002255","E02000485","Havering 022","E09000016","Havering","E12000007","London",1483,1483,0,25.1,630,2.4,"00AR","Havering",NA,22184,21444,19714,16932,21711,20049,21719,14662,-473,-1395,2005,-2270
"2355","Havering 018B","E01002256","E02000481","Havering 018","E09000016","Havering","E12000007","London",1498,1498,0,53.6,620,2.4,"00AR","Havering",NA,28038,28653,26422,17946,29297,25777,24696,18780,1259,-2876,-1726,834
"2361","Havering 019C","E01002257","E02000482","Havering 019","E09000016","Havering","E12000007","London",1719,1697,22,22.7,651,2.6,"00AR","Havering",NA,31317,30705,31947,30802,32359,31959,31978,29897,1042,1254,31,-905
"2356","Havering 018C","E01002258","E02000481","Havering 018","E09000016","Havering","E12000007","London",1676,1676,0,55.7,797,2.1,"00AR","Havering",NA,17316,12205,15181,13784,17373,12749,15014,12096,57,544,-167,-1688
"2357","Havering 018D","E01002259","E02000481","Havering 018","E09000016","Havering","E12000007","London",1486,1486,0,7.9,612,2.4,"00AR","Havering",NA,27278,25490,24184,17106,28305,23647,27329,18743,1027,-1843,3145,1637
"2393","Havering 026A","E01002260","E02000489","Havering 026","E09000016","Havering","E12000007","London",1535,1535,0,13.8,566,2.7,"00AR","Havering",NA,20109,17018,21441,13993,17869,16393,19197,12199,-2240,-625,-2244,-1794
"2394","Havering 026B","E01002261","E02000489","Havering 026","E09000016","Havering","E12000007","London",1649,1649,0,79.7,645,2.6,"00AR","Havering",NA,17712,17784,16038,12825,16283,14551,18199,9565,-1429,-3233,2161,-3260
"2395","Havering 026C","E01002262","E02000489","Havering 026","E09000016","Havering","E12000007","London",1626,1626,0,72.8,625,2.6,"00AR","Havering",NA,16779,11485,16665,10884,15312,12948,12920,12603,-1467,1463,-3745,1719
"2396","Havering 026D","E01002263","E02000489","Havering 026","E09000016","Havering","E12000007","London",1599,1599,0,18.8,609,2.6,"00AR","Havering",NA,23120,25326,24701,14205,26377,27076,23768,15284,3257,1750,-933,1079
"2397","Havering 026E","E01002264","E02000489","Havering 026","E09000016","Havering","E12000007","London",1475,1475,0,72.8,710,2.1,"00AR","Havering",NA,8671,5018,8400,6857,6745,3775,6341,7120,-1926,-1243,-2059,263
"2388","Havering 025A","E01002265","E02000488","Havering 025","E09000016","Havering","E12000007","London",1472,1472,0,28.6,638,2.3,"00AR","Havering",NA,23792,25959,24285,11266,23006,21957,21687,19184,-786,-4002,-2598,7918
"2398","Havering 027A","E01002266","E02000490","Havering 027","E09000016","Havering","E12000007","London",1439,1439,0,41.8,600,2.4,"00AR","Havering",NA,21580,19122,21563,11131,17872,19313,16611,7582,-3708,191,-4952,-3549
"2399","Havering 027B","E01002267","E02000490","Havering 027","E09000016","Havering","E12000007","London",1671,1671,0,80,734,2.3,"00AR","Havering",NA,9712,7687,12100,7467,10161,7618,8773,7285,449,-69,-3327,-182
"2311","Havering 010A","E01002268","E02000473","Havering 010","E09000016","Havering","E12000007","London",1350,1350,0,15.9,519,2.6,"00AR","Havering",NA,22839,19301,21985,18082,19741,18199,18086,16467,-3098,-1102,-3899,-1615
"2312","Havering 010B","E01002269","E02000473","Havering 010","E09000016","Havering","E12000007","London",1785,1785,0,23.2,678,2.6,"00AR","Havering",NA,23795,21985,25002,15891,22433,20271,21804,17887,-1362,-1714,-3198,1996
"2339","Havering 015A","E01002270","E02000478","Havering 015","E09000016","Havering","E12000007","London",1673,1664,9,24.7,634,2.6,"00AR","Havering",NA,27746,29396,29121,23711,28922,29462,31326,24100,1176,66,2205,389
"2340","Havering 015B","E01002271","E02000478","Havering 015","E09000016","Havering","E12000007","London",1491,1479,12,27.2,515,2.9,"00AR","Havering",NA,28010,29609,28014,23085,27441,29479,28918,21083,-569,-130,904,-2002
"2333","Havering 014A","E01002272","E02000477","Havering 014","E09000016","Havering","E12000007","London",1319,1319,0,58.5,536,2.5,"00AR","Havering",NA,25304,23845,25254,15472,22543,20644,18611,19468,-2761,-3201,-6643,3996
"2341","Havering 015C","E01002273","E02000478","Havering 015","E09000016","Havering","E12000007","London",1362,1309,53,16.3,490,2.7,"00AR","Havering",NA,23883,25148,22333,17124,24433,24573,22390,14882,550,-575,57,-2242
"2334","Havering 014B","E01002274","E02000477","Havering 014","E09000016","Havering","E12000007","London",1638,1638,0,53.3,692,2.4,"00AR","Havering",NA,25634,25773,22658,16458,25881,25524,20267,21397,247,-249,-2391,4939
"2342","Havering 015D","E01002275","E02000478","Havering 015","E09000016","Havering","E12000007","London",1359,1359,0,31.6,517,2.6,"00AR","Havering",NA,25850,28321,23219,22431,28564,30394,26571,19520,2714,2073,3352,-2911
"2266","Havering 001A","E01002276","E02000464","Havering 001","E09000016","Havering","E12000007","London",1926,1819,107,4.4,694,2.6,"00AR","Havering",NA,8785,7194,7074,6896,8069,7284,10364,5052,-716,90,3290,-1844
"2270","Havering 002A","E01002277","E02000465","Havering 002","E09000016","Havering","E12000007","London",1494,1494,0,10.2,608,2.5,"00AR","Havering",NA,8576,7515,7678,5932,5830,6209,6456,3442,-2746,-1306,-1222,-2490
"2267","Havering 001B","E01002278","E02000464","Havering 001","E09000016","Havering","E12000007","London",1599,1593,6,70.3,631,2.5,"00AR","Havering",NA,7221,4703,7075,3549,5467,4033,5859,3044,-1754,-670,-1216,-505
"2271","Havering 002B","E01002279","E02000465","Havering 002","E09000016","Havering","E12000007","London",1584,1584,0,44.1,634,2.5,"00AR","Havering",NA,10033,8234,9101,4655,9049,7378,9191,6256,-984,-856,90,1601
"2280","Havering 004A","E01002280","E02000467","Havering 004","E09000016","Havering","E12000007","London",1522,1493,29,96.8,621,2.4,"00AR","Havering",NA,4175,2070,2698,3673,2537,1796,3463,2339,-1638,-274,765,-1334
"2272","Havering 002C","E01002281","E02000465","Havering 002","E09000016","Havering","E12000007","London",1614,1614,0,39.6,756,2.1,"00AR","Havering",NA,5206,3317,4051,3466,3805,3251,2418,4167,-1401,-66,-1633,701
"2281","Havering 004B","E01002282","E02000467","Havering 004","E09000016","Havering","E12000007","London",1594,1594,0,57.5,668,2.4,"00AR","Havering",NA,4888,2383,4246,4050,3287,2712,3422,2791,-1601,329,-824,-1259
"2273","Havering 002D","E01002283","E02000465","Havering 002","E09000016","Havering","E12000007","London",1517,1517,0,66.9,594,2.6,"00AR","Havering",NA,9234,7344,9198,4902,8189,7156,8723,4984,-1045,-188,-475,82
"2282","Havering 004C","E01002284","E02000467","Havering 004","E09000016","Havering","E12000007","London",1842,1842,0,67.4,765,2.4,"00AR","Havering",NA,9794,9317,9045,5304,7952,8097,8227,6086,-1842,-1220,-818,782
"2389","Havering 025B","E01002285","E02000488","Havering 025","E09000016","Havering","E12000007","London",1245,1245,0,27.2,520,2.4,"00AR","Havering",NA,27316,27672,22073,15852,24754,23232,24343,14836,-2562,-4440,2270,-1016
"2390","Havering 025C","E01002286","E02000488","Havering 025","E09000016","Havering","E12000007","London",1650,1650,0,69.6,614,2.7,"00AR","Havering",NA,27431,28755,26518,13174,27782,27721,25445,19211,351,-1034,-1073,6037
"2378","Havering 023A","E01002287","E02000486","Havering 023","E09000016","Havering","E12000007","London",1558,1558,0,69.2,602,2.6,"00AR","Havering",NA,26486,25399,25587,15451,24467,25303,23943,14382,-2019,-96,-1644,-1069
"2391","Havering 025D","E01002288","E02000488","Havering 025","E09000016","Havering","E12000007","London",1548,1548,0,45.5,554,2.8,"00AR","Havering",NA,29338,28459,27581,19546,27742,26782,26758,17704,-1596,-1677,-823,-1842
"2374","Havering 022B","E01002289","E02000485","Havering 022","E09000016","Havering","E12000007","London",1614,1614,0,59.4,621,2.6,"00AR","Havering",NA,20630,18018,18487,16231,23595,20038,21762,16146,2965,2020,3275,-85
"2392","Havering 025E","E01002290","E02000488","Havering 025","E09000016","Havering","E12000007","London",1516,1516,0,54.4,641,2.4,"00AR","Havering",NA,23775,23395,18506,16790,25823,23958,22945,17823,2048,563,4439,1033
"2379","Havering 023B","E01002291","E02000486","Havering 023","E09000016","Havering","E12000007","London",1582,1582,0,52.2,775,2,"00AR","Havering",NA,24599,26548,26506,17305,23037,20505,22428,19965,-1562,-6043,-4078,2660
"2375","Havering 022C","E01002292","E02000485","Havering 022","E09000016","Havering","E12000007","London",1549,1549,0,44.6,637,2.4,"00AR","Havering",NA,13775,10870,15046,9457,13760,12708,11636,9928,-15,1838,-3410,471
"2295","Havering 007A","E01002293","E02000470","Havering 007","E09000016","Havering","E12000007","London",1591,1572,19,23.1,801,2,"00AR","Havering",NA,22766,22467,24683,20502,17569,16251,17518,18560,-5197,-6216,-7165,-1942
"2296","Havering 007B","E01002294","E02000470","Havering 007","E09000016","Havering","E12000007","London",1492,1478,14,12.1,626,2.4,"00AR","Havering",NA,21097,18628,18484,19785,23665,20297,21583,21188,2568,1669,3099,1403
"2313","Havering 010C","E01002295","E02000473","Havering 010","E09000016","Havering","E12000007","London",1558,1525,33,56,670,2.3,"00AR","Havering",NA,19408,18055,15579,24407,19079,15964,18462,17450,-329,-2091,2883,-6957
"2297","Havering 007C","E01002296","E02000470","Havering 007","E09000016","Havering","E12000007","London",1673,1673,0,4.1,691,2.4,"00AR","Havering",NA,21450,26026,19490,16164,17513,21456,19838,15478,-3937,-4570,348,-686
"2283","Havering 004D","E01002297","E02000467","Havering 004","E09000016","Havering","E12000007","London",1484,1484,0,68.3,670,2.2,"00AR","Havering",NA,5683,4851,3202,2771,3892,3147,2064,6044,-1791,-1704,-1138,3273
"2298","Havering 007D","E01002298","E02000470","Havering 007","E09000016","Havering","E12000007","London",1538,1538,0,33.9,654,2.4,"00AR","Havering",NA,20193,17500,18069,11605,18346,17557,17130,15765,-1847,57,-939,4160
"2274","Havering 002E","E01002299","E02000465","Havering 002","E09000016","Havering","E12000007","London",1721,1720,1,51,664,2.6,"00AR","Havering",NA,12148,11561,11638,4854,12469,11162,12978,9305,321,-399,1340,4451
"2299","Havering 007E","E01002300","E02000470","Havering 007","E09000016","Havering","E12000007","London",1593,1593,0,48.1,715,2.2,"00AR","Havering",NA,23499,22632,24214,17113,20093,17442,17336,22890,-3406,-5190,-6878,5777
"2275","Havering 003A","E01002301","E02000466","Havering 003","E09000016","Havering","E12000007","London",1561,1561,0,56.9,627,2.5,"00AR","Havering",NA,21056,18534,21267,11704,20825,19936,16941,10111,-231,1402,-4326,-1593
"2286","Havering 005A","E01002302","E02000468","Havering 005","E09000016","Havering","E12000007","London",1563,1563,0,54.6,598,2.6,"00AR","Havering",NA,20101,15892,19970,11500,14344,13005,13556,7770,-5757,-2887,-6414,-3730
"2276","Havering 003B","E01002303","E02000466","Havering 003","E09000016","Havering","E12000007","London",2043,2043,0,71.4,823,2.5,"00AR","Havering",NA,9429,7941,7215,3935,7299,5116,6332,4580,-2130,-2825,-883,645
"2277","Havering 003C","E01002304","E02000466","Havering 003","E09000016","Havering","E12000007","London",1414,1315,99,2.7,524,2.5,"00AR","Havering",NA,10114,14691,11566,8259,12810,16558,15225,7293,2696,1867,3659,-966
"2287","Havering 005B","E01002305","E02000468","Havering 005","E09000016","Havering","E12000007","London",1519,1519,0,5.5,608,2.5,"00AR","Havering",NA,18035,17387,16872,7396,13949,14230,14674,7873,-4086,-3157,-2198,477
"2278","Havering 003D","E01002306","E02000466","Havering 003","E09000016","Havering","E12000007","London",1596,1596,0,89.2,625,2.6,"00AR","Havering",NA,7875,3712,6664,4524,7004,4672,5736,4574,-871,960,-928,50
"2279","Havering 003E","E01002307","E02000466","Havering 003","E09000016","Havering","E12000007","London",1673,1673,0,70.2,636,2.6,"00AR","Havering",NA,12487,8656,12789,5903,12240,8937,11562,6693,-247,281,-1227,790
"2288","Havering 005C","E01002308","E02000468","Havering 005","E09000016","Havering","E12000007","London",1631,1631,0,36,670,2.4,"00AR","Havering",NA,9711,8350,8399,4900,9020,6736,8561,7047,-691,-1614,162,2147
"2291","Havering 006A","E01002309","E02000469","Havering 006","E09000016","Havering","E12000007","London",1539,1528,11,55.3,651,2.3,"00AR","Havering",NA,12044,8820,7877,9485,11313,9736,9481,10493,-731,916,1604,1008
"2292","Havering 006B","E01002310","E02000469","Havering 006","E09000016","Havering","E12000007","London",1677,1577,100,59.6,712,2.2,"00AR","Havering",NA,6596,6140,3835,3388,4143,4376,2719,6804,-2453,-1764,-1116,3416
