Codes;Names;pop0-15;Working age
E01003799;Richmond upon Thames 001C;366;1115
E01003800;Richmond upon Thames 001D;372;1035
E01003801;Richmond upon Thames 001E;199;931
E01003802;Richmond upon Thames 001F;242;1154
E01003803;Richmond upon Thames 001G;309;985
E01003804;Richmond upon Thames 005A;335;1208
E01003805;Richmond upon Thames 012A;376;1019
E01003806;Richmond upon Thames 012B;480;978
E01003807;Richmond upon Thames 005B;278;1189
E01003808;Richmond upon Thames 005C;346;1237
E01003809;Richmond upon Thames 005D;370;1053
E01003810;Richmond upon Thames 019A;394;1041
E01003811;Richmond upon Thames 018A;324;1047
E01003812;Richmond upon Thames 018B;394;1225
E01003813;Richmond upon Thames 019B;326;986
E01003814;Richmond upon Thames 019C;287;1040
E01003815;Richmond upon Thames 019D;338;1201
E01003816;Richmond upon Thames 012C;435;950
E01003817;Richmond upon Thames 012D;226;1186
E01003818;Richmond upon Thames 017A;321;982
E01003819;Richmond upon Thames 017B;326;1148
E01003820;Richmond upon Thames 017C;409;1201
E01003821;Richmond upon Thames 008A;158;1162
E01003822;Richmond upon Thames 023A;325;927
E01003823;Richmond upon Thames 023B;196;1094
E01003824;Richmond upon Thames 023C;352;989
E01003825;Richmond upon Thames 023D;358;1104
E01003826;Richmond upon Thames 023E;312;1062
E01003827;Richmond upon Thames 023F;310;1120
E01003828;Richmond upon Thames 020A;260;956
E01003829;Richmond upon Thames 020B;313;1052
E01003830;Richmond upon Thames 020C;330;1043
E01003831;Richmond upon Thames 020D;304;1071
E01003832;Richmond upon Thames 020E;265;1007
E01003833;Richmond upon Thames 020F;198;945
E01003834;Richmond upon Thames 022A;174;1197
E01003835;Richmond upon Thames 022B;440;997
E01003836;Richmond upon Thames 022C;356;898
E01003837;Richmond upon Thames 022D;321;1130
E01003838;Richmond upon Thames 022E;396;1195
E01003839;Richmond upon Thames 022F;272;1152
E01003840;Richmond upon Thames 013A;331;1012
E01003841;Richmond upon Thames 013B;426;1128
E01003842;Richmond upon Thames 013C;334;1105
E01003843;Richmond upon Thames 013D;421;1267
E01003844;Richmond upon Thames 013E;248;944
E01003845;Richmond upon Thames 013F;258;990
E01003846;Richmond upon Thames 002A;448;1139
E01003847;Richmond upon Thames 002B;201;1222
E01003848;Richmond upon Thames 004A;302;1233
E01003849;Richmond upon Thames 002C;281;1030
E01003850;Richmond upon Thames 004B;638;1807
E01003851;Richmond upon Thames 002D;363;1035
E01003852;Richmond upon Thames 003A;202;903
E01003853;Richmond upon Thames 003B;309;987
E01003854;Richmond upon Thames 003C;241;1007
E01003855;Richmond upon Thames 003D;296;1146
E01003856;Richmond upon Thames 003E;223;1164
E01003857;Richmond upon Thames 003F;314;1238
E01003858;Richmond upon Thames 003G;337;1071
E01003859;Richmond upon Thames 005E;417;1017
E01003860;Richmond upon Thames 002E;204;1396
E01003861;Richmond upon Thames 004C;266;1347
E01003862;Richmond upon Thames 004D;212;1041
E01003863;Richmond upon Thames 004E;238;892
E01003864;Richmond upon Thames 002F;262;1002
E01003865;Richmond upon Thames 004F;280;879
E01003866;Richmond upon Thames 007A;370;1054
E01003867;Richmond upon Thames 011A;238;1046
E01003868;Richmond upon Thames 007B;285;1080
E01003869;Richmond upon Thames 011B;280;1162
E01003870;Richmond upon Thames 011C;407;1155
E01003871;Richmond upon Thames 007C;288;994
E01003872;Richmond upon Thames 007D;212;1039
E01003873;Richmond upon Thames 006A;222;1206
E01003874;Richmond upon Thames 006B;196;1137
E01003875;Richmond upon Thames 006C;311;1039
E01003876;Richmond upon Thames 008B;188;1194
E01003877;Richmond upon Thames 008C;273;1118
E01003878;Richmond upon Thames 006D;224;968
E01003879;Richmond upon Thames 008D;246;1144
E01003880;Richmond upon Thames 016A;354;1015
E01003881;Richmond upon Thames 016B;277;1294
E01003882;Richmond upon Thames 014A;338;1274
E01003883;Richmond upon Thames 014B;261;1219
E01003884;Richmond upon Thames 016C;300;1076
E01003885;Richmond upon Thames 016D;323;1065
E01003886;Richmond upon Thames 021A;388;1080
E01003887;Richmond upon Thames 021B;316;1109
E01003888;Richmond upon Thames 021C;318;1232
E01003889;Richmond upon Thames 021D;319;1171
E01003890;Richmond upon Thames 018C;305;1015
E01003891;Richmond upon Thames 018D;266;1204
E01003892;Richmond upon Thames 009A;306;1356
E01003893;Richmond upon Thames 009B;205;1089
E01003894;Richmond upon Thames 009C;271;1150
E01003895;Richmond upon Thames 009D;315;1142
E01003896;Richmond upon Thames 014C;204;1283
E01003897;Richmond upon Thames 014D;232;1354
E01003898;Richmond upon Thames 015A;215;1009
E01003899;Richmond upon Thames 015B;233;1025
E01003900;Richmond upon Thames 015C;353;1096
E01003901;Richmond upon Thames 015D;365;1080
E01003902;Richmond upon Thames 015E;233;864
E01003903;Richmond upon Thames 015F;378;1029
E01003904;Richmond upon Thames 015G;284;1045
E01003905;Richmond upon Thames 010A;271;941
E01003906;Richmond upon Thames 010B;291;1007
E01003907;Richmond upon Thames 010C;262;983
E01003908;Richmond upon Thames 010D;363;1159
E01003909;Richmond upon Thames 010E;295;1024
E01003910;Richmond upon Thames 011D;277;1005
E01003911;Southwark 020A;489;1301
E01003912;Southwark 019A;509;1103
E01003913;Southwark 024A;241;1317
E01003914;Southwark 024B;306;1229
E01003915;Southwark 024C;358;1339
E01003916;Southwark 020B;433;1445
E01003917;Southwark 020C;268;1226
E01003918;Southwark 020D;383;1019
E01003919;Southwark 021A;280;1233
E01003920;Southwark 021B;390;1158
E01003921;Southwark 021C;205;1066
E01003922;Southwark 021D;368;1312
E01003923;Southwark 017A;270;1213
E01003924;Southwark 021E;371;1330
E01003925;Southwark 020E;299;795
E01003926;Southwark 021F;351;1013
E01003927;Southwark 002A;244;1515
E01003928;Southwark 005A;214;1288
E01003929;Southwark 002B;231;1538
E01003930;Southwark 005B;158;1290
E01003931;Southwark 005C;242;951
E01003932;Southwark 005D;281;1243
E01003933;Southwark 005E;258;1303
E01003934;Southwark 002C;172;1015
E01003935;Southwark 002D;202;1174
E01003936;Southwark 009A;186;1748
E01003937;Southwark 009B;157;1351
E01003938;Southwark 006A;356;1182
E01003939;Southwark 002E;217;1407
E01003940;Southwark 006B;354;1054
E01003941;Southwark 006C;207;1256
E01003942;Southwark 006D;338;1139
E01003943;Southwark 009C;321;1060
E01003944;Southwark 009D;392;1186
E01003945;Southwark 033A;239;1058
E01003946;Southwark 033B;300;1068
E01003947;Southwark 033C;379;1021
E01003948;Southwark 033D;225;1163
E01003949;Southwark 032A;301;1322
E01003950;Southwark 032B;328;1137
E01003951;Southwark 033E;261;1019
E01003952;Southwark 030A;278;1247
E01003953;Southwark 028A;276;1626
E01003954;Southwark 030B;250;1142
E01003955;Southwark 028B;245;1370
E01003956;Southwark 030C;273;1231
E01003957;Southwark 032C;325;1216
E01003958;Southwark 032D;287;1232
E01003959;Southwark 009E;376;1068
E01003960;Southwark 012A;287;1262
E01003961;Southwark 012B;357;1248
E01003962;Southwark 012C;416;1122
E01003963;Southwark 016A;449;1137
E01003964;Southwark 015A;340;1310
E01003965;Southwark 012D;276;1136
E01003966;Southwark 015B;329;1203
E01003967;Southwark 016B;369;1189
E01003968;Southwark 015C;361;1022
E01003969;Southwark 017B;275;1277
E01003970;Southwark 016C;408;1066
E01003971;Southwark 015D;572;1255
E01003972;Southwark 016D;323;1179
E01003973;Southwark 016E;409;1108
E01003974;Southwark 015E;306;859
E01003975;Southwark 004A;394;934
E01003976;Southwark 003A;286;1312
E01003977;Southwark 010A;265;1069
E01003978;Southwark 004B;281;1124
E01003979;Southwark 006E;219;1216
E01003980;Southwark 013A;264;1277
E01003981;Southwark 006F;190;1331
E01003982;Southwark 003B;285;2187
E01003983;Southwark 018A;483;1246
E01003984;Southwark 023A;336;1292
E01003985;Southwark 022A;214;635
E01003986;Southwark 011A;213;672
E01003987;Southwark 011B;352;1051
E01003988;Southwark 018B;391;1227
E01003989;Southwark 018C;493;1238
E01003990;Southwark 018D;487;1317
E01003991;Southwark 017C;230;784
E01003992;Southwark 014A;367;1016
E01003993;Southwark 017D;434;1128
E01003994;Southwark 012E;270;1088
E01003995;Southwark 014B;301;1008
E01003996;Southwark 014C;301;1574
E01003997;Southwark 017E;248;886
E01003998;Southwark 014D;203;1009
E01003999;Southwark 014E;285;1078
E01004000;Southwark 026A;338;1415
E01004001;Southwark 026B;427;1137
E01004002;Southwark 029A;307;1114
E01004003;Southwark 023B;282;1166
E01004004;Southwark 023C;343;1440
E01004005;Southwark 023D;394;1336
E01004006;Southwark 023E;322;1346
E01004007;Southwark 018E;440;951
E01004008;Southwark 022B;423;1385
E01004009;Southwark 022C;319;1189
E01004010;Southwark 022D;335;1113
E01004011;Southwark 019B;523;1125
E01004012;Southwark 019C;527;1295
E01004013;Southwark 019D;515;1223
E01004014;Southwark 019E;394;981
E01004015;Southwark 028C;312;1165
E01004016;Southwark 029B;448;1485
E01004017;Southwark 029C;293;1028
E01004018;Southwark 032E;352;1305
E01004019;Southwark 026C;422;1462
E01004020;Southwark 029D;419;1060
E01004021;Southwark 028D;246;1599
E01004022;Southwark 004C;235;1258
E01004023;Southwark 004D;267;1071
E01004024;Southwark 011C;305;1329
E01004025;Southwark 003C;98;2063
E01004026;Southwark 003D;104;1715
E01004027;Southwark 003E;351;1427
E01004028;Southwark 004E;350;1151
E01004029;Southwark 001A;183;1345
E01004030;Southwark 007A;209;1145
E01004031;Southwark 007B;293;1290
E01004032;Southwark 001B;177;1209
E01004033;Southwark 007C;284;1152
E01004034;Southwark 007D;305;995
E01004035;Southwark 011D;334;979
E01004036;Southwark 007E;442;1194
E01004037;Southwark 010B;348;1228
E01004038;Southwark 010C;372;1223
E01004039;Southwark 013B;279;1040
E01004040;Southwark 013C;366;930
E01004041;Southwark 013D;346;1072
E01004042;Southwark 010D;230;995
E01004043;Southwark 010E;196;868
E01004044;Southwark 013E;340;798
E01004045;Southwark 027A;376;1049
E01004046;Southwark 028E;291;1164
E01004047;Southwark 027B;351;1005
E01004048;Southwark 027C;278;1164
E01004049;Southwark 027D;268;1188
E01004050;Southwark 024D;227;1105
E01004051;Southwark 027E;225;1058
E01004052;Southwark 024E;308;1279
E01004053;Southwark 001C;162;1589
E01004054;Southwark 001D;155;1362
E01004055;Southwark 001E;255;889
E01004056;Southwark 008A;267;1443
E01004057;Southwark 008B;201;1240
E01004058;Southwark 008C;112;1572
E01004059;Southwark 008D;72;1349
E01004060;Southwark 008E;296;1227
E01004061;Southwark 025A;282;1266
E01004062;Southwark 025B;278;1087
E01004063;Southwark 025C;252;1260
E01004064;Southwark 026D;338;1165
E01004065;Southwark 025D;313;1124
E01004066;Southwark 025E;387;1362
E01004067;Southwark 022E;373;1251
E01004068;Southwark 026E;399;1113
E01004069;Southwark 031A;375;848
E01004070;Southwark 031B;365;1158
E01004071;Southwark 030D;318;1111
E01004072;Southwark 030E;422;1145
E01004073;Southwark 031C;403;1221
E01004074;Southwark 031D;410;1031
E01004075;Southwark 031E;451;1074
E01004076;Sutton 011A;339;970
E01004077;Sutton 011B;335;1013
E01004078;Sutton 011C;332;1074
E01004079;Sutton 011D;313;901
E01004080;Sutton 011E;265;828
E01004081;Sutton 011F;305;978
E01004082;Sutton 011G;284;901
E01004083;Sutton 019A;353;884
E01004084;Sutton 024A;264;929
E01004085;Sutton 024B;280;1012
E01004086;Sutton 019B;242;873
E01004087;Sutton 017A;255;947
E01004088;Sutton 019C;528;1124
E01004089;Sutton 019D;193;653
E01004090;Sutton 021A;261;709
E01004091;Sutton 022A;231;838
E01004092;Sutton 022B;236;983
E01004093;Sutton 023A;257;1030
E01004094;Sutton 023B;321;1090
E01004095;Sutton 023C;203;955
E01004096;Sutton 021B;182;1021
E01004097;Sutton 015A;338;1066
E01004098;Sutton 015B;280;803
E01004099;Sutton 015C;270;979
E01004100;Sutton 015D;240;858
E01004101;Sutton 013A;290;882
E01004102;Sutton 015E;246;841
E01004103;Sutton 013B;291;1115
E01004104;Sutton 020A;325;1054
E01004105;Sutton 022C;412;1165
E01004106;Sutton 022D;336;1051
E01004107;Sutton 020B;321;1015
E01004108;Sutton 024C;400;1058
E01004109;Sutton 024D;331;1064
E01004110;Sutton 016A;298;1006
E01004111;Sutton 016B;338;932
E01004112;Sutton 016C;330;1005
E01004113;Sutton 023D;341;996
E01004114;Sutton 023E;300;1017
E01004115;Sutton 009A;388;1107
E01004116;Sutton 008A;236;869
E01004117;Sutton 006A;358;934
E01004118;Sutton 009B;321;991
E01004119;Sutton 009C;303;910
E01004120;Sutton 016D;301;998
E01004121;Sutton 006B;299;1010
E01004122;Sutton 008B;248;890
E01004123;Sutton 002A;531;1218
E01004124;Sutton 002B;432;1170
E01004125;Sutton 001A;394;957
E01004126;Sutton 002C;395;919
E01004127;Sutton 005A;440;1014
E01004128;Sutton 002D;351;982
E01004129;Sutton 002E;402;1050
E01004130;Sutton 003A;332;1036
E01004131;Sutton 003B;372;996
E01004132;Sutton 009D;426;977
E01004133;Sutton 009E;378;983
E01004134;Sutton 003C;212;980
E01004135;Sutton 003D;279;888
E01004136;Sutton 003E;318;1008
E01004137;Sutton 012A;224;1120
E01004138;Sutton 013C;290;1124
E01004139;Sutton 013D;246;905
E01004140;Sutton 012B;201;1029
E01004141;Sutton 012C;245;1097
E01004142;Sutton 012D;315;1166
E01004143;Sutton 014A;306;882
E01004144;Sutton 007A;317;1046
E01004145;Sutton 007B;437;1341
E01004146;Sutton 007C;355;991
E01004147;Sutton 007D;322;964
E01004148;Sutton 014B;355;1003
E01004149;Sutton 012E;243;1006
E01004150;Sutton 021C;180;1076
E01004151;Sutton 021D;186;1090
E01004152;Sutton 018A;197;1082
E01004153;Sutton 021E;191;1068
E01004154;Sutton 022E;273;935
E01004155;Sutton 018B;202;1040
E01004156;Sutton 018C;159;1117
E01004157;Sutton 016E;269;795
E01004158;Sutton 018D;216;1028
E01004159;Sutton 014C;307;972
E01004160;Sutton 014D;290;1104
E01004161;Sutton 014E;298;981
E01004162;Sutton 018E;187;1037
E01004163;Sutton 005B;338;1008
E01004164;Sutton 004A;263;1013
E01004165;Sutton 005C;309;1069
E01004166;Sutton 004B;234;982
E01004167;Sutton 005D;292;815
E01004168;Sutton 013E;348;986
E01004169;Sutton 004C;464;1077
E01004170;Sutton 017B;251;1106
E01004171;Sutton 010A;295;915
E01004172;Sutton 010B;323;1054
E01004173;Sutton 010C;265;930
E01004174;Sutton 017C;248;960
E01004175;Sutton 010D;327;1053
E01004176;Sutton 010E;275;954
E01004177;Sutton 020C;237;983
E01004178;Sutton 017D;295;1213
E01004179;Sutton 017E;323;1074
E01004180;Sutton 020D;355;1088
E01004181;Sutton 020E;231;1079
E01004182;Sutton 019E;380;992
E01004183;Sutton 001B;370;1026
E01004184;Sutton 001C;433;957
E01004185;Sutton 001D;427;1001
E01004186;Sutton 004D;313;1193
E01004187;Sutton 005E;351;1015
E01004188;Sutton 004E;389;1060
E01004189;Sutton 001E;393;1137
E01004190;Sutton 008C;262;903
E01004191;Sutton 008D;274;1023
E01004192;Sutton 006C;382;1210
E01004193;Sutton 006D;369;1129
E01004194;Sutton 008E;214;845
E01004195;Sutton 006E;277;966
E01004196;Sutton 008F;275;918
E01004197;Tower Hamlets 002A;492;1514
E01004198;Tower Hamlets 002B;295;1056
E01004199;Tower Hamlets 002C;456;1027
E01004200;Tower Hamlets 005A;121;1152
E01004201;Tower Hamlets 002D;301;1103
E01004202;Tower Hamlets 005B;336;1246
E01004203;Tower Hamlets 005C;276;1148
E01004204;Tower Hamlets 005D;305;1041
E01004205;Tower Hamlets 013A;562;1326
E01004206;Tower Hamlets 013B;321;977
E01004207;Tower Hamlets 011A;275;1123
E01004208;Tower Hamlets 013C;228;1486
E01004209;Tower Hamlets 011B;417;967
E01004210;Tower Hamlets 011C;432;848
E01004211;Tower Hamlets 013D;167;1292
E01004212;Tower Hamlets 011D;331;1134
E01004213;Tower Hamlets 011E;352;893
E01004214;Tower Hamlets 030A;410;1102
E01004215;Tower Hamlets 028A;285;1420
E01004216;Tower Hamlets 030B;219;1327
E01004217;Tower Hamlets 030C;246;1211
E01004218;Tower Hamlets 030D;220;1226
E01004219;Tower Hamlets 028B;408;1246
E01004220;Tower Hamlets 028C;435;3643
E01004221;Tower Hamlets 028D;300;1290
E01004222;Tower Hamlets 001A;481;1499
E01004223;Tower Hamlets 001B;355;1253
E01004224;Tower Hamlets 001C;271;993
E01004225;Tower Hamlets 004A;102;1513
E01004226;Tower Hamlets 001D;366;1036
E01004227;Tower Hamlets 004B;404;2116
E01004228;Tower Hamlets 003A;227;1238
E01004229;Tower Hamlets 004C;274;957
E01004230;Tower Hamlets 003B;319;1264
E01004231;Tower Hamlets 004D;417;1122
E01004232;Tower Hamlets 003C;234;1294
E01004233;Tower Hamlets 003D;350;1204
E01004234;Tower Hamlets 003E;318;1471
E01004235;Tower Hamlets 008A;402;863
E01004236;Tower Hamlets 008B;537;1032
E01004237;Tower Hamlets 008C;215;792
E01004238;Tower Hamlets 008D;498;1395
E01004239;Tower Hamlets 008E;303;934
E01004240;Tower Hamlets 012A;502;1061
E01004241;Tower Hamlets 012B;412;992
E01004242;Tower Hamlets 012C;584;1342
E01004243;Tower Hamlets 020A;558;1122
E01004244;Tower Hamlets 020B;414;1037
E01004245;Tower Hamlets 018A;545;881
E01004246;Tower Hamlets 018B;321;1177
E01004247;Tower Hamlets 020C;403;1186
E01004248;Tower Hamlets 018C;486;750
E01004249;Tower Hamlets 018D;523;1270
E01004250;Tower Hamlets 020D;600;1341
E01004251;Tower Hamlets 023A;448;1198
E01004252;Tower Hamlets 024A;595;1609
E01004253;Tower Hamlets 024B;538;1391
E01004254;Tower Hamlets 023B;178;1678
E01004255;Tower Hamlets 023C;373;1086
E01004256;Tower Hamlets 024C;449;1107
E01004257;Tower Hamlets 024D;538;1126
E01004258;Tower Hamlets 023D;209;1068
E01004259;Tower Hamlets 007A;272;1265
E01004260;Tower Hamlets 007B;373;961
E01004261;Tower Hamlets 010A;642;1587
E01004262;Tower Hamlets 010B;330;1422
E01004263;Tower Hamlets 007C;306;828
E01004264;Tower Hamlets 010C;418;1011
E01004265;Tower Hamlets 010D;420;1404
E01004266;Tower Hamlets 007D;303;1092
E01004267;Tower Hamlets 012D;336;1218
E01004268;Tower Hamlets 012E;467;1095
E01004269;Tower Hamlets 014A;380;1225
E01004270;Tower Hamlets 014B;304;1544
E01004271;Tower Hamlets 014C;402;956
E01004272;Tower Hamlets 014D;660;1209
E01004273;Tower Hamlets 014E;517;1161
E01004274;Tower Hamlets 031A;345;1261
E01004275;Tower Hamlets 031B;222;1116
E01004276;Tower Hamlets 031C;111;1755
E01004277;Tower Hamlets 029A;131;1318
E01004278;Tower Hamlets 029B;531;2800
E01004279;Tower Hamlets 029C;306;1566
E01004280;Tower Hamlets 029D;401;1188
E01004281;Tower Hamlets 031D;164;1376
E01004282;Tower Hamlets 031E;195;1784
E01004283;Tower Hamlets 016A;549;1343
E01004284;Tower Hamlets 019A;599;1212
E01004285;Tower Hamlets 019B;683;1389
E01004286;Tower Hamlets 019C;561;1419
E01004287;Tower Hamlets 016B;426;1210
E01004288;Tower Hamlets 019D;453;954
E01004289;Tower Hamlets 016C;329;1124
E01004290;Tower Hamlets 016D;258;971
E01004291;Tower Hamlets 027A;153;1371
E01004292;Tower Hamlets 026A;152;1358
E01004293;Tower Hamlets 027B;187;1673
E01004294;Tower Hamlets 026B;202;1373
E01004295;Tower Hamlets 026C;385;920
E01004296;Tower Hamlets 026D;310;1112
E01004297;Tower Hamlets 027C;195;1402
E01004298;Tower Hamlets 022A;332;1041
E01004299;Tower Hamlets 025A;210;1785
E01004300;Tower Hamlets 022B;366;891
E01004301;Tower Hamlets 025B;409;936
E01004302;Tower Hamlets 025C;401;865
E01004303;Tower Hamlets 025D;368;1339
E01004304;Tower Hamlets 022C;499;1173
E01004305;Tower Hamlets 022D;446;1123
E01004306;Tower Hamlets 015A;301;1380
E01004307;Tower Hamlets 015B;194;1477
E01004308;Tower Hamlets 015C;294;1168
E01004309;Tower Hamlets 015D;535;1934
E01004310;Tower Hamlets 015E;333;1433
E01004311;Tower Hamlets 006A;265;1002
E01004312;Tower Hamlets 009A;413;1078
E01004313;Tower Hamlets 009B;425;1228
E01004314;Tower Hamlets 006B;142;751
E01004315;Tower Hamlets 006C;210;1106
E01004316;Tower Hamlets 009C;291;877
E01004317;Tower Hamlets 009D;268;1767
E01004318;Tower Hamlets 006D;285;996
E01004319;Tower Hamlets 021A;419;1234
E01004320;Tower Hamlets 021B;183;1778
E01004321;Tower Hamlets 021C;383;1250
E01004322;Tower Hamlets 017A;263;748
E01004323;Tower Hamlets 017B;252;1124
E01004324;Tower Hamlets 017C;437;1058
E01004325;Tower Hamlets 021D;287;1730
E01004326;Tower Hamlets 017D;279;979
E01004327;Waltham Forest 028A;218;796
E01004328;Waltham Forest 028B;329;1203
E01004329;Waltham Forest 028C;384;1194
E01004330;Waltham Forest 028D;306;1203
E01004331;Waltham Forest 028E;371;1183
E01004332;Waltham Forest 028F;341;1165
E01004333;Waltham Forest 024A;434;1124
E01004334;Waltham Forest 024B;454;949
E01004335;Waltham Forest 027A;580;1098
E01004336;Waltham Forest 026A;237;1224
E01004337;Waltham Forest 027B;406;1175
E01004338;Waltham Forest 027C;237;1264
E01004339;Waltham Forest 027D;324;1155
E01004340;Waltham Forest 027E;408;1300
E01004341;Waltham Forest 027F;301;971
E01004342;Waltham Forest 011A;390;1202
E01004343;Waltham Forest 008A;376;1122
E01004344;Waltham Forest 008B;431;1093
E01004345;Waltham Forest 010A;425;1189
E01004346;Waltham Forest 011B;470;995
E01004347;Waltham Forest 011C;342;1302
E01004348;Waltham Forest 010B;446;1473
E01004349;Waltham Forest 001A;301;868
E01004350;Waltham Forest 001B;258;875
E01004351;Waltham Forest 001C;267;933
E01004352;Waltham Forest 002A;276;1145
E01004353;Waltham Forest 002B;287;1111
E01004354;Waltham Forest 002C;298;1057
E01004355;Waltham Forest 004A;319;962
E01004356;Waltham Forest 001D;373;932
E01004357;Waltham Forest 001E;310;909
E01004358;Waltham Forest 002D;248;995
E01004359;Waltham Forest 002E;328;1013
E01004360;Waltham Forest 004B;248;858
E01004361;Waltham Forest 005A;235;876
E01004362;Waltham Forest 021A;292;1100
E01004363;Waltham Forest 019A;264;1080
E01004364;Waltham Forest 019B;435;1057
E01004365;Waltham Forest 020A;342;1412
E01004366;Waltham Forest 019C;388;1128
E01004367;Waltham Forest 019D;303;997
E01004368;Waltham Forest 019E;295;1268
E01004369;Waltham Forest 023A;382;1127
E01004370;Waltham Forest 023B;303;1115
E01004371;Waltham Forest 025A;306;1167
E01004372;Waltham Forest 023C;258;1173
E01004373;Waltham Forest 025B;295;1122
E01004374;Waltham Forest 025C;306;1217
E01004375;Waltham Forest 025D;321;1199
E01004376;Waltham Forest 025E;277;1340
E01004377;Waltham Forest 010C;335;1006
E01004378;Waltham Forest 010D;383;1125
E01004379;Waltham Forest 007A;355;952
E01004380;Waltham Forest 007B;320;973
E01004381;Waltham Forest 007C;385;1131
E01004382;Waltham Forest 008C;398;811
E01004383;Waltham Forest 007D;370;983
E01004384;Waltham Forest 003A;368;1034
E01004385;Waltham Forest 003B;275;788
E01004386;Waltham Forest 003C;302;1038
E01004387;Waltham Forest 007E;330;938
E01004388;Waltham Forest 007F;242;928
E01004389;Waltham Forest 003D;298;950
E01004390;Waltham Forest 003E;304;923
E01004391;Waltham Forest 014A;346;1217
E01004392;Waltham Forest 017A;354;1409
E01004393;Waltham Forest 014B;334;1517
E01004394;Waltham Forest 017B;378;1182
E01004395;Waltham Forest 018A;332;1000
E01004396;Waltham Forest 012A;327;1122
E01004397;Waltham Forest 017C;406;1459
E01004398;Waltham Forest 009A;466;1184
E01004399;Waltham Forest 009B;469;1067
E01004400;Waltham Forest 009C;379;1115
E01004401;Waltham Forest 014C;313;1160
E01004402;Waltham Forest 009D;413;1089
E01004403;Waltham Forest 009E;429;1075
E01004404;Waltham Forest 014D;414;1245
E01004405;Waltham Forest 020B;382;1019
E01004406;Waltham Forest 016A;272;1199
E01004407;Waltham Forest 013A;327;770
E01004408;Waltham Forest 016B;350;1189
E01004409;Waltham Forest 016C;252;1014
E01004410;Waltham Forest 013B;387;1137
E01004411;Waltham Forest 016D;261;1164
E01004412;Waltham Forest 015A;317;1140
E01004413;Waltham Forest 004C;328;891
E01004414;Waltham Forest 005B;313;1001
E01004415;Waltham Forest 004D;336;950
E01004416;Waltham Forest 004E;311;1060
E01004417;Waltham Forest 005C;297;988
E01004418;Waltham Forest 008D;349;1026
E01004419;Waltham Forest 008E;285;1050
E01004420;Waltham Forest 020C;365;1319
E01004421;Waltham Forest 018B;480;1281
E01004422;Waltham Forest 022A;333;1007
E01004423;Waltham Forest 020D;351;1110
E01004424;Waltham Forest 022B;439;1118
E01004425;Waltham Forest 022C;371;1212
E01004426;Waltham Forest 022D;419;1104
E01004427;Waltham Forest 022E;437;1295
E01004428;Waltham Forest 026B;521;1095
E01004429;Waltham Forest 026C;363;1088
E01004430;Waltham Forest 026D;306;1451
E01004431;Waltham Forest 020E;294;639
E01004432;Waltham Forest 023D;352;1081
E01004433;Waltham Forest 020F;435;902
E01004434;Waltham Forest 026E;430;1251
E01004435;Waltham Forest 023E;393;1251
E01004436;Waltham Forest 021B;335;1096
E01004437;Waltham Forest 021C;293;1374
E01004438;Waltham Forest 024C;270;1426
E01004439;Waltham Forest 021D;364;1164
E01004440;Waltham Forest 024D;334;1412
E01004441;Waltham Forest 024E;234;1163
E01004442;Waltham Forest 021E;313;1205
E01004443;Waltham Forest 016E;351;1164
E01004444;Waltham Forest 017D;575;1511
E01004445;Waltham Forest 018C;318;1139
E01004446;Waltham Forest 017E;414;1212
E01004447;Waltham Forest 016F;349;1226
E01004448;Waltham Forest 018D;339;1098
E01004449;Waltham Forest 018E;461;1005
E01004450;Waltham Forest 006A;321;1012
E01004451;Waltham Forest 005D;358;1103
E01004452;Waltham Forest 005E;305;996
E01004453;Waltham Forest 006B;343;1005
E01004454;Waltham Forest 006C;362;1017
E01004455;Waltham Forest 006D;328;987
E01004456;Waltham Forest 006E;447;1053
E01004457;Waltham Forest 012B;342;1260
E01004458;Waltham Forest 012C;351;1160
E01004459;Waltham Forest 012D;572;960
E01004460;Waltham Forest 011D;383;1145
E01004461;Waltham Forest 014E;338;1331
E01004462;Waltham Forest 011E;326;1068
E01004463;Waltham Forest 012E;357;1338
E01004464;Waltham Forest 013C;450;933
E01004465;Waltham Forest 015B;323;924
E01004466;Waltham Forest 015C;288;1105
E01004467;Waltham Forest 015D;392;1239
E01004468;Waltham Forest 015E;237;1015
E01004469;Waltham Forest 013D;385;954
E01004470;Waltham Forest 013E;301;985
E01004471;Waltham Forest 013F;384;979
E01004472;Wandsworth 021A;215;1251
E01004473;Wandsworth 026A;173;1237
E01004474;Wandsworth 021B;157;1396
E01004475;Wandsworth 026B;151;1106
E01004476;Wandsworth 021C;151;1406
E01004477;Wandsworth 017A;386;1135
E01004478;Wandsworth 017B;404;1089
E01004479;Wandsworth 017C;366;1116
E01004480;Wandsworth 026C;137;1380
E01004481;Wandsworth 029A;147;1384
E01004482;Wandsworth 030A;237;1137
E01004483;Wandsworth 026D;261;1859
E01004484;Wandsworth 026E;166;1167
E01004485;Wandsworth 030B;219;1193
E01004486;Wandsworth 026F;151;1182
E01004487;Wandsworth 030C;249;1177
E01004488;Wandsworth 029B;275;1118
E01004489;Wandsworth 030D;308;1058
E01004490;Wandsworth 031A;203;1042
E01004491;Wandsworth 031B;250;1218
E01004492;Wandsworth 031C;229;1251
E01004493;Wandsworth 019A;230;1826
E01004494;Wandsworth 018A;210;1252
E01004495;Wandsworth 024A;347;1055
E01004496;Wandsworth 024B;160;1412
